date,Tr
2019-12-06,
2019-12-09,35.0
2019-12-10,64.0
2019-12-11,40.0
2019-12-12,29.0
2019-12-13,16.0
2019-12-16,33.0
2019-12-17,58.0
2019-12-18,28.0
2019-12-19,18.0
2019-12-20,19.0
2019-12-23,20.0
2019-12-24,14.0
2019-12-25,11.0
2019-12-26,15.0
2019-12-27,22.0
2019-12-30,28.0
2019-12-31,14.0
2020-01-02,23.0
2020-01-03,14.0
2020-01-06,18.0
2020-01-07,16.0
2020-01-08,14.0
2020-01-09,14.0
2020-01-10,43.0
2020-01-13,15.0
2020-01-14,12.0
2020-01-15,39.0
2020-01-16,14.0
2020-01-17,17.0
2020-01-20,22.0
2020-01-21,19.0
2020-01-22,26.0
2020-01-23,60.0
2020-02-03,106.0
2020-02-04,51.0
2020-02-05,18.0
2020-02-06,17.0
2020-02-07,38.0
2020-02-10,15.0
2020-02-11,17.0
2020-02-12,16.0
2020-02-13,14.0
2020-02-14,11.0
2020-02-17,11.0
2020-02-18,14.0
2020-02-19,7.0
2020-02-20,25.0
2020-02-21,18.0
2020-02-24,23.0
2020-02-25,53.0
2020-02-26,30.0
2020-02-27,18.0
2020-02-28,33.0
2020-03-02,29.0
2020-03-03,32.0
2020-03-04,11.0
2020-03-05,25.0
2020-03-06,14.0
2020-03-09,52.0
2020-03-10,22.0
2020-03-11,66.0
2020-03-12,21.0
2020-03-13,16.0
2020-03-16,22.0
2020-03-17,20.0
2020-03-18,33.0
2020-03-19,53.0
2020-03-20,23.0
2020-03-23,36.0
2020-03-24,27.0
2020-03-25,20.0
2020-03-26,29.0
2020-03-27,25.0
2020-03-30,47.0
2020-03-31,47.0
2020-04-01,18.0
2020-04-02,29.0
2020-04-03,32.0
2020-04-07,29.0
2020-04-08,19.0
2020-04-09,16.0
2020-04-10,30.0
2020-04-13,38.0
2020-04-14,28.0
2020-04-15,49.0
2020-04-16,76.0
2020-04-17,32.594501718212996
2020-04-20,49.35738831615117
2020-04-21,27.938144329896886
2020-04-22,25.144329896907493
2020-04-23,31.663230240549865
2020-04-24,18.625429553264667
2020-04-27,16.762886597938177
2020-04-28,25.144329896907266
2020-04-29,32.594501718212996
2020-04-30,18.625429553264894
2020-05-06,22.350515463917645
2020-05-07,11.175257731958709
2020-05-08,22.350515463917418
2020-05-11,40.975945017182084
2020-05-12,20.48797250859093
2020-05-13,27.938144329897113
2020-05-14,15.831615120275046
2020-05-15,15.831615120275046
2020-05-18,24.213058419244135
2020-05-19,21.419243986254514
2020-05-20,13.037800687285198
2020-05-21,11.175257731958709
2020-05-22,31.663230240549865
2020-05-25,32.594501718212996
2020-05-26,34.457044673539485
2020-05-27,33.525773195876354
2020-05-28,14.900343642611688
2020-05-29,23.281786941580776
2020-06-01,13.96907216494833
2020-06-02,19.556701030927798
2020-06-03,17.694158075601536
2020-06-04,26.075601374570397
2020-06-05,7.450171821305958
2020-06-08,15.831615120274591
2020-06-09,30.731958762886507
2020-06-10,13.037800687285198
2020-06-11,13.037800687285198
2020-06-12,20.48797250859093
2020-06-15,21.419243986254287
2020-06-16,14.900343642611688
2020-06-17,16.762886597938405
2020-06-18,12.10652920962184
2020-06-19,11.175257731958936
2020-06-22,13.037800687285198
2020-06-23,12.106529209622067
2020-06-24,30.731958762886734
2020-06-29,24.213058419243907
2020-06-30,16.76288659793795
2020-07-01,33.525773195876354
2020-07-02,13.037800687285198
2020-07-03,11.175257731958709
2020-07-06,11.175257731958936
2020-07-07,16.762886597938177
2020-07-08,27.006872852233755
2020-07-09,11.175257731958709
2020-07-10,16.762886597938177
2020-07-13,27.006872852233528
2020-07-14,27.938144329896886
2020-07-15,17.694158075601308
2020-07-16,12.106529209622067
2020-07-17,36.319587628865975
2020-07-20,47.494845360824684
2020-07-21,27.00687285223421
2020-07-22,34.457044673539485
2020-07-23,17.694158075601308
2020-07-24,15.831615120274819
2020-07-27,28.869415807560017
2020-07-28,13.969072164948102
2020-07-29,11.175257731958936
2020-07-30,16.762886597938177
2020-07-31,19.55670103092757
2020-08-03,56.80756013745713
2020-08-04,40.97594501718186
2020-08-05,83.81443298969066
2020-08-06,40.97594501718231
