date,FCT_Cr_Ref_1
2011-04-15,
2011-04-18,
2011-04-19,0.059635068980863376
2011-04-20,-0.01889962200755985
2011-04-21,0.0029965753424657533
2011-04-22,-0.0034144259496372174
2011-04-25,-0.0021413276231263384
2011-04-26,-0.00042918454935622315
2011-04-27,-0.0030055817947617003
2011-04-28,-0.0008613264427217916
2011-04-29,0.007327586206896552
2011-05-03,-0.0034231921266581087
2011-05-04,0.006440532417346501
2011-05-05,-0.0063993174061433445
2011-05-06,-0.009016745384285102
2011-05-09,-0.016031195840554593
2011-05-10,0.003963011889035667
2011-05-11,0.0030701754385964912
2011-05-12,0.011805859204197638
2011-05-13,0.01296456352636128
2011-05-16,0.03199658703071672
2011-05-17,-0.004960727573377429
2011-05-18,-0.006647278770253427
2011-05-19,-0.00794646591384358
2011-05-20,-0.0021079258010118043
2011-05-23,0.0038022813688212928
2011-05-24,-0.007996632996632997
2011-05-25,0.00975816716164616
2011-05-26,-0.0021008403361344537
2011-05-27,0.0012631578947368421
2011-05-30,-0.002943650126156434
2011-05-31,-0.0025305778152678194
2011-06-01,-0.00042283298097251583
2011-06-02,-0.0021150592216582064
2011-06-03,-0.00847816871555744
2011-06-07,-0.0055579307396323215
2011-06-08,0.0021496130696474634
2011-06-09,-0.002145002145002145
2011-06-10,-0.0034393809114359416
2011-06-13,-0.0030198446937014668
2011-06-14,0.0038944180008654264
2011-06-15,0.00603448275862069
2011-06-16,-0.004712939160239932
2011-06-17,-0.006887645286267757
2011-06-20,0.0
2011-06-21,-0.011270047680970958
2011-06-22,0.006137658921525646
2011-06-23,-0.0030501089324618735
2011-06-24,0.013111888111888112
2011-06-27,-0.006902502157031924
2011-06-28,0.0026064291920069507
2011-06-29,-0.002166377816291161
2011-06-30,-0.00303951367781155
2011-07-01,0.005662020905923345
2011-07-04,-0.00563014291901256
2011-07-05,0.008710801393728223
2011-07-06,-0.0004317789291882556
2011-07-07,0.011663066954643628
2011-07-08,-0.013236549957301452
2011-07-11,-0.0017308524448290783
2011-07-12,-0.0013003901170351106
2011-07-13,-0.0030381944444444445
2011-07-14,0.0056595559425337396
2011-07-15,-0.0021645021645021645
2011-07-18,-0.0008676789587852494
2011-07-19,0.0008684324793747286
2011-07-20,0.0
2011-07-21,-0.003036876355748373
2011-07-22,-0.005221932114882507
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,0.0013123359580052493
2011-07-28,-0.00218435998252512
2011-07-29,0.00043782837127845885
2011-08-01,0.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.00787746170678337
2011-08-08,-0.0026052974381241857
2011-08-09,-0.011754462342185459
2011-08-10,-0.018061674008810574
2011-08-11,0.0022431583669807087
2011-08-12,-0.0022381378692927483
2011-08-15,-0.001794526693584567
2011-08-16,-0.012584269662921348
2011-08-17,-0.013654984069185253
2011-08-18,-0.005076142131979695
2011-08-19,-0.007884972170686457
2011-08-22,-0.014492753623188406
2011-08-23,-0.024193548387096774
2011-08-24,-0.03880463871543265
2011-08-25,0.014849187935034916
2011-08-26,0.012802926383173237
2011-08-29,-0.0009029345372460215
2011-08-30,-0.0018075011296882616
2011-08-31,0.001810774105930341
2011-09-01,0.01310438319023942
2011-09-02,-0.0017841213202497213
2011-09-05,-0.01027703306523683
2011-09-06,0.0013544018058690322
2011-09-07,0.011271415689810512
2011-09-08,0.0026749888542132454
2011-09-09,-0.004891062694530861
2011-09-13,0.0022341376228773887
2011-09-14,-0.004904146232723878
2011-09-15,-0.004480286738351226
2011-09-16,0.0036003600360035993
2011-09-19,0.005829596412555872
2011-09-20,-0.010254123941150037
2011-09-21,-0.003153153153153166
2011-09-22,0.009037505648440972
2011-09-23,-0.01925660546350197
2011-09-26,-0.02237442922374427
2011-09-27,-0.031760859411490004
2011-09-28,0.015918958031837897
2011-09-29,-0.009021842355175643
2011-09-30,-0.03114518447532341
2011-10-10,0.007912957467853608
2011-10-11,0.0039254170755642775
2011-10-12,0.003910068426197458
2011-10-13,0.00438169425511196
2011-10-14,-0.0009694619486184864
2011-10-17,-0.0019408054342552755
2011-10-18,-0.019931939718035956
2011-10-19,-0.014384920634920554
2011-10-20,-0.002516356316054524
2011-10-21,-0.04641775983854685
2011-10-24,0.015343915343915389
2011-10-25,0.021886399166232376
2011-10-26,0.00356960734319239
2011-10-27,0.0
2011-10-28,0.0020325203252030623
2011-10-31,0.004056795131845967
2011-11-01,-0.01010101010101016
2011-11-02,-0.002551020408163312
2011-11-03,-0.004092071611253196
2011-11-04,-0.00616332819722631
2011-11-07,0.016537467700258265
2011-11-08,-0.0025419420437213236
2011-11-09,0.008154943934760192
2011-11-10,0.0005055611729019054
2011-11-11,-0.0166750884284991
2011-11-14,0.04779033915724567
2011-11-15,-0.004904364884747394
2011-11-16,0.00443568260226711
2011-11-17,-0.011285574092247314
2011-11-18,0.003970223325062034
2011-11-21,-0.006920415224913646
2011-11-22,-0.007964161274265804
2011-11-23,-0.0015052684395382133
2011-11-24,-0.008542713567839302
2011-11-25,-0.0005068423720222852
2011-11-28,-0.0045638945233265555
2011-11-29,0.0
2011-11-30,0.004584819154355562
2011-12-01,0.00608519269776895
2011-12-02,0.011088709677419257
2011-12-05,-0.005483549351944367
2011-12-06,0.0025062656641604473
2011-12-07,-0.012999999999999968
2011-12-08,0.0025329280648428796
2011-12-09,-0.005558362809499449
2011-12-12,0.0010050251256280302
2011-12-13,-0.017068273092369364
2011-12-14,0.0015321756894790199
2011-12-15,-0.006119326874043821
2011-12-16,-0.011800923550538727
2011-12-19,0.021806853582554332
2011-12-20,0.0
2011-12-21,0.003048780487805053
2011-12-22,0.001519756838905735
2011-12-23,0.0
2011-12-26,-0.004046535154274089
2011-12-27,-0.006602336211274797
2011-12-28,0.0
2011-12-29,0.013803680981594985
2011-12-30,0.0005042864346949777
2012-01-04,0.008064516129032256
2012-01-05,-0.0049999999999999515
2012-01-06,0.004522613065326766
2012-01-09,0.01750875437718842
2012-01-10,-0.0004916420845625077
2012-01-11,0.0024594195769800558
2012-01-12,0.012757605495583609
2012-01-13,0.0009689922480622734
2012-01-16,-0.01210067763794785
2012-01-17,0.0019598236158746016
2012-01-18,0.009779951100244526
2012-01-19,-0.0004842615012108432
2012-01-20,0.0038759689922481222
2012-01-30,-0.0004826254826253087
2012-01-31,0.008208594881699605
2012-02-01,0.0033524904214560503
2012-02-02,-0.007159904534606374
2012-02-03,0.0009615384615384763
2012-02-06,0.0009606147934678342
2012-02-07,0.01295585412667936
2012-02-08,-0.009000473709142667
2012-02-09,0.00908221797323144
2012-02-10,-0.013263855992420621
2012-02-13,-0.0038406144983196703
2012-02-14,-0.0019277108433734028
2012-02-15,-0.0038628681796234296
2012-02-16,-0.0014541929229278583
2012-02-17,-0.007281553398058182
2012-02-20,-0.0009779951100245875
2012-02-21,0.003426333822809708
2012-02-22,0.005365853658536729
2012-02-23,0.002911208151382625
2012-02-24,-0.0009675858732461443
2012-02-27,0.0
2012-02-28,0.0077481840193704575
2012-02-29,0.0019221528111483953
2012-03-01,0.002877697841726663
2012-03-02,-0.008608321377331434
2012-03-05,0.00820067534973463
2012-03-06,-0.011483253588516564
2012-03-07,-0.0009680542110360754
2012-03-08,-0.01017441860465114
2012-03-09,0.004894762604013659
2012-03-12,0.006332196785192683
2012-03-13,-0.005808325266214997
2012-03-14,0.0034079844206427617
2012-03-15,-0.014070839398350347
2012-03-16,-0.005413385826771798
2012-03-19,-0.0014844136566056017
2012-03-20,-0.005450941526263649
2012-03-21,0.0084703537618334
2012-03-22,0.006916996047431186
2012-03-23,0.0
2012-03-26,0.004416094210009696
2012-03-27,-0.0014655593551539674
2012-03-28,-0.0009784735812133224
2012-03-29,-0.007345739471106565
2012-03-30,-0.000986679822397647
2012-04-05,0.000493827160493649
2012-04-06,-0.0029615004935833376
2012-04-09,-0.005445544554455343
2012-04-10,-0.0049776007964160785
2012-04-11,0.0015007503751873032
2012-04-12,0.002497502497502599
2012-04-13,-0.006477329347284542
2012-04-16,-0.007021063189568689
2012-04-17,-0.00382409177820277
2012-04-18,-0.0009596928982723539
2012-04-19,-0.012007684918347732
2012-04-20,-0.0009722897423432741
2012-04-23,0.00048661800486614353
2012-04-24,-0.022373540856031125
2012-04-25,0.0019900497512437636
2012-04-26,0.002482621648460983
2012-04-27,0.0004952947003465379
2012-05-02,-0.00544554455445543
2012-05-03,-0.001493280238924858
2012-05-04,-0.005982053838484494
2012-05-07,0.003009027081243638
2012-05-08,-0.0014999999999998877
2012-05-09,-0.01452178267401112
2012-05-10,0.0025406504065042784
2012-05-11,0.003547896604155975
2012-05-14,-0.0045454545454547395
2012-05-15,-0.0350076103500759
2012-05-16,-0.0026288117770768425
2012-05-17,-0.014760147601475886
2012-05-18,0.007490636704119571
2012-05-21,-0.00743494423791794
2012-05-22,0.008025682182985518
2012-05-23,0.0
2012-05-24,-0.013800424628450195
2012-05-25,0.0026910656620022363
2012-05-28,0.0021470746108427077
2012-05-29,0.008569898232458273
2012-05-30,0.0015932023366969225
2012-05-31,-0.0063626723223753415
2012-06-01,-0.0037353255069370356
2012-06-04,-0.004284949116229349
2012-06-05,-0.036578805809575
2012-06-06,0.007816862088218877
2012-06-07,0.006094182825484601
2012-06-08,-0.002202643171806003
2012-06-11,-0.014900662251655681
2012-06-12,0.00896358543417374
2012-06-13,-0.025541365907828833
2012-06-14,-0.005128205128205347
2012-06-15,-0.008018327605956325
2012-06-18,0.008660508083140839
2012-06-19,0.0011448196908985975
2012-06-20,-0.000571755288736378
2012-06-21,0.009725400457665932
2012-06-25,-0.018696883852691165
2012-06-26,-0.019630484988452712
2012-06-27,-0.004122497055359249
2012-06-28,-0.0070963926670610045
2012-06-29,-0.011316259678379929
2012-07-02,0.004216867469879521
2012-07-03,0.029394121175764867
2012-07-04,0.008741258741258704
2012-07-05,0.012131715771230511
2012-07-06,0.010844748858447734
2012-07-09,-0.005081874647092254
2012-07-10,-0.01305334846765047
2012-07-11,-0.002875215641173025
2012-07-12,-0.004613610149942289
2012-07-13,0.030706836616454226
2012-07-16,0.0016863406408094658
2012-07-17,-0.029741863075196405
2012-07-18,-0.018507807981492333
2012-07-19,0.005235602094240953
2012-07-20,0.0
2012-07-23,-0.03703703703703704
2012-07-24,-0.04026442307692302
2012-07-25,0.013149655604257992
2012-07-26,-0.03399258343634137
2012-07-27,0.011516314779270889
2012-07-30,0.01201771030993031
2012-07-31,-0.0249999999999999
2012-08-01,0.00448717948717949
2012-08-02,0.010848755583918249
2012-08-03,0.003787878787878815
2012-08-06,-0.013836477987421368
2012-08-07,-0.001913265306122548
2012-08-08,0.002555910543131066
2012-08-09,0.005098789037603548
2012-08-10,0.00507292327203549
2012-08-13,-0.001892744479495028
2012-08-14,-0.012642225031605763
2012-08-15,-0.03201024327784891
2012-08-16,0.004629629629629633
2012-08-17,-0.0013166556945358294
2012-08-20,0.0046143704680290075
2012-08-21,-0.001968503937007976
2012-08-22,-0.020381328073635706
2012-08-23,-0.0006711409395972901
2012-08-24,0.006044325050369328
2012-08-27,-0.014018691588784878
2012-08-28,0.0006770480704127922
2012-08-29,-0.023004059539918853
2012-08-30,-0.01869806094182811
2012-08-31,-0.01129146083274519
2012-09-03,-0.0035688793718772873
2012-09-04,-0.010028653295128946
2012-09-05,-0.03545586107091175
2012-09-06,-0.027756939234808663
2012-09-07,0.013888888888888779
2012-09-10,0.033485540334855166
2012-09-11,0.043446244477172664
2012-09-12,0.0028228652081862026
2012-09-13,0.0218156228008446
2012-09-14,-0.008953168044077166
2012-09-17,0.00694927032661563
2012-09-18,-0.006901311249137262
2012-09-19,0.022237665045170166
2012-09-20,-0.0033990482664854388
2012-09-21,-0.024556616643929052
2012-09-24,0.0020979020979022068
2012-09-25,0.007676203768318112
2012-09-26,0.0013850415512466712
2012-09-27,-0.005532503457814638
2012-09-28,0.01251738525730171
2012-10-08,0.006181318681318633
2012-10-09,0.002730375426621241
2012-10-10,0.038121170864533725
2012-10-11,0.011147540983606489
2012-10-12,-0.009727626459143952
2012-10-15,0.01833660772757059
2012-10-16,-0.016720257234726917
2012-10-17,0.013734466971877055
2012-10-18,0.012258064516129092
2012-10-19,0.008922880815806252
2012-10-22,-0.01768793430195815
2012-10-23,0.011575562700964366
2012-10-24,-0.02161474888747603
2012-10-25,0.006497725795971339
2012-10-26,-0.0018461538461538713
2012-10-29,-0.008014796547472308
2012-10-30,-0.027346177750155284
2012-10-31,0.0006389776357826963
2012-11-01,0.007662835249042071
2012-11-02,0.010773130544993691
2012-11-05,-0.0006269592476490291
2012-11-06,-0.004391468005018646
2012-11-07,-0.004410838059231255
2012-11-08,-0.018354430379746788
2012-11-09,-0.0032237266279820515
2012-11-12,0.009055627425614492
2012-11-13,0.010256410256410336
2012-11-14,-0.005076142131979824
2012-11-15,-0.0006377551020407653
2012-11-16,0.003828972559030046
2012-11-19,0.009535918626827669
2012-11-20,-0.013853904282115822
2012-11-21,0.002554278416347357
2012-11-22,0.014649681528662322
2012-11-23,-0.0037664783427494046
2012-11-26,0.0006301197227472715
2012-11-27,-0.010705289672544109
2012-11-28,-0.0019096117122851949
2012-11-29,-0.007653061224489722
2012-11-30,-0.014781491002570776
2012-12-03,-0.0032615786040440966
2012-12-04,0.021596858638743194
2012-12-05,0.001281229980781628
