underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
L,2010-01-04,L1005,13303.659407664949,13340.614017130685,13403.964776214803,13250.867108428183,0,190792.0,13192.795579267742,13340.614017130685,13140.003280030976,90050.0,13667.926272398632,12617.359517586996,12600.0
L,2010-01-05,L1005,13430.360925833187,13367.010166749069,13456.75707545157,13324.776327359656,0,158990.0,13340.614017130685,13377.568626596421,13340.614017130685,84230.0,13879.095469345695,12807.411794839352,12720.0
L,2010-01-06,L1005,13356.451706901715,13308.938637588626,13409.24400613848,13261.425568275537,0,257520.0,13367.010166749069,13335.334787207008,13377.568626596421,84866.0,13916.050078811431,12844.366404305089,12650.0
L,2010-01-07,L1005,13414.523236062158,12918.27562323656,13557.062444001425,12670.151816823762,0,326148.0,13308.938637588626,13155.840969802006,13335.334787207008,66252.0,13873.816239422018,12670.151816823762,12705.0
L,2010-01-08,L1005,12986.905612244354,12854.924864152441,13055.535601252152,12712.385656213173,0,251674.0,12918.27562323656,12886.6002436945,13155.840969802006,57566.0,13683.763962169662,12633.197207358025,12300.0
L,2010-01-11,L1005,12997.464072091709,13187.516349344065,13192.795579267742,12997.464072091709,0,194252.0,12854.924864152441,13118.88636033627,12886.6002436945,63628.0,13403.964776214803,12374.514941097874,12310.0
L,2010-01-12,L1005,13108.327900488915,12939.392542931266,13140.003280030976,12912.996393312884,0,179180.0,13187.516349344065,12992.184842168032,13118.88636033627,58786.0,13646.809352703925,12596.24259789229,12415.0
L,2010-01-13,L1005,12664.872586900085,12422.028010410962,12664.872586900085,12395.63186079258,0,158518.0,12939.392542931266,12501.21645926611,12992.184842168032,52806.0,13514.828604612012,12395.63186079258,11995.0
L,2010-01-14,L1005,12564.56721835023,12738.781805831557,12828.528714534059,12511.774919113464,0,334574.0,12422.028010410962,12696.547966442144,12501.21645926611,64460.0,13002.743302015386,12004.968846440514,11900.0
L,2010-01-15,L1005,12707.106426289498,12501.21645926611,12728.223345984203,12427.30724033464,0,212622.0,12738.781805831557,12564.56721835023,12696.547966442144,57490.0,13208.633269038772,12189.741893769193,12035.0
L,2010-01-18,L1005,12337.560331632138,12654.314127052732,12712.385656213173,12332.28110170846,0,378828.0,12501.21645926611,12617.359517586996,12564.56721835023,73890.0,13071.373291023181,12063.040375600956,11685.0
L,2010-01-19,L1005,12701.82719636582,12670.151816823762,12749.34026567891,12585.684138044937,0,268256.0,12654.314127052732,12659.593356976407,12617.359517586996,74398.0,13124.165590259947,12115.832674837722,12030.0
L,2010-01-20,L1005,12775.736415297293,12775.736415297293,12886.6002436945,12670.151816823762,0,353290.0,12670.151816823762,12786.294875144646,12659.593356976407,73472.0,13166.399429649358,12158.066514227134,12100.0
L,2010-01-21,L1005,12775.736415297293,13023.86022171009,13023.86022171009,12738.781805831557,0,366340.0,12775.736415297293,12912.996393312884,12786.294875144646,81580.0,13298.380177741272,12279.488802471695,12100.0
L,2010-01-22,L1005,12812.69102476303,12744.061035755232,13002.743302015386,12585.684138044937,0,429676.0,13023.86022171009,12796.853334991998,12912.996393312884,65192.0,13430.360925833187,12400.911090716256,12135.0
