date,Tr
2010-01-04,
2010-01-05,131.98074809191348
2010-01-06,147.81843786294485
2010-01-07,886.9106271776618
2010-01-08,343.14994503898015
2010-01-11,337.870715115303
2010-01-12,274.5199560311794
2010-01-13,543.7606821386853
2010-01-14,406.50070412309833
2010-01-15,311.4745654969156
2010-01-18,380.1045545047109
2010-01-19,163.65612763397257
2010-01-20,216.44842687073833
2010-01-21,285.07841587853545
2010-01-22,438.1760836651538
2010-01-25,200.61073709970879
2010-01-26,290.35764580221075
2010-01-27,327.31225526794697
2010-01-28,258.68226626015166
2010-01-29,147.81843786294485
2010-02-01,263.9614961838288
2010-02-02,475.13069313089
2010-02-03,300.916105649565
2010-02-04,163.6561276339744
2010-02-05,358.98763481000606
2010-02-08,205.8899670233841
2010-02-09,258.68226626015166
2010-02-10,184.77304732867924
2010-02-11,158.37689771029545
2010-02-12,195.33150717603348
2010-02-22,559.598371909713
2010-02-23,147.81843786294303
2010-02-24,147.81843786294303
2010-02-25,327.31225526794515
2010-02-26,142.53920793926773
2010-03-01,232.28611664176788
2010-03-02,306.1953355732403
2010-03-03,121.42228824456288
2010-03-04,348.42917496265727
2010-03-05,116.14305832088394
2010-03-08,300.916105649565
2010-03-09,126.70151816823636
2010-03-10,190.05227725235818
2010-03-11,364.266864733685
2010-03-12,179.49381740500212
2010-03-15,448.734543512508
2010-03-16,174.21458748132682
2010-03-17,348.4291749626518
2010-03-18,258.68226626014985
2010-03-19,205.8899670233859
2010-03-22,237.565346565445
2010-03-23,190.05227725235636
2010-03-24,242.8445764891203
2010-03-25,121.42228824456288
2010-03-26,95.02613862617909
2010-03-29,144.56196255797477
2010-03-30,273.6351434133012
2010-03-31,180.7024531974639
2010-04-01,144.56196255797113
2010-04-02,154.8878170263979
2010-04-06,320.1014885212244
2010-04-07,77.44390851319804
2010-04-08,154.88781702639608
2010-04-09,118.74732638690875
2010-04-12,165.21367149482649
2010-04-13,92.9326902158391
2010-04-14,191.02830766589068
2010-04-15,108.42147191848017
2010-04-16,129.07318085533188
2010-04-19,351.07905192650105
2010-04-20,165.21367149482467
2010-04-21,108.42147191847471
2010-04-22,144.56196255797295
2010-04-23,82.60683574741051
2010-04-26,139.39903532375865
2010-04-27,242.65758000801907
2010-04-28,196.19123490010315
2010-04-29,144.56196255797113
2010-04-30,123.91025362111941
2010-05-04,129.07318085533188
2010-05-05,201.35416213431745
2010-05-06,113.58439915269082
2010-05-07,356.24197916071535
2010-05-10,160.0507442606122
2010-05-11,247.82050724223882
2010-05-12,206.51708936853174
2010-05-13,201.35416213431563
2010-05-14,232.33172553959594
2010-05-17,495.6410144844758
2010-05-18,278.7980706475173
2010-05-19,392.3824698002081
2010-05-20,222.00587107117462
2010-05-21,247.820507242237
2010-05-24,232.33172553959776
2010-05-25,247.820507242237
