date,FCT_Close_1_1_1
2010-04-16,
2010-04-19,
2010-04-20,
2010-04-21,-0.06388335870710851
2010-04-22,0.005379370738725157
2010-04-23,0.016362844521868945
2010-04-26,-0.00948824681684623
2010-04-27,-0.004635065817934615
2010-04-28,-0.0004967093008816308
2010-04-29,-0.025096285252826353
2010-04-30,-0.0031222123104371674
2010-05-04,-0.014445509747523112
2010-05-05,0.007523185680005129
2010-05-06,-0.009848728677180531
2010-05-07,0.0
2010-05-10,-0.03543102327395657
2010-05-11,-0.023522275392599643
2010-05-12,0.007040309221424659
2010-05-13,-0.03989033584647022
2010-05-14,0.012350085665334062
2010-05-17,0.020590931528101014
2010-05-18,-0.011055068057762732
2010-05-19,-0.05016418640396839
2010-05-20,0.03232441962973851
2010-05-21,-0.009109023626530053
2010-05-24,-0.007756391841425023
2010-05-25,0.013679791546033637
2010-05-26,0.03605855051767231
2010-05-27,-0.03059958649207445
2010-05-28,0.009384331010948382
2010-05-31,0.021763628680095907
2010-06-01,-0.012476735369132238
2010-06-02,-0.025547954767555506
2010-06-03,-0.010744985673352483
2010-06-04,0.005213613323678537
2010-06-07,-0.010229073620515875
2010-06-08,0.004730713245997259
2010-06-09,-0.01984788120246297
2010-06-10,0.006725297465080193
2010-06-11,0.023638232271325922
2010-06-17,-0.006884681583476821
2010-06-18,-0.0013720392836511965
2010-06-21,-0.007809675319979736
2010-06-22,-0.016071816404836035
2010-06-23,0.03185931866676503
2010-06-24,-0.0025670279520822784
2010-06-25,-0.011581355447526564
2010-06-28,0.002097497468537703
2010-06-29,-0.006207145434861109
2010-06-30,-0.00443024184762874
2010-07-01,-0.051502772103880906
2010-07-02,-0.008229503153360981
2010-07-05,-0.013105854982551467
2010-07-06,0.0003143171460002707
2010-07-07,-0.006048703849175193
2010-07-08,0.013435548881688176
2010-07-09,0.00148171254776593
2010-07-12,0.0002336084722004255
2010-07-13,0.03152977812378362
2010-07-14,0.00399999999999992
2010-07-15,-0.013004585431857524
2010-07-16,0.007996953541508067
2010-07-19,-0.016499660965870352
2010-07-20,0.0037536387314232524
2010-07-21,0.02938258414103641
2010-07-22,0.01794187425860024
2010-07-23,-0.000582665695557116
2010-07-26,0.014575134819996971
2010-07-27,-0.0002873150409423647
2010-07-28,0.004742060640896786
2010-07-29,-0.006721967963386796
2010-07-30,0.03938084953203736
2010-08-02,-0.003671122809447859
2010-08-03,-0.001877085650723038
2010-08-04,0.01915441944695972
2010-08-05,-0.023783488244942575
2010-08-06,0.005950714085690293
2010-08-09,-0.009534414364256514
2010-08-10,0.02585722315907814
2010-08-11,-0.002397260273972561
2010-08-12,-0.026089941640920097
2010-08-13,0.0008459640465281003
2010-08-16,-0.004437557230400711
2010-08-17,0.009975944530918292
2010-08-18,0.025429071803852808
2010-08-19,0.006626588331739394
2010-08-20,-0.00026999662504235115
2010-08-23,0.006549186415502114
2010-08-24,-0.02005634558626232
2010-08-25,-0.0055445273461565674
2010-08-26,0.0028909691629956827
2010-08-27,-0.01976664378860669
2010-08-30,0.0032908556224618586
2010-08-31,0.00237281038453477
2010-09-01,0.020051521269929644
2010-09-02,-0.0067572179373421295
2010-09-03,-0.006940626717977042
2010-09-06,0.013493875856342133
2010-09-07,0.0012972825344805226
2010-09-08,0.020184111830889855
2010-09-09,0.0014704899405120425
2010-09-10,-0.00046719615564315344
2010-09-13,-0.015892094017094037
2010-09-14,-0.0023748134075179746
2010-09-15,0.009113786302115335
2010-09-16,-0.00020219720967843468
2010-09-17,-0.015774571929351656
2010-09-20,-0.017945205479452126
2010-09-21,0.00034748766418798424
2010-09-27,-0.0020147283590385306
2010-09-28,-0.0005569091541941614
2010-09-29,0.011353346799470596
2010-09-30,-0.0043388429752065985
