underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
IF,2010-04-16,IF1005,3450.0,3415.6,3488.0,3413.2,0,48988.0,3399.0,3431.2,3399.0,2702.0,4078.8,2719.2,3450.0
IF,2010-04-19,IF1005,3396.0,3197.4,3398.0,3166.2,0,109733.0,3415.6,3201.2,3431.2,3954.0,3774.2,3088.2,3396.0
IF,2010-04-20,IF1005,3209.2,3214.6,3240.0,3168.8,0,141862.0,3197.4,3216.6,3201.2,4496.0,3521.2,2881.2,3209.2
IF,2010-04-21,IF1005,3215.0,3267.2,3281.2,3208.0,0,114531.0,3214.6,3266.0,3216.6,5062.0,3538.2,2895.0,3215.0
IF,2010-04-22,IF1005,3260.2,3236.2,3274.4,3211.0,0,133247.0,3267.2,3240.0,3266.0,5383.0,3592.6,2939.4,3260.2
IF,2010-04-23,IF1005,3241.0,3221.2,3266.0,3221.0,0,116981.0,3236.2,3235.6,3240.0,5808.0,3564.0,2916.0,3241.0
IF,2010-04-26,IF1005,3243.0,3219.6,3252.0,3211.8,0,112229.0,3221.2,3224.8,3235.6,7079.0,3559.0,2912.2,3243.0
IF,2010-04-27,IF1005,3201.2,3138.8,3205.0,3107.6,0,139961.0,3219.6,3121.8,3224.8,7386.0,3547.2,2902.4,3201.2
IF,2010-04-28,IF1005,3101.6,3129.0,3142.6,3094.2,0,128530.0,3138.8,3132.8,3121.8,7092.0,3433.8,2809.8,3101.6
IF,2010-04-29,IF1005,3141.0,3083.8,3157.6,3082.2,0,116254.0,3129.0,3114.4,3132.8,8705.0,3446.0,2819.6,3141.0
IF,2010-04-30,IF1005,3103.0,3107.0,3119.6,3043.0,0,184157.0,3083.8,3089.8,3114.4,8297.0,3425.8,2803.0,3103.0
IF,2010-05-04,IF1005,3079.8,3076.4,3094.4,3060.8,0,150123.0,3107.0,3069.4,3089.8,8261.0,3398.6,2781.0,3079.8
IF,2010-05-05,IF1005,3046.4,3076.4,3087.0,3031.0,0,145542.0,3076.4,3078.6,3069.4,9600.0,3376.2,2762.6,3046.4
IF,2010-05-06,IF1005,3078.6,2967.4,3083.4,2953.6,0,170221.0,3076.4,2972.6,3078.6,10150.0,3386.4,2770.8,3078.6
IF,2010-05-07,IF1005,2928.0,2897.6,2959.8,2862.2,0,240106.0,2967.4,2896.0,2972.6,8282.0,3269.8,2675.4,2928.0
IF,2010-05-10,IF1005,2910.0,2918.0,2931.0,2870.0,0,201919.0,2897.6,2912.0,2896.0,9873.0,3185.6,2606.4,2910.0
IF,2010-05-11,IF1005,2949.0,2801.6,2957.8,2797.2,0,224626.0,2918.0,2816.4,2912.0,8987.0,3203.2,2620.8,2949.0
IF,2010-05-12,IF1005,2809.0,2836.2,2855.0,2782.0,0,273131.0,2801.6,2829.2,2816.4,8144.0,3098.0,2534.8,2809.0
IF,2010-05-13,IF1005,2847.8,2894.6,2915.6,2823.0,0,217422.0,2836.2,2902.8,2829.2,8276.0,3112.0,2546.4,2847.8
IF,2010-05-14,IF1005,2880.0,2862.6,2894.8,2850.4,0,185453.0,2894.6,2861.2,2902.8,6237.0,3193.0,2612.6,2880.0
IF,2010-05-17,IF1005,2840.0,2719.0,2840.2,2708.0,0,117625.0,2862.6,2727.6,2861.2,4126.0,3147.2,2575.2,2840.0
IF,2010-05-18,IF1006,2708.4132383191304,2806.890096973259,2844.4431384072877,2705.017484572436,0,261582.0,2719.0,2814.6803555686156,2725.791507493388,11428.0,2998.2508081104907,2453.3322068762855,2711.8
IF,2010-05-19,IF1006,2775.7290625918304,2781.3220687628564,2855.429400528945,2730.785263003232,0,340531.0,2806.890096973259,2794.505583308845,2814.6803555686156,12817.0,3096.128416103438,2533.232295033794,2779.2
IF,2010-05-20,IF1006,2797.5018366147515,2759.749044960329,2841.2471348809872,2738.775271818983,0,293133.0,2781.3220687628564,2757.7515427563912,2794.505583308845,14774.0,3073.9561416397296,2515.0550249779603,2801.0
IF,2010-05-21,IF1006,2698.6254775198354,2797.5018366147515,2799.2995885982955,2673.656699970614,0,307325.0,2759.749044960329,2785.5168233911254,2757.7515427563912,13329.0,3033.406846899794,2482.096238612988,2702.0
IF,2010-05-24,IF1006,2810.4856009403466,2898.3756979136056,2929.7364825154277,2804.4930943285335,0,300512.0,2797.5018366147515,2904.9674551865996,2785.5168233911254,15770.0,3063.968630620041,2507.0650161622098,2814.0
IF,2010-05-25,IF1006,2876.403173670291,2809.6866000587715,2885.591683808404,2807.48934763444,0,288927.0,2898.3756979136056,2830.061122538936,2904.9674551865996,15644.0,3195.404275639142,2614.5306347340584,2880.0
IF,2010-05-26,IF1006,2842.6453864237433,2836.053629150749,2875.2046723479284,2814.0811049074346,0,326246.0,2809.6866000587715,2825.4668674698796,2830.061122538936,15219.0,3112.907434616515,2547.2148104613575,2846.2
IF,2010-05-27,IF1006,2821.471863062004,2897.7764472524245,2906.1659565089626,2786.5155744930944,0,325500.0,2836.053629150749,2892.78269174258,2825.4668674698796,16397.0,3107.9136791066708,2543.020055833088,2825.0
IF,2010-05-28,IF1006,2926.3407287687332,2861.621657361152,2938.32574199236,2849.436893917132,0,306690.0,2897.7764472524245,2866.215912430209,2892.78269174258,16764.0,3182.0210108727592,2603.544372612401,2930.0
IF,2010-05-31,IF1006,2846.4406406112253,2788.513076697032,2895.1796943873055,2782.7203203056124,0,337678.0,2861.621657361152,2808.2883485160155,2866.215912430209,18662.0,3152.657728474875,2579.774096385542,2850.0
IF,2010-06-01,IF1006,2776.528063473406,2758.5505436379663,2817.077358213341,2728.588010578901,0,420130.0,2788.513076697032,2757.1522920952098,2808.2883485160155,17746.0,3088.9374081692627,2527.6392888627684,2780.0
IF,2010-06-02,IF1006,2754.555539230091,2772.932559506318,2777.9263150161623,2714.8052453717305,0,343923.0,2758.5505436379663,2758.5505436379663,2757.1522920952098,18691.0,3032.807596238613,2481.496987951807,2758.0
IF,2010-06-03,IF1006,2796.303335292389,2744.5680282104026,2803.4943432265645,2737.5767704966206,0,342961.0,2772.932559506318,2759.3495445195417,2758.5505436379663,18712.0,3034.405598001763,2482.69548927417,2799.8
