date,Tr
2010-01-04,
2010-01-05,21.097647160516317
2010-01-06,57.74092907088698
2010-01-07,159.89795742707156
2010-01-08,64.40334396368144
2010-01-11,39.97448935676766
2010-01-12,48.85770921382709
2010-01-13,105.48823580258158
2010-01-14,32.20167198184072
2010-01-15,38.86408687463518
2010-01-18,25.53925708904626
2010-01-19,21.09764716051677
2010-01-20,55.52012410662246
2010-01-21,32.20167198184072
2010-01-22,52.18891666022455
2010-01-25,19.98724467838474
2010-01-26,32.20167198184072
2010-01-27,19.987244678384286
2010-01-28,55.520124106622006
2010-01-29,36.64328191037066
2010-02-01,79.94897871353578
2010-02-02,62.18253899941692
2010-02-03,48.85770921382709
2010-02-04,56.63052658875449
2010-02-05,52.18891666022455
2010-02-08,32.20167198184117
2010-02-09,22.208049642648803
2010-02-10,43.30569680316512
2010-02-11,58.85133155301946
2010-02-12,21.097647160515862
2010-02-22,48.85770921382755
2010-02-23,72.17616133860884
2010-02-24,23.318452124781288
2010-02-25,44.41609928529715
2010-02-26,27.760062053310776
2010-03-01,47.74730673169506
2010-03-02,37.75368439250269
2010-03-03,21.097647160516317
2010-03-04,59.96173403515195
2010-03-05,34.42247694610569
2010-03-08,28.870464535443716
2010-03-09,25.53925708904626
2010-03-10,14.435232267721858
2010-03-11,54.409721624489976
2010-03-12,51.078514178092064
2010-03-15,19.98724467838383
2010-03-16,52.18891666022455
2010-03-17,19.987244678384286
2010-03-18,28.870464535443716
2010-03-19,58.85133155301901
2010-03-22,19.98724467838383
2010-03-23,26.649659571178745
2010-03-24,25.53925708904626
2010-03-25,22.208049642648803
2010-03-26,31.091269499708233
2010-03-29,26.649659571178745
2010-03-30,37.753684392503146
2010-03-31,17.76643971411977
2010-04-01,53.29931914235749
2010-04-02,14.435232267721858
2010-04-06,22.208049642648803
2010-04-07,21.097647160516317
2010-04-08,22.208049642648348
2010-04-09,9.993622339191916
2010-04-12,28.87046453544326
2010-04-13,24.428854606913774
2010-04-14,19.98724467838383
2010-04-15,11.104024821324401
2010-04-16,28.87046453544417
2010-04-19,44.416099285297605
2010-04-20,39.97448935676766
2010-04-21,16.656037231987284
2010-04-22,14.435232267721858
2010-04-23,35.532879428238175
2010-04-26,16.65603723198683
2010-04-27,19.98724467838383
2010-04-28,41.08489183890015
2010-04-29,9.993622339191916
2010-04-30,39.97448935676766
2010-05-04,32.20167198184117
2010-05-05,35.265165953093856
2010-05-06,56.203858237743134
2010-05-07,55.10182180170932
2010-05-10,51.795712493606516
2010-05-11,22.040728720683546
2010-05-12,42.979421005332824
2010-05-13,18.734619412581196
2010-05-14,39.67331169723093
2010-05-17,68.32625903411918
2010-05-18,35.265165953093856
2010-05-19,33.061093081025774
2010-05-20,30.857020208956783
2010-05-21,47.3875667494699
2010-05-24,25.346838028785896
2010-05-25,37.46923882516194
2010-05-26,18.734619412581196
2010-05-27,17.632582976546928
2010-05-28,29.75498377292297
2010-05-31,36.367202389128124
