date,FCT_Cr_1
2020-06-22,
2020-06-23,0.019238168526356292
2020-06-24,-0.01736504341260853
2020-06-29,-0.03419131771033423
2020-06-30,0.007955449482895784
2020-07-01,0.00749802683504341
2020-07-02,0.0
2020-07-03,0.01410105757931845
2020-07-06,0.004634994206257242
2020-07-07,-0.010380622837370242
2020-07-08,-0.001554001554001554
2020-07-09,-0.002723735408560311
2020-07-10,-0.027311744049941473
2020-07-13,0.01965503409546731
2020-07-14,-0.00904799370574351
2020-07-15,0.0003969829297340214
2020-07-16,-0.003968253968253968
2020-07-17,-0.007569721115537849
2020-07-20,-0.01565636290646327
2020-07-21,0.014274061990212071
2020-07-22,0.01648572577402493
2020-07-23,0.023734177215189875
2020-07-24,-0.03168469860896445
2020-07-27,-0.007980845969672785
2020-07-28,0.002413515687851971
2020-07-29,0.006420545746388443
2020-07-30,-0.00518341307814992
2020-07-31,-0.026052104208416832
2020-08-03,-0.0102880658436214
2020-08-04,0.010810810810810811
2020-08-05,0.012751953928424516
2020-08-06,0.004061738424045491
2020-08-07,-0.008090614886731391
2020-08-10,0.010603588907014683
2020-08-11,-0.014124293785310734
2020-08-12,0.02005730659025788
2020-08-13,-0.012439807383627608
2020-08-14,-0.004469727752945957
2020-08-17,0.0
2020-08-18,0.0024489795918367346
2020-08-19,0.0016286644951140066
2020-08-20,0.012195121951219513
2020-08-21,0.0024096385542168677
2020-08-24,-0.01282051282051282
2020-08-25,0.012987012987012988
2020-08-26,0.014423076923076924
2020-08-27,-0.007898894154818325
2020-08-28,-0.014729299363057325
2020-08-31,0.006464646464646465
2020-09-01,-0.005620232838217583
2020-09-02,0.002825999192571659
2020-09-03,-0.03341384863123994
2020-09-04,-0.019991670137442734
2020-09-07,-0.025499362515937103
2020-09-08,-0.002180549498473615
2020-09-09,-0.04807692307692308
2020-09-10,0.018365472910927456
2020-09-11,-0.008115419296663661
2020-09-14,0.017727272727272727
2020-09-15,-0.006699419383653417
2020-09-16,0.01618705035971223
2020-09-17,-0.016814159292035398
2020-09-18,0.04410441044104411
2020-09-21,-0.01163793103448276
2020-09-22,-0.027474923680767552
2020-09-23,-0.0004484304932735426
2020-09-24,-0.0008972633467922835
2020-09-25,0.006286484059272564
2020-09-28,0.008478357875948238
2020-09-29,0.004424778761061947
2020-09-30,-0.02907488986784141
2020-10-09,0.0499092558983666
2020-10-12,0.0056179775280898875
2020-10-13,-0.006446067898581865
2020-10-14,0.004757785467128028
2020-10-15,0.024537236332328884
2020-10-16,-0.004621848739495798
2020-10-19,-0.001266357112705783
2020-10-20,-0.016060862214708368
2020-10-21,0.003006872852233677
2020-10-22,-0.016274089935760173
2020-10-23,0.0060949063996517195
2020-10-26,-0.028991778450887063
2020-10-27,0.0053475935828877
2020-10-28,-0.008865248226950355
2020-10-29,-0.03443649373881932
2020-10-30,-0.05048633626679018
2020-11-02,-0.01707317073170732
2020-11-03,0.04317617866004963
2020-11-04,0.03092293054234063
2020-11-05,0.011998154130133826
2020-11-06,-0.01595987232102143
2020-11-09,0.018072289156626505
2020-11-10,0.032771961766044605
