date,FCT_Demark_Atr_Dfive
2017-12-22,
2017-12-25,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.6199095022624435
2018-01-10,0.7389162561576355
2018-01-11,0.8115384615384615
2018-01-12,0.9233576642335766
2018-01-15,1.0
2018-01-16,0.710382513661202
2018-01-17,0.7464114832535884
2018-01-18,0.4634146341463415
2018-01-19,0.3045977011494253
2018-01-22,0.2621951219512196
2018-01-23,0.2756410256410258
2018-01-24,0.025157232704402427
2018-01-25,0.057692307692307515
2018-01-26,0.05263157894736826
2018-01-29,0.4905660377358491
2018-01-30,0.619047619047619
2018-01-31,0.8658536585365852
2018-02-01,0.8894472361809044
2018-02-02,0.9957264957264956
2018-02-05,0.6121495327102805
2018-02-06,0.6746031746031748
2018-02-07,0.8251599147121536
2018-02-08,0.8583765112262522
2018-02-09,0.853309481216458
2018-02-12,1.0
2018-02-13,1.0
2018-02-14,0.8325242718446602
2018-02-22,0.56
2018-02-23,0.7240143369175627
2018-02-26,0.5821917808219178
2018-02-27,0.6844827586206895
2018-02-28,0.5745296671490593
2018-03-01,0.6497545008183305
2018-03-02,0.27818181818181814
2018-03-05,0.25757575757575757
2018-03-06,0.06567796610169481
2018-03-07,0.10921501706484653
2018-03-08,0.10355987055016189
2018-03-09,0.17486338797814213
2018-03-12,0.7491961414790995
2018-03-13,0.4307036247334755
2018-03-14,0.4170124481327801
2018-03-15,0.4313304721030044
2018-03-16,0.5047619047619049
2018-03-19,0.026066350710900348
2018-03-20,0.04365079365079345
2018-03-21,0.24834437086092712
2018-03-22,0.4173228346456691
2018-03-23,0.5033557046979865
2018-03-26,0.9246031746031744
2018-03-27,1.0
2018-03-28,0.8745519713261648
2018-03-29,0.6611570247933888
2018-03-30,0.30855018587360594
2018-04-02,0.47605633802816916
2018-04-03,0.2625698324022347
2018-04-04,0.5053995680345572
2018-04-09,0.5584725536992838
2018-04-10,0.7155963302752292
2018-04-11,0.4361370716510902
2018-04-12,0.6249263821492266
2018-04-13,0.15227123107307486
2018-04-16,0.12672207751888462
2018-04-17,0.14210209041371755
2018-04-18,0.2126039051653452
2018-04-19,0.018260425560413393
2018-04-20,0.0213733203352749
2018-04-23,0.73927761102696
2018-04-24,0.6849704261665246
2018-04-25,0.6537102473498256
2018-04-26,0.8336380255941497
2018-04-27,0.9372056514913657
2018-05-02,0.7643784786641908
2018-05-03,0.8018348623853192
2018-05-04,0.8739130434782592
2018-05-07,0.49039881831609955
2018-05-08,0.3806104129263903
2018-05-09,0.40075614366729684
2018-05-10,0.37227722772277316
2018-05-11,0.045548654244306284
2018-05-14,0.5354691075514859
2018-05-15,0.6709886547811991
2018-05-16,0.8146718146718135
2018-05-17,0.8535096642929799
2018-05-18,1.0
2018-05-21,0.9383647798742164
2018-05-22,0.7023195876288665
2018-05-23,0.6839945280437759
2018-05-24,0.46730462519936306
2018-05-25,0.3107142857142853
2018-05-28,0.31294964028776767
2018-05-29,0.4360902255639094
2018-05-30,0.0
2018-05-31,0.11610486891385619
2018-06-01,0.1180952380952367
2018-06-04,0.11676082862523383
2018-06-05,0.30078740157480366
2018-06-06,0.5441595441595445
2018-06-07,0.2972350230414754
2018-06-08,0.6219336219336226
2018-06-11,0.674884437596305
2018-06-12,0.5988593155893565
2018-06-13,0.820766378244745
2018-06-14,1.0
2018-06-15,1.0
2018-06-19,1.0
2018-06-20,0.9899569583931155
2018-06-21,0.9800000000000041
2018-06-22,0.9855072463768146
2018-06-25,0.8355387523629502
2018-06-26,0.49882352941175706
2018-06-27,0.36054421768706596
2018-06-28,0.24911032028469718
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-04,0.0
2018-07-05,0.02955665024631769
2018-07-06,0.03108808290156757
2018-07-09,0.024590163934437047
2018-07-10,0.015584415584422341
2018-07-11,0.022922636103155054
2018-07-12,0.005102040816322692
2018-07-13,0.004750593824224434
2018-07-16,0.005167958656326836
2018-07-17,0.5922671353251245
2018-07-18,0.5352559668132901
2018-07-19,0.7142660566322133
2018-07-20,0.8175937802661155
2018-07-23,0.9195480069196081
2018-07-24,0.49075436925075433
2018-07-25,0.6170200500680663
2018-07-26,0.2582490941559458
2018-07-27,0.23715881605871234
2018-07-30,0.17716638795470835
2018-07-31,0.42333333333333895
2018-08-01,0.1989342806394306
2018-08-02,0.5602409638554143
2018-08-03,0.7478632478632452
2018-08-06,0.8650385604113076
2018-08-07,0.8744019138755948
2018-08-08,1.0
2018-08-09,1.0
2018-08-10,0.8780773739742083
2018-08-13,0.5065398335315109
2018-08-14,0.3176178660049644
2018-08-15,0.0769230769230795
2018-08-16,0.1530944625407166
2018-08-17,0.4222222222222226
2018-08-20,0.6758436944937832
2018-08-21,0.771371769383698
2018-08-22,1.0
2018-08-23,1.0
2018-08-24,0.6734892787524331
2018-08-27,0.49823736780258243
2018-08-28,0.419487179487177
2018-08-29,0.26535341830822673
2018-08-30,0.0
2018-08-31,0.06686930091186241
2018-09-03,0.072607260726081
2018-09-04,0.30427631578948
2018-09-05,0.37719298245614596
2018-09-06,0.5748663101604302
2018-09-07,0.4672131147540946
2018-09-10,0.3622881355932249
2018-09-11,0.05736137667304247
2018-09-12,0.06451612903225601
2018-09-13,0.19222462203023122
2018-09-14,0.1783567134268478
