underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
PF,2020-10-12,PF2105,5798.0,5832.0,5832.0,5750.0,0,51327.0,5400.0,5808.0,5400.0,19362.0,5832.0,4968.0,5798.0
PF,2020-10-13,PF2105,5932.0,6042.0,6042.0,5900.0,0,538024.0,5832.0,6008.0,5808.0,77665.0,6042.0,5574.0,5992.0
PF,2020-10-14,PF2105,6054.0,6104.0,6138.0,5992.0,0,309822.0,6042.0,6064.0,6008.0,89404.0,6430.0,5586.0,6040.0
PF,2020-10-15,PF2105,6126.0,6266.0,6270.0,6112.0,0,559919.0,6104.0,6204.0,6064.0,167776.0,6308.0,5820.0,6182.0
PF,2020-10-16,PF2105,6224.0,6454.0,6454.0,6224.0,0,1300979.0,6266.0,6342.0,6204.0,251716.0,6454.0,5954.0,6328.0
PF,2020-10-19,PF2105,6462.0,6596.0,6596.0,6432.0,0,1458246.0,6454.0,6536.0,6342.0,316768.0,6596.0,6088.0,6556.0
PF,2020-10-20,PF2105,6602.0,6564.0,6618.0,6482.0,0,1388290.0,6596.0,6546.0,6536.0,306556.0,6798.0,6274.0,6528.0
PF,2020-10-21,PF2105,6536.0,6500.0,6586.0,6488.0,0,794840.0,6564.0,6536.0,6546.0,288029.0,6808.0,6284.0,6536.0
PF,2020-10-22,PF2105,6530.0,6274.0,6546.0,6274.0,0,1221706.0,6500.0,6372.0,6536.0,224512.0,6798.0,6274.0,6330.0
PF,2020-10-23,PF2105,6252.0,6238.0,6314.0,6214.0,0,646077.0,6274.0,6270.0,6372.0,174759.0,6820.0,5924.0,6268.0
PF,2020-10-26,PF2105,6236.0,6254.0,6326.0,6228.0,0,479646.0,6238.0,6274.0,6270.0,172231.0,6648.0,5892.0,6260.0
PF,2020-10-27,PF2105,6218.0,6144.0,6286.0,6136.0,0,453060.0,6254.0,6212.0,6274.0,170317.0,6652.0,5896.0,6270.0
PF,2020-10-28,PF2105,6150.0,6178.0,6206.0,6126.0,0,356361.0,6144.0,6162.0,6212.0,163360.0,6586.0,5838.0,6146.0
PF,2020-10-29,PF2105,6130.0,6058.0,6176.0,6052.0,0,315482.0,6178.0,6116.0,6162.0,152349.0,6532.0,5792.0,6112.0
PF,2020-10-30,PF2105,6008.0,6016.0,6102.0,5990.0,0,237954.0,6058.0,6044.0,6116.0,138240.0,6484.0,5748.0,6074.0
PF,2020-11-02,PF2105,6010.0,6094.0,6172.0,6008.0,0,380653.0,6016.0,6116.0,6044.0,142514.0,6408.0,5680.0,6094.0
PF,2020-11-03,PF2105,6118.0,6076.0,6162.0,6074.0,0,195213.0,6094.0,6126.0,6116.0,145515.0,6484.0,5748.0,6136.0
PF,2020-11-04,PF2105,6110.0,6066.0,6114.0,6026.0,0,157732.0,6076.0,6080.0,6126.0,139596.0,6494.0,5758.0,6080.0
