date,FCT_Cr_Atr_Dfive
2012-05-10,
2012-05-11,
2012-05-14,
2012-05-15,
2012-05-16,
2012-05-17,
2012-05-18,
2012-05-21,
2012-05-22,
2012-05-23,
2012-05-24,-0.0362214530633372
2012-05-25,-0.011029509710764053
2012-05-28,0.08083929733246582
2012-05-29,0.2797898773834604
2012-05-30,0.17687924801156893
2012-05-31,0.010041174504519391
2012-06-01,-0.09631728045325776
2012-06-04,0.023775532615857728
2012-06-05,-0.021117552732206862
2012-06-06,0.13512684365781716
2012-06-07,0.032731574489531706
2012-06-08,0.2411482530689329
2012-06-11,-0.1352752073068141
2012-06-12,-0.02206688078594362
2012-06-13,-0.2781311062324122
2012-06-14,0.08995679752859916
2012-06-15,-0.313250936329588
2012-06-18,0.15087045321921796
2012-06-19,-0.06923849708659838
2012-06-20,0.1345444924596527
2012-06-21,-0.19144669144669157
2012-06-25,0.1746161421728814
2012-06-26,-0.2631971183703887
2012-06-27,0.13328664799253043
2012-06-28,0.06030473135525256
2012-06-29,0.5668220668220668
2012-07-02,0.004891204413116832
2012-07-03,0.35973523724527756
2012-07-04,-0.051303767580330784
2012-07-05,-0.04128969579209416
2012-07-06,-0.6106782106782106
2012-07-09,0.0030769230769231207
2012-07-10,-0.3846198223145265
2012-07-11,-0.06928446771378691
2012-07-12,-0.005221932114882581
2012-07-13,0.15783040488922842
2012-07-16,-0.01271186440677969
2012-07-17,0.317195459468132
2012-07-18,0.17477477477477477
2012-07-19,-0.06968641114982578
2012-07-20,-0.14890000944197904
2012-07-23,0.039378531073446424
2012-07-24,-0.26310313434776944
2012-07-25,-0.012728827642038351
2012-07-26,0.23148855739654867
2012-07-27,0.34060809238080203
2012-07-30,-0.07799858684793777
2012-07-31,0.3004924626969556
2012-08-01,-0.20064243836080436
2012-08-02,-0.2863696202951636
2012-08-03,-0.3572177650725421
2012-08-06,0.017839097214763483
2012-08-07,-0.4163040438550694
2012-08-08,0.12553342816499716
2012-08-09,0.20403767272393164
2012-08-10,0.2904774606561672
2012-08-13,0.07195436142804187
2012-08-14,0.3625648279113648
2012-08-15,-0.15070505287895902
2012-08-16,-0.129470198675493
2012-08-17,-0.18089190255802517
2012-08-20,-0.03846153846153433
2012-08-21,0.07976190476189361
2012-08-22,0.3697964847363624
2012-08-23,0.9040772532188883
2012-08-24,0.19164230019492756
2012-08-27,0.1745379876796736
2012-08-28,-0.18374125874125025
2012-08-29,-0.23936170212766594
2012-08-30,-1.1539008863758522
2012-08-31,-0.2482216158223663
2012-09-03,-0.1859993057312532
2012-09-04,0.11308908482821237
2012-09-05,-0.039370078740157466
2012-09-06,0.6304247260531395
2012-09-07,0.4556090597344524
2012-09-10,-0.022384835794573118
2012-09-11,-0.12823317640542653
2012-09-12,0.04915800696201664
2012-09-13,-0.5099225791643474
2012-09-14,-0.4410014713253246
2012-09-17,-0.0410437139952578
2012-09-18,0.011980588413709529
2012-09-19,0.19021207177814248
2012-09-20,0.2797230926938764
2012-09-21,-0.06705845163515059
2012-09-24,0.2890179031614989
2012-09-25,0.05190476190476209
2012-09-26,-0.31013986013986294
2012-09-27,-0.20452734316440557
2012-09-28,0.2610769624791903
2012-10-08,-0.07501513209427957
2012-10-09,-0.09663716814159336
2012-10-10,0.09888282449258252
2012-10-11,0.14966653370265026
2012-10-12,-0.11857229280096634
2012-10-15,-0.4574649631509023
2012-10-16,0.05938442088884464
2012-10-17,-0.05175666298285982
2012-10-18,-0.09524839930312898
2012-10-19,0.06777607147842701
2012-10-22,0.39847075428710893
2012-10-23,-0.0027472527472490226
2012-10-24,0.13169501731145722
2012-10-25,0.1628181421849385
2012-10-26,0.19402380529401556
2012-10-29,-0.12327066434325172
2012-10-30,-0.0235294117647088
2012-10-31,-0.11486605763713953
2012-11-01,-0.1741631714247048
2012-11-02,-0.30865838695557163
2012-11-05,0.15699153381674902
2012-11-06,0.000688343345464585
2012-11-07,0.24174329265776345
2012-11-08,-0.0035940565627701065
2012-11-09,-0.10805924624966125
2012-11-12,-0.18180072888405524
2012-11-13,0.04627856841924094
2012-11-14,-0.41438807024138224
2012-11-15,0.01904408227852531
2012-11-16,0.2915727987697105
2012-11-19,0.00931918973990125
2012-11-20,-0.020158811475408215
2012-11-21,0.2580452028139484
2012-11-22,0.08019380083174707
2012-11-23,-0.15443426662655202
2012-11-26,0.05544708712972663
2012-11-27,-0.006483816729720126
2012-11-28,0.015446693146713722
2012-11-29,0.011140512348517491
2012-11-30,-0.03300043421623893
2012-12-03,0.04446472944875573
2012-12-04,0.1647904940587876
2012-12-05,-0.04941303558920238
2012-12-06,0.01693147806151893
2012-12-07,0.08408965551822623
2012-12-10,-0.1172502334267046
2012-12-11,-0.32869411916930846
2012-12-12,-0.11671431198488506
2012-12-13,0.09145867842069223
2012-12-14,0.07518274909579355
2012-12-17,0.2027815448946188
2012-12-18,0.24683285534584168
2012-12-19,0.1324751462352442
2012-12-20,-0.3221423533517643
2012-12-21,-0.06124816980525975
2012-12-24,-0.15162507032560296
2012-12-25,-0.07701407492991855
2012-12-26,-0.06425342132562419
2012-12-27,0.20191879463722306
2012-12-28,-0.10928775661092532
2012-12-31,0.006751628431218751
2013-01-04,0.10771942075248454
2013-01-07,0.23661340898910532
2013-01-08,-0.07093534212177863
2013-01-09,0.05683848255569616
2013-01-10,-0.05175314725234982
2013-01-11,-0.26324446125758055
2013-01-14,-0.285142317644598
2013-01-15,0.12066073041682879
2013-01-16,0.07142746722730603
2013-01-17,0.09467015690587438
2013-01-18,0.11948168007148713
