underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
JM,2013-03-22,JM1307,1300.0,1237.0,1300.0,1235.0,0,828.0,1300.0,1254.0,1300.0,294.0,1404.0,1196.0,1300.0
JM,2013-03-25,JM1309,1245.7868981846882,1228.2131018153118,1255.5501183898973,1221.3788476716654,0,722022.0,1237.0,1236.023677979479,1245.7868981846882,139712.0,1295.5793212312549,1195.9944751381215,1276.0
JM,2013-03-26,JM1309,1225.284135753749,1241.8816101026046,1245.7868981846882,1219.4262036306236,0,835326.0,1228.2131018153118,1235.0473559589582,1236.023677979479,141544.0,1284.8397790055249,1187.2075769534333,1255.0
JM,2013-03-27,JM1309,1248.715864246251,1231.1420678768745,1248.715864246251,1230.1657458563536,0,499234.0,1241.8816101026046,1236.023677979479,1235.0473559589582,126094.0,1283.863456985004,1186.2312549329124,1279.0
JM,2013-03-28,JM1309,1234.0710339384373,1229.1894238358327,1242.8579321231255,1218.4498816101027,0,646266.0,1231.1420678768745,1233.0947119179164,1236.023677979479,99004.0,1284.8397790055249,1187.2075769534333,1264.0
JM,2013-03-29,JM1309,1227.236779794791,1210.6393054459352,1237.976322020521,1201.852407261247,0,734728.0,1229.1894238358327,1222.3551696921863,1233.0947119179164,96024.0,1281.9108129439621,1184.2786108918706,1257.0
JM,2013-04-01,JM1309,1205.7576953433306,1173.5390686661406,1212.591949486977,1173.5390686661406,0,710132.0,1210.6393054459352,1186.2312549329124,1222.3551696921863,155262.0,1271.171270718232,1173.5390686661406,1235.0
JM,2013-04-02,JM1309,1168.657458563536,1198.9234411996842,1201.852407261247,1163.7758484609312,0,1049448.0,1173.5390686661406,1180.373322809787,1186.2312549329124,130106.0,1233.0947119179164,1139.3677979479085,1197.0
JM,2013-04-03,JM1309,1195.9944751381215,1187.2075769534333,1203.8050513022888,1185.2549329123915,0,606564.0,1198.9234411996842,1192.0891870560379,1180.373322809787,103114.0,1238.9526440410418,1121.794001578532,1225.0
JM,2013-04-08,JM1309,1170.6101026045778,1191.112865035517,1194.0418310970797,1168.657458563536,0,555970.0,1187.2075769534333,1182.3259668508288,1192.0891870560379,121180.0,1251.6448303078137,1132.533543804262,1199.0
JM,2013-04-09,JM1309,1193.0655090765588,1194.0418310970797,1202.828729281768,1184.2786108918706,0,551698.0,1191.112865035517,1194.0418310970797,1182.3259668508288,143828.0,1229.1894238358327,1135.4625098658248,1222.0
JM,2013-04-10,JM1309,1195.9944751381215,1186.2312549329124,1197.9471191791633,1182.3259668508288,0,377802.0,1194.0418310970797,1189.1602209944751,1194.0418310970797,133686.0,1240.9052880820836,1147.1783741120757,1225.0
JM,2013-04-11,JM1309,1180.373322809787,1177.4443567482242,1195.9944751381215,1173.5390686661406,0,403510.0,1186.2312549329124,1185.2549329123915,1189.1602209944751,137344.0,1236.023677979479,1142.2967640094712,1209.0
JM,2013-04-12,JM1309,1177.4443567482242,1180.373322809787,1191.112865035517,1174.5153906866615,0,462186.0,1177.4443567482242,1183.3022888713497,1185.2549329123915,137526.0,1232.1183898973954,1138.3914759273875,1206.0
JM,2013-04-15,JM1309,1162.7995264404103,1146.2020520915548,1166.7048145224942,1136.4388318863457,0,442460.0,1180.373322809787,1153.0363062352012,1183.3022888713497,128974.0,1230.1657458563536,1136.4388318863457,1191.0
JM,2013-04-16,JM1309,1132.533543804262,1151.0836621941594,1152.0599842146803,1123.7466456195739,0,326226.0,1146.2020520915548,1142.2967640094712,1153.0363062352012,118742.0,1198.9234411996842,1107.1491712707182,1160.0
JM,2013-04-17,JM1309,1154.0126282557221,1137.4151539068666,1160.8468823993685,1120.8176795580112,0,702122.0,1151.0836621941594,1135.4625098658248,1142.2967640094712,121140.0,1187.2075769534333,1097.385951065509,1182.0
JM,2013-04-18,JM1309,1121.794001578532,1129.6045777426993,1141.3204419889503,1100.3149171270718,0,571028.0,1137.4151539068666,1117.8887134964482,1135.4625098658248,123652.0,1180.373322809787,1090.5516969218627,1149.0
JM,2013-04-19,JM1309,1132.533543804262,1135.4625098658248,1139.3677979479085,1120.8176795580112,0,428568.0,1129.6045777426993,1130.5808997632203,1117.8887134964482,123092.0,1161.8232044198894,1073.9542225730072,1160.0
JM,2013-04-22,JM1309,1133.509865824783,1118.8650355169693,1136.4388318863457,1118.8650355169693,0,273978.0,1135.4625098658248,1122.770323599053,1130.5808997632203,112424.0,1175.4917127071824,1085.6700868192581,1161.0
JM,2013-04-23,JM1309,1123.7466456195739,1107.1491712707182,1125.6992896606157,1102.2675611681136,0,239490.0,1118.8650355169693,1112.0307813733227,1122.770323599053,104430.0,1167.681136543015,1077.8595106550908,1151.0
JM,2013-04-24,JM1309,1107.1491712707182,1117.8887134964482,1130.5808997632203,1102.2675611681136,0,410522.0,1107.1491712707182,1113.9834254143645,1112.0307813733227,98632.0,1155.965272296764,1068.0962904498815,1134.0
JM,2013-04-25,JM1309,1116.9123914759273,1114.9597474348855,1120.8176795580112,1110.078137332281,0,158444.0,1117.8887134964482,1114.9597474348855,1113.9834254143645,87468.0,1157.9179163378058,1070.0489344909233,1144.0
JM,2013-04-26,JM1309,1119.8413575374902,1111.0544593528018,1127.6519337016575,1109.10181531176,0,165514.0,1114.9597474348855,1117.8887134964482,1114.9597474348855,76072.0,1170.6101026045778,1059.3093922651933,1147.0
JM,2013-05-02,JM1309,1096.4096290449882,1092.5043409629045,1096.4096290449882,1075.906866614049,0,111004.0,1111.0544593528018,1091.5280189423836,1117.8887134964482,82206.0,1173.5390686661406,1062.238358326756,1123.0
JM,2013-05-03,JM1309,1101.2912391475927,1102.2675611681136,1111.0544593528018,1097.385951065509,0,182180.0,1092.5043409629045,1102.2675611681136,1091.5280189423836,91990.0,1134.486187845304,1048.5698500394633,1128.0
JM,2013-05-06,JM1309,1119.8413575374902,1113.0071033938436,1121.794001578532,1108.125493291239,0,119430.0,1102.2675611681136,1113.9834254143645,1102.2675611681136,86880.0,1146.2020520915548,1058.3330702446724,1147.0
JM,2013-05-07,JM1309,1108.125493291239,1107.1491712707182,1120.8176795580112,1104.2202052091554,0,108358.0,1113.0071033938436,1111.0544593528018,1113.9834254143645,82130.0,1157.9179163378058,1070.0489344909233,1135.0
JM,2013-05-08,JM1309,1106.1728492501973,1120.8176795580112,1121.794001578532,1105.1965272296763,0,89126.0,1107.1491712707182,1113.0071033938436,1111.0544593528018,85916.0,1154.988950276243,1067.1199684293606,1133.0
JM,2013-05-09,JM1309,1118.8650355169693,1114.9597474348855,1122.770323599053,1111.0544593528018,0,89712.0,1120.8176795580112,1115.9360694554064,1113.0071033938436,83144.0,1156.9415943172849,1069.0726124704024,1146.0
JM,2013-05-10,JM1309,1114.9597474348855,1122.770323599053,1125.6992896606157,1110.078137332281,0,87178.0,1114.9597474348855,1116.9123914759273,1115.9360694554064,81344.0,1159.8705603788476,1072.0015785319654,1142.0
JM,2013-05-13,JM1309,1122.770323599053,1150.1073401736385,1158.8942383583267,1118.8650355169693,0,339222.0,1122.770323599053,1144.249408050513,1116.9123914759273,90620.0,1160.8468823993685,1072.9779005524863,1150.0
JM,2013-05-14,JM1309,1151.0836621941594,1152.0599842146803,1156.9415943172849,1133.509865824783,0,298132.0,1150.1073401736385,1146.2020520915548,1144.249408050513,89308.0,1189.1602209944751,1099.3385951065509,1179.0
JM,2013-05-15,JM1309,1148.1546961325967,1117.8887134964482,1152.0599842146803,1115.9360694554064,0,312422.0,1152.0599842146803,1136.4388318863457,1146.2020520915548,82016.0,1191.112865035517,1101.2912391475927,1176.0
JM,2013-05-16,JM1309,1118.8650355169693,1118.8650355169693,1129.6045777426993,1098.36227308603,0,321066.0,1117.8887134964482,1116.9123914759273,1136.4388318863457,83884.0,1181.3496448303079,1091.5280189423836,1146.0
