date,FCT_Donchian_Vol_Dfive
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,0.8358412698412698
2010-01-11,0.13728253968253967
2010-01-12,0.0
2010-01-13,0.3498201894342299
2010-01-14,0.0
2010-01-15,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,1.0
2010-01-21,1.0
2010-01-22,1.0
2010-01-25,0.6381099506330389
2010-01-26,0.34881885159630455
2010-01-27,0.15133939618906211
2010-01-28,1.0
2010-01-29,1.0
2010-02-01,1.0
2010-02-02,0.4429608588134359
2010-02-03,0.4025212585584303
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.47518220765698876
2010-02-10,0.5125801738441346
2010-02-11,0.0
2010-02-12,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,1.0
2010-02-26,0.7875080992045215
2010-03-01,1.0
2010-03-02,0.7736623162899133
2010-03-03,0.0
2010-03-04,0.7619450652631022
2010-03-05,0.4644854992924871
2010-03-08,0.18055748403221328
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,1.0
2010-03-12,0.3049263120588322
2010-03-15,0.7018517971588056
2010-03-16,0.6730263740807466
2010-03-17,0.038879092396269306
2010-03-18,0.5265448863424979
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.08594315570803562
2010-03-24,0.043058134776997894
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,1.0
2010-03-30,1.0
2010-03-31,0.7448449745664841
2010-04-01,0.8219653892606208
2010-04-02,0.0
2010-04-06,0.5130067458350396
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-12,0.6781266246242174
2010-04-13,0.756241458618046
2010-04-14,0.0
2010-04-15,0.5413673084905961
2010-04-16,0.0
2010-04-19,1.0
2010-04-20,0.18053057553956833
2010-04-21,0.5954872465663833
2010-04-22,0.06521827992151732
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,0.041773886775565004
2010-04-28,0.20652340920564544
2010-04-29,1.0
2010-04-30,1.0
2010-05-04,0.5615434672579596
2010-05-05,0.5840187715478903
2010-05-06,1.0
2010-05-07,1.0
2010-05-10,0.844602468165162
2010-05-11,0.9327882614884841
2010-05-12,0.9552570612875295
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,0.10918563612257474
2010-05-18,1.0
2010-05-19,1.0
2010-05-20,0.4547203344138771
2010-05-21,0.5651405019525187
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.8101653205451792
2010-05-31,1.0
2010-06-01,1.0
2010-06-02,1.0
2010-06-03,0.579217578806859
2010-06-04,0.7157362288135594
2010-06-07,0.0
2010-06-08,1.0
2010-06-09,0.906684837758744
2010-06-10,0.7729987924613173
2010-06-11,0.6035015944330057
2010-06-17,0.0
2010-06-18,0.38668777902902185
2010-06-21,1.0
2010-06-22,0.4499361810228385
2010-06-23,0.5830700026023272
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,1.0
2010-07-01,1.0
2010-07-02,1.0
2010-07-05,0.7172241138624317
2010-07-06,0.6809909827853174
2010-07-07,0.0
2010-07-08,0.02058343466210961
2010-07-09,0.15929515418502202
2010-07-12,0.0
2010-07-13,1.0
2010-07-14,0.0
2010-07-15,0.6545151739452257
2010-07-16,0.0406180606957809
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.4320377867746289
2010-07-23,0.5959005810200129
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,1.0
2010-07-30,0.7974827618152702
2010-08-02,1.0
2010-08-03,0.9701124247862346
2010-08-04,0.6962710117859213
2010-08-05,1.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.12262230393255907
2010-08-11,0.4620420608941303
2010-08-12,1.0
2010-08-13,0.0
2010-08-16,0.18626649178304144
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,1.0
2010-08-26,0.6980903024279427
2010-08-27,0.7185574329121113
2010-08-30,0.9404231151497942
2010-08-31,0.9751687163449103
2010-09-01,1.0
2010-09-02,0.13748582944955284
2010-09-03,0.0
2010-09-06,0.12278895740742574
2010-09-07,0.34899581300048504
2010-09-08,0.6317166518909335
2010-09-09,1.0
2010-09-10,0.18721168403241606
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.3154333115040384
2010-10-08,0.0
2010-10-11,1.0
2010-10-12,0.6928026947956089
2010-10-13,0.6441876694312478
2010-10-14,0.7764178543629385
2010-10-15,0.0
2010-10-18,0.10566719349740347
2010-10-19,0.6505059627660666
2010-10-20,0.11603275929308894
2010-10-21,0.0
2010-10-22,0.09327602087810868
2010-10-25,0.28882407123119436
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.9472041022778805
2010-10-29,1.0
2010-11-01,0.7955599642338214
2010-11-02,0.7844528892366156
2010-11-03,0.15177485667959928
2010-11-04,0.0
2010-11-05,1.0
2010-11-08,0.530773558368495
2010-11-09,1.0
2010-11-10,0.5627929981506172
2010-11-11,1.0
2010-11-12,1.0
2010-11-15,0.7220803178657584
2010-11-16,0.30174671362410826
2010-11-17,0.0
2010-11-18,0.022409227945995543
2010-11-19,0.0
2010-11-22,0.6177478037092909
2010-11-23,1.0
2010-11-24,0.4669615200715132
2010-11-25,0.2298037544435898
2010-11-26,0.8096561962279429
2010-11-29,0.08536050474037586
2010-11-30,0.3099502446098327
2010-12-01,0.068082375590689
2010-12-02,0.0009837414369779462
2010-12-03,0.14417146204472622
2010-12-06,0.0
2010-12-07,1.0
2010-12-08,1.0
2010-12-09,1.0
2010-12-10,0.3807588680986618
2010-12-13,0.018966346153846153
2010-12-14,0.0
2010-12-15,0.02073791055769098
2010-12-16,1.0
2010-12-17,0.0
2010-12-20,0.825291040998819
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-24,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.5697698262162301
2010-12-31,0.0
2011-01-04,1.0
2011-01-05,1.0
2011-01-06,0.4789940631045294
2011-01-07,1.0
2011-01-10,0.0
2011-01-11,0.3086007453656648
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.13245750065833747
2011-01-17,0.018023817186997103
2011-01-18,1.0
2011-01-19,0.5335949435341342
2011-01-20,0.5803399761955627
2011-01-21,0.6285897396771142
2011-01-24,0.0
2011-01-25,0.2731306961874314
2011-01-26,0.0
