date,FCT_Close_0_1
2010-01-04,
2010-01-05,0.009328668998833946
2010-01-06,0.01716454860538015
2010-01-07,-0.007463897452539169
2010-01-08,-0.007846983815595848
2010-01-11,0.024386225078266533
2010-01-12,-0.007559916358372232
2010-01-13,-0.031280388978930256
2010-01-14,0.01639618537727952
2010-01-15,-0.0039506172839506686
2010-01-18,0.006114691786481523
2010-01-19,0.012319316688567651
2010-01-20,-0.012785240330150358
2010-01-21,-0.0004918032786885085
2010-01-22,-0.02640642939150409
2010-01-25,0.009602425876010881
2010-01-26,-0.012014016352411162
2010-01-27,0.0054044924843776
2010-01-28,-0.03443641861246428
2010-01-29,-0.03322894919972169
2010-02-01,-0.019794853338132027
2010-02-02,-0.0031209840279053168
2010-02-03,0.029281767955801202
2010-02-04,-0.03381642512077301
2010-02-05,-0.037407407407407396
2010-02-08,0.011158137745286756
2010-02-09,0.012176560121765358
2010-02-10,0.027443609022556572
2010-02-11,0.01335528723015003
2010-02-12,0.018414876331467614
2010-02-22,0.046091118595993706
2010-02-23,-0.0020335536349769174
2010-02-24,-0.012226184411615028
2010-02-25,-0.00531550068587101
2010-02-26,0.0031029132908118834
2010-03-01,0.04450936587042451
2010-03-02,-0.026488976637051603
2010-03-03,0.00828122359303692
2010-03-04,-0.004190412336573843
2010-03-05,0.007742804241710251
2010-03-08,0.013696342074494612
2010-03-09,-0.006920415224913439
2010-03-10,0.0058072009291521235
2010-03-11,-0.021610029693170628
2010-03-12,0.004720957679986519
2010-03-15,-0.02030542037254574
2010-03-16,0.007194244604316629
2010-03-17,0.022789115646258507
2010-03-18,-0.009976720984369839
2010-03-19,0.011588847833389194
2010-03-22,-0.011622115224970897
2010-03-23,0.0005039475894506438
2010-03-24,-0.004365345869711213
2010-03-25,0.00033726812816189917
2010-03-26,0.014160485502360105
2010-03-29,0.02916804772953273
2010-03-30,-0.0008051529790662174
2010-03-31,-0.006768734891216623
2010-04-01,0.014441018984260964
2010-04-02,0.00927703134996794
2010-04-06,0.004278922345483561
2010-04-07,-0.004102887801799146
2010-04-08,-0.01616225637775308
2010-04-09,0.013528748590755344
2010-04-12,0.0
2010-04-13,-0.00715080247894476
2010-04-14,0.001600512163892306
2010-04-15,0.00015979546180889702
2010-04-16,-0.003834478351174212
2010-04-19,-0.03656776263031281
2010-04-20,0.01215248876310969
2010-04-21,0.0021381578947368726
2010-04-22,-0.004431314623338196
2010-04-23,-0.0009891196834817778
2010-04-26,0.014026402640264028
2010-04-27,-0.014971521562245817
2010-04-28,-0.03684123575086734
2010-04-29,0.006501283147989607
2010-04-30,-0.0015298317185108085
2010-05-04,-0.009533537623425386
2010-05-05,-0.02234444826400833
2010-05-06,-0.014943741209563719
2010-05-07,-0.02659289666250224
2010-05-10,0.03923725705903936
2010-05-11,-0.01693719124911807
2010-05-12,0.004486719310839935
2010-05-13,0.013757370019653525
2010-05-14,-0.006697215368346858
2010-05-17,-0.04914833215046147
2010-05-18,0.002612427691733643
2010-05-19,-0.011166945840312664
2010-05-20,0.015998494259363834
2010-05-21,-0.005742867728788552
2010-05-24,0.02906651760760208
2010-05-25,-0.019735650914358204
2010-05-26,0.01385297377170321
2010-05-27,0.007833849517216237
2010-05-28,0.009041591320072343
2010-05-31,-0.01344086021505378
2010-06-01,-0.017257039055404138
2010-06-02,-0.014232902033271912
2010-06-03,0.00918807425464107
2010-06-04,-0.015421776291341472
2010-06-07,-0.05453859218720521
2010-06-08,-0.01257485029940122
2010-06-09,0.01839498686072374
2010-06-10,0.00476379515680825
2010-06-11,0.01540892927696552
2010-06-17,0.005252918287937776
2010-06-18,-0.014321656667311791
2010-06-21,0.05438837620263116
2010-06-22,-0.01601489757914339
2010-06-23,0.005488266464799295
2010-06-24,0.007340485601355194
2010-06-25,-0.006352765321375151
2010-06-28,0.014667168108311604
2010-06-29,-0.01890289103039308
2010-06-30,-0.01875355180905488
2010-07-01,-0.01467181467181477
2010-07-02,0.022727272727273068
2010-07-05,0.0011494252873561676
2010-07-06,-0.0001913509376195687
2010-07-07,-0.0022966507177033563
2010-07-08,0.01649721849223096
2010-07-09,0.012266465370824436
2010-07-12,-0.010812826249067792
2010-07-13,-0.0145118733509234
2010-07-14,0.011856951615987902
2010-07-15,-0.00075600075600081
2010-07-16,0.004728579534707762
2010-07-19,-0.015060240963855415
2010-07-20,0.014143730886849986
2010-07-21,0.005465510742555795
2010-07-22,0.010871602624179874
2010-07-23,0.027257556091229377
2010-07-26,0.003068592057761767
2010-07-27,-0.008457800971747396
2010-07-28,0.019963702359346653
2010-07-29,-0.0003555555555557609
2010-07-30,0.0008892050506849091
