date,FCT_Cr_Vol_Dfive
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-05,-0.8574611053872178
2018-12-06,0.12601772436338887
2018-12-07,-0.11226424986462137
2018-12-10,-0.7323312454246604
2018-12-11,0.13614005108315896
2018-12-12,-0.7371217285867808
2018-12-13,0.06696023335400349
2018-12-14,0.03594496721338039
2018-12-17,-0.2736090329745262
2018-12-18,-0.03867166878439028
2018-12-19,0.9850800635233181
2018-12-20,-0.7120245105735284
2018-12-21,0.4903353119436925
2018-12-24,0.8934895786775968
2018-12-25,0.06737670116377462
2018-12-26,-0.32711019637392896
2018-12-27,0.07035485309236605
2018-12-28,-0.45953691018794435
2019-01-02,0.06389629667418334
2019-01-03,-0.19286228038059713
2019-01-04,1.1826585462851056
2019-01-07,0.04632375372170544
2019-01-08,-0.1990433147810884
2019-01-09,1.5678117289485884
2019-01-10,0.2301106091318182
2019-01-11,-1.8412559065438818
2019-01-14,0.702293138926072
2019-01-15,0.25010712085526754
2019-01-16,-2.2467719001600677
2019-01-17,0.07822109562132283
2019-01-18,1.0945033400433632
2019-01-21,-0.39408671849759197
2019-01-22,0.17762844245814863
2019-01-23,-0.18664332505172396
2019-01-24,0.09881649679142054
2019-01-25,-0.8635930817138899
2019-01-28,0.1944310018323459
2019-01-29,-0.4276432215749727
2019-01-30,0.20384831216802596
2019-01-31,0.5340099601470651
2019-02-01,0.38629821268792364
2019-02-11,-0.6604549766889644
2019-02-12,0.9247935381455918
2019-02-13,0.25515570138833304
2019-02-14,-0.589273205085078
2019-02-15,-0.4221231567381776
2019-02-18,0.4469138698509998
2019-02-19,-0.4736947357408425
2019-02-20,-0.11652633407855903
2019-02-21,0.5418203028609043
2019-02-22,0.2699943901971897
2019-02-25,-0.15920557421492018
2019-02-26,-0.08803176449652099
2019-02-27,-0.1771169304065877
2019-02-28,-0.5837077025717492
2019-03-01,-0.12416040945026668
2019-03-04,1.2122918277124402
2019-03-05,-0.48256856090142763
2019-03-06,0.19122427279636825
2019-03-07,-0.09112261061373232
2019-03-08,0.22161015884726054
2019-03-11,-1.3041749757545817
2019-03-12,0.22523138835499704
2019-03-13,0.5430995597292542
2019-03-14,-0.06685748055498406
2019-03-15,-0.33778889400018913
2019-03-18,0.36491651943681125
2019-03-19,0.24060894465343916
2019-03-20,-0.20349118285770018
