date,FCT_Dbcd
2015-04-16,
2015-04-17,
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-04,
2015-05-05,
2015-05-06,
2015-05-07,
2015-05-08,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,
2015-05-15,
2015-05-18,
2015-05-19,
2015-05-20,
2015-05-21,
2015-05-22,
2015-05-25,
2015-05-26,
2015-05-27,
2015-05-28,
2015-05-29,
2015-06-01,
2015-06-02,
2015-06-03,
2015-06-04,
2015-06-05,
2015-06-08,
2015-06-09,
2015-06-10,
2015-06-11,
2015-06-12,0.017419626713916718
2015-06-15,0.016338213430843136
2015-06-16,0.012579216844454727
2015-06-17,0.007255552655698964
2015-06-18,0.0013332207899617512
2015-06-19,-0.005182677143223567
2015-06-23,-0.009789455679256183
2015-06-24,-0.012599725328637656
2015-06-25,-0.014747598008229824
2015-06-26,-0.0165893753803263
2015-06-29,-0.01859316047554039
2015-06-30,-0.021524465949935585
2015-07-01,-0.025570047471245826
2015-07-02,-0.02984712571085696
2015-07-03,-0.034118910768220524
2015-07-06,-0.036656096448534875
2015-07-07,-0.038319837317923225
2015-07-08,-0.03905059000746801
2015-07-09,-0.03706971455783815
2015-07-10,-0.0322337204034568
2015-07-13,-0.026467597626861773
2015-07-14,-0.019569933768173016
2015-07-15,-0.01212898615520761
2015-07-16,-0.006725847946620208
2015-07-17,-0.0026066267842063855
2015-07-20,0.0012096443957431147
2015-07-21,0.0049650894918238115
2015-07-22,0.009078045700693075
2015-07-23,0.01392485733800004
2015-07-24,0.018927735139940782
2015-07-27,0.022372992718886382
2015-07-28,0.02369334526833026
2015-07-29,0.023366079977893278
2015-07-30,0.022818113007641586
2015-07-31,0.02141308956957688
2015-08-03,0.01884849585239222
2015-08-04,0.015833240953216886
2015-08-05,0.012869258559336266
2015-08-06,0.008976148900910034
2015-08-07,0.00512552589155424
2015-08-10,0.002984686014037505
2015-08-11,0.0015685526750945377
2015-08-12,0.0001958786399453523
2015-08-13,-0.0008971442856333207
2015-08-14,-0.0019388685629399944
2015-08-17,-0.003849694525746061
2015-08-18,-0.005068761962840549
2015-08-19,-0.004947095125724969
2015-08-20,-0.003687312777755361
2015-08-21,-0.0021561969987937907
2015-08-24,-0.0015429490769388412
2015-08-25,-0.0026438094689772867
2015-08-26,-0.005146747347983866
2015-08-27,-0.00801216920800853
2015-08-28,-0.010582711753794044
2015-08-31,-0.011381820776651286
2015-09-01,-0.011315193688041649
2015-09-02,-0.011238309152995004
2015-09-07,-0.01183580276384993
2015-09-08,-0.012717365663782423
2015-09-09,-0.013574107987386213
2015-09-10,-0.013267468523704685
2015-09-11,-0.011486214479250554
2015-09-14,-0.009468026517683152
2015-09-15,-0.007602557827379364
2015-09-16,-0.004938661422840935
2015-09-17,-0.0015725803903550196
2015-09-18,0.0039838912059163446
2015-09-21,0.012632303024271995
2015-09-22,0.02226800805374559
2015-09-23,0.029734449617693986
2015-09-24,0.03434688555718199
2015-09-25,0.0351792953460514
2015-09-28,0.033413521504332494
2015-09-29,0.030737475373120233
2015-09-30,0.028594359585342104
2015-10-08,0.026985233704035543
