order_book_id,underlying_symbol,market_tplus,symbol,margin_rate,maturity_date,type,trading_code,exchange,product,contract_multiplier,round_lot,trading_hours,listed_date,industry_name,de_listed_date,underlying_order_book_id,start_delivery_date,end_delivery_date
BU1502,BU,0.0,石油沥青1502,0.04,2015-02-10,Future,bu1502,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-08-18,化工,2015-02-10,null,2015-02-11,2015-02-17
BU1503,BU,0.0,石油沥青1503,0.04,2015-03-16,Future,bu1503,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-03-16,null,2015-03-17,2015-03-23
BU1504,BU,0.0,石油沥青1504,0.04,2015-04-15,Future,bu1504,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-10-16,化工,2015-04-15,null,2015-04-16,2015-04-22
BU1505,BU,0.0,石油沥青1505,0.04,2015-05-15,Future,bu1505,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-18,化工,2015-05-15,null,2015-05-18,2015-05-22
BU1506,BU,0.0,石油沥青1506,0.04,2015-06-15,Future,bu1506,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-06-15,null,2015-06-16,2015-06-23
BU1509,BU,0.0,石油沥青1509,0.04,2015-09-15,Future,bu1509,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-09-15,null,2015-09-16,2015-09-22
BU1512,BU,0.0,石油沥青1512,0.15,2015-12-15,Future,bu1512,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-12-17,化工,2015-12-15,null,2015-12-16,2015-12-22
BU1603,BU,0.0,石油沥青1603,0.04,2016-03-15,Future,bu1603,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-18,化工,2016-03-15,null,2016-03-16,2016-03-22
BU1606,BU,0.0,石油沥青1606,0.1,2016-06-15,Future,bu1606,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-06-17,化工,2016-06-15,null,2016-06-16,2016-06-22
BU1609,BU,0.0,石油沥青1609,0.04,2016-09-19,Future,bu1609,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,化工,2016-09-19,null,2016-09-20,2016-09-26
BU1612,BU,0.0,石油沥青1612,0.04,2016-12-15,Future,bu1612,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-16,化工,2016-12-15,null,2016-12-16,2016-12-22
BU88,BU,0.0,bu主力连续,0.11000000000000001,0000-00-00,Future,BU2506,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
BU888,BU,0.0,bu主力连续价差平滑,0.11000000000000001,0000-00-00,Future,BU2506,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
BU889,BU,0.0,bu主力连续价差平滑（后复权）,0.11000000000000001,0000-00-00,Future,BU2506,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
BU88A2,BU,0.0,bu次主力连续,0.11000000000000001,0000-00-00,Future,BU2507,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
BU99,BU,0.0,bu指数连续,0.11000000000000001,0000-00-00,Future,bu2111,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
C1501,C,0.0,玉米1501,0.05,2015-01-16,Future,c1501,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,谷物,2015-01-16,null,2015-01-19,2015-01-21
C1503,C,0.0,玉米1503,0.05,2015-03-13,Future,c1503,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-17,谷物,2015-03-13,null,2015-03-16,2015-03-18
C1505,C,0.0,玉米1505,0.05,2015-05-15,Future,c1505,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-05-19,谷物,2015-05-15,null,2015-05-18,2015-05-20
C1507,C,0.0,玉米1507,0.05,2015-07-14,Future,c1507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-07-15,谷物,2015-07-14,null,2015-07-15,2015-07-17
C1509,C,0.0,玉米1509,0.05,2015-09-16,Future,c1509,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,谷物,2015-09-16,null,2015-09-17,2015-09-21
C1511,C,0.0,玉米1511,0.05,2015-11-13,Future,c1511,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-17,谷物,2015-11-13,null,2015-11-16,2015-11-18
C88,C,0.0,玉米主力连续,0.06999999999999999,0000-00-00,Future,C2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,,0000-00-00,0000-00-00
C888,C,0.0,玉米主力连续价差平滑,0.06999999999999999,0000-00-00,Future,C2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,,0000-00-00,0000-00-00
C889,C,0.0,玉米主力连续价差平滑（后复权）,0.06999999999999999,0000-00-00,Future,C2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,,0000-00-00,0000-00-00
C88A2,C,0.0,玉米次主力连续,0.06999999999999999,0000-00-00,Future,C2509,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,,0000-00-00,0000-00-00
C99,C,0.0,玉米指数连续,0.06999999999999999,0000-00-00,Future,c2207,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,,0000-00-00,0000-00-00
CF1501,CF,0.0,棉花1501,0.05,2015-01-16,Future,CF501,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,软商品,2015-01-16,null,2015-01-19,2015-01-20
CF1503,CF,0.0,棉花1503,0.05,2015-03-13,Future,CF503,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-17,软商品,2015-03-13,null,2015-03-16,2015-03-17
CF1505,CF,0.0,棉花1505,0.05,2015-05-15,Future,CF505,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-05-19,软商品,2015-05-15,null,2015-05-18,2015-05-19
CF1507,CF,0.0,棉花1507,0.05,2015-07-14,Future,CF507,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-07-15,软商品,2015-07-14,null,2015-07-15,2015-07-16
CF1509,CF,0.0,棉花1509,0.05,2015-09-16,Future,CF509,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,软商品,2015-09-16,null,2015-09-17,2015-09-18
CF1511,CF,0.0,棉花1511,0.05,2015-11-13,Future,CF511,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-17,软商品,2015-11-13,null,2015-11-16,2015-11-17
CF88,CF,0.0,棉花主力连续,0.06999999999999999,0000-00-00,Future,CF2509,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CF888,CF,0.0,棉花主力连续价差平滑,0.06999999999999999,0000-00-00,Future,CF2509,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CF889,CF,0.0,棉花主力连续价差平滑（后复权）,0.06999999999999999,0000-00-00,Future,CF2509,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CF88A2,CF,0.0,棉花次主力连续,0.06999999999999999,0000-00-00,Future,CF2601,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CF99,CF,0.0,棉花指数连续,0.06999999999999999,0000-00-00,Future,CF205,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CJ88,CJ,0.0,CJ主力连续,0.1,0000-00-00,Future,CJ2505,CZCE,Commodity,5.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CJ888,CJ,0.0,CJ主力连续价差平滑,0.1,0000-00-00,Future,CJ2505,CZCE,Commodity,5.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CJ889,CJ,0.0,CJ主力连续价差平滑（后复权）,0.1,0000-00-00,Future,CJ2505,CZCE,Commodity,5.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CJ88A2,CJ,0.0,CJ次主力连续,0.1,0000-00-00,Future,CJ2509,CZCE,Commodity,5.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CJ99,CJ,0.0,CJ指数连续,0.1,0000-00-00,Future,CJ205,CZCE,Commodity,5.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CS1503,CS,0.0,玉米淀粉1503,0.05,2015-03-13,Future,cs1503,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-19,农产品,2015-03-13,null,2015-03-16,2015-03-18
CS1505,CS,0.0,玉米淀粉1505,0.05,2015-05-15,Future,cs1505,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-19,农产品,2015-05-15,null,2015-05-18,2015-05-20
CS1507,CS,0.0,玉米淀粉1507,0.05,2015-07-14,Future,cs1507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-19,农产品,2015-07-14,null,2015-07-15,2015-07-17
CS1509,CS,0.0,玉米淀粉1509,0.05,2015-09-16,Future,cs1509,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-19,农产品,2015-09-16,null,2015-09-17,2015-09-21
CS1511,CS,0.0,玉米淀粉1511,0.05,2015-11-13,Future,cs1511,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-19,农产品,2015-11-13,null,2015-11-16,2015-11-18
CS88,CS,0.0,玉米淀粉主力连续,0.06,0000-00-00,Future,CS2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CS888,CS,0.0,玉米淀粉主力连续价差平滑,0.06,0000-00-00,Future,CS2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CS889,CS,0.0,玉米淀粉主力连续价差平滑（后复权）,0.06,0000-00-00,Future,CS2507,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CS88A2,CS,0.0,玉米淀粉次主力连续,0.06,0000-00-00,Future,CS2511,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CS99,CS,0.0,玉米淀粉指数连续,0.06,0000-00-00,Future,cs2205,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,农产品,0000-00-00,,0000-00-00,0000-00-00
CU1501,CU,0.0,铜1501,0.05,2015-01-15,Future,cu1501,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,有色,2015-01-15,null,2015-01-16,2015-01-22
CU1502,CU,0.0,铜1502,0.05,2015-02-10,Future,cu1502,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-02-18,有色,2015-02-10,null,2015-02-11,2015-02-17
CU1503,CU,0.0,铜1503,0.05,2015-03-16,Future,cu1503,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-18,有色,2015-03-16,null,2015-03-17,2015-03-23
CU1504,CU,0.0,铜1504,0.05,2015-04-15,Future,cu1504,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-04-16,有色,2015-04-15,null,2015-04-16,2015-04-22
CU1505,CU,0.0,铜1505,0.05,2015-05-15,Future,cu1505,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-05-16,有色,2015-05-15,null,2015-05-18,2015-05-22
CU1506,CU,0.0,铜1506,0.05,2015-06-15,Future,cu1506,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-06-17,有色,2015-06-15,null,2015-06-16,2015-06-23
CU1507,CU,0.0,铜1507,0.05,2015-07-15,Future,cu1507,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-07-16,有色,2015-07-15,null,2015-07-16,2015-07-22
CU1508,CU,0.0,铜1508,0.05,2015-08-17,Future,cu1508,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-08-18,有色,2015-08-17,null,2015-08-18,2015-08-24
CU1509,CU,0.0,铜1509,0.05,2015-09-15,Future,cu1509,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,有色,2015-09-15,null,2015-09-16,2015-09-22
CU1510,CU,0.0,铜1510,0.05,2015-10-15,Future,cu1510,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-10-16,有色,2015-10-15,null,2015-10-16,2015-10-22
CU1511,CU,0.0,铜1511,0.05,2015-11-16,Future,cu1511,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-18,有色,2015-11-16,null,2015-11-17,2015-11-23
CU1512,CU,0.0,铜1512,0.05,2015-12-15,Future,cu1512,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-16,有色,2015-12-15,null,2015-12-16,2015-12-22
CU88,CU,0.0,cu主力连续,0.09,0000-00-00,Future,CU2505,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
CU888,CU,0.0,cu主力连续价差平滑,0.09,0000-00-00,Future,CU2505,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
CU889,CU,0.0,cu主力连续价差平滑（后复权）,0.09,0000-00-00,Future,CU2505,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
CU88A2,CU,0.0,cu次主力连续,0.09,0000-00-00,Future,CU2506,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
CU99,CU,0.0,cu指数连续,0.09,0000-00-00,Future,cu2205,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
CY88,CY,0.0,CY主力连续,0.05,0000-00-00,Future,CY2507,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CY888,CY,0.0,CY主力连续价差平滑,0.05,0000-00-00,Future,CY2507,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CY889,CY,0.0,CY主力连续价差平滑（后复权）,0.05,0000-00-00,Future,CY2507,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CY88A2,CY,0.0,CY次主力连续,0.05,0000-00-00,Future,CY2511,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
CY99,CY,0.0,CY指数连续,0.05,0000-00-00,Future,CY208,CZCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,软商品,0000-00-00,,0000-00-00,0000-00-00
EB88,EB,0.0,苯乙烯主力连续,0.06999999999999999,0000-00-00,Future,EB2505,DCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EB888,EB,0.0,苯乙烯主力连续价差平滑,0.06999999999999999,0000-00-00,Future,EB2505,DCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EB889,EB,0.0,苯乙烯主力连续价差平滑（后复权）,0.06999999999999999,0000-00-00,Future,EB2505,DCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EB88A2,EB,0.0,苯乙烯次主力连续,0.06999999999999999,0000-00-00,Future,EB2506,DCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EB99,EB,0.0,苯乙烯指数连续,0.06999999999999999,0000-00-00,Future,eb2206,DCE,Commodity,5.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EC88,EC,0.0,ec主力连续,0.18,0000-00-00,Future,EC2506,INE,Commodity,50.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,unknown,0000-00-00,,0000-00-00,0000-00-00
EC888,EC,0.0,ec主力连续价差平滑,0.18,0000-00-00,Future,EC2506,INE,Commodity,50.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,unknown,0000-00-00,,0000-00-00,0000-00-00
EC889,EC,0.0,ec主力连续价差平滑（后复权）,0.18,0000-00-00,Future,EC2506,INE,Commodity,50.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,unknown,0000-00-00,,0000-00-00,0000-00-00
EC88A2,EC,0.0,ec次主力连续,0.18,0000-00-00,Future,EC2510,INE,Commodity,50.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,unknown,0000-00-00,,0000-00-00,0000-00-00
EC99,EC,0.0,ec指数连续,0.18,0000-00-00,Future,,INE,Commodity,50.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,unknown,0000-00-00,,0000-00-00,0000-00-00
EG88,EG,0.0,乙二醇主力连续,0.06999999999999999,0000-00-00,Future,EG2505,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EG888,EG,0.0,乙二醇主力连续价差平滑,0.06999999999999999,0000-00-00,Future,EG2505,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EG889,EG,0.0,乙二醇主力连续价差平滑（后复权）,0.06999999999999999,0000-00-00,Future,EG2505,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EG88A2,EG,0.0,乙二醇次主力连续,0.06999999999999999,0000-00-00,Future,EG2509,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
EG99,EG,0.0,乙二醇指数连续,0.06999999999999999,0000-00-00,Future,eg2206,DCE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,化工,0000-00-00,,0000-00-00,0000-00-00
ER88A2,ER,0.0,早籼稻主力连续价差平滑（后复权）次主力连续,0.05,0000-00-00,Future,ER1303,CZCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,谷物,0000-00-00,null,,
FB1501,FB,0.0,纤维板1501,0.05,2015-01-16,Future,fb1501,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,建材,2015-01-16,null,2015-01-19,2015-01-21
FB1502,FB,0.0,纤维板1502,0.05,2015-02-13,Future,fb1502,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-02-21,建材,2015-02-13,null,2015-02-16,2015-02-25
FB1503,FB,0.0,纤维板1503,0.05,2015-03-13,Future,fb1503,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-03-17,建材,2015-03-13,null,2015-03-16,2015-03-18
FB1504,FB,0.0,纤维板1504,0.05,2015-04-15,Future,fb1504,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-04-16,建材,2015-04-15,null,2015-04-16,2015-04-20
FB1505,FB,0.0,纤维板1505,0.05,2015-05-15,Future,fb1505,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-05-19,建材,2015-05-15,null,2015-05-18,2015-05-20
FB1506,FB,0.0,纤维板1506,0.05,2015-06-12,Future,fb1506,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-06-17,建材,2015-06-12,null,2015-06-15,2015-06-17
FB1507,FB,0.0,纤维板1507,0.05,2015-07-14,Future,fb1507,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-07-15,建材,2015-07-14,null,2015-07-15,2015-07-17
FB1508,FB,0.0,纤维板1508,0.05,2015-08-14,Future,fb1508,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-08-15,建材,2015-08-14,null,2015-08-17,2015-08-19
FB1509,FB,0.0,纤维板1509,0.05,2015-09-16,Future,fb1509,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,建材,2015-09-16,null,2015-09-17,2015-09-21
FB1510,FB,0.0,纤维板1510,0.05,2015-10-21,Future,fb1510,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-10-22,建材,2015-10-21,null,2015-10-22,2015-10-26
FB1511,FB,0.0,纤维板1511,0.05,2015-11-13,Future,fb1511,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-11-17,建材,2015-11-13,null,2015-11-16,2015-11-18
FB1512,FB,0.0,纤维板1512,0.05,2015-12-14,Future,fb1512,DCE,Commodity,500.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",2014-12-15,建材,2015-12-14,null,2015-12-15,2015-12-17
FB88,FB,0.0,纤维板主力连续,0.1,0000-00-00,Future,FB2505,DCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,建材,0000-00-00,,0000-00-00,0000-00-00
FB888,FB,0.0,纤维板主力连续价差平滑,0.1,0000-00-00,Future,FB2505,DCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,建材,0000-00-00,,0000-00-00,0000-00-00
FB889,FB,0.0,纤维板主力连续价差平滑（后复权）,0.1,0000-00-00,Future,FB2505,DCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,建材,0000-00-00,,0000-00-00,0000-00-00
FB88A2,FB,0.0,纤维板次主力连续,0.1,0000-00-00,Future,FB2508,DCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,建材,0000-00-00,,0000-00-00,0000-00-00
FB99,FB,0.0,纤维板指数连续,0.1,0000-00-00,Future,fb2205,DCE,Commodity,10.0,1.0,"09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,建材,0000-00-00,,0000-00-00,0000-00-00
FG1501,FG,0.0,玻璃1501,0.06,2015-01-16,Future,FG501,CZCE,Commodity,20.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,建材,2015-01-16,null,2015-01-19,2015-01-20
FG1502,FG,0.0,玻璃1502,0.06,2015-02-13,Future,FG502,CZCE,Commodity,20.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-02-21,建材,2015-02-13,null,2015-02-16,2015-02-17
FG1503,FG,0.0,玻璃1503,0.06,2015-03-13,Future,FG503,CZCE,Commodity,20.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-17,建材,2015-03-13,null,2015-03-16,2015-03-17
FG1504,FG,0.0,玻璃1504,0.06,2015-04-15,Future,FG504,CZCE,Commodity,20.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-04-16,建材,2015-04-15,null,2015-04-16,2015-04-17
FG1505,FG,0.0,玻璃1505,0.06,2015-05-15,Future,FG505,CZCE,Commodity,20.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-05-19,建材,2015-05-15,null,2015-05-18,2015-05-19
