date,predictions,targets
2023-06-05,-6.387355804443359,-64.52957153320312
2023-06-06,26.698890686035156,18.938026428222656
2023-06-07,42.106998443603516,4.2084503173828125
2023-06-08,34.8223876953125,30.160560607910156
2023-06-09,-63.99315643310547,119.23942565917969
2023-06-12,-79.35826110839844,-23.847885131835938
2023-06-13,-100.93740844726562,11.2225341796875
2023-06-14,-85.16331481933594,-40.68168640136719
2023-06-15,-83.1490478515625,-72.94647216796875
2023-06-16,-1.3649864196777344,60.32112121582031
2023-06-19,-25.702653884887695,16.83380126953125
2023-06-20,-35.65605926513672,-8.416900634765625
2023-06-21,-25.39116096496582,-100.30139923095703
2023-06-26,-0.11302757263183594,-39.27886962890625
2023-06-27,-108.06809997558594,32.96619415283203
2023-06-28,-10.051618576049805,-19.639434814453125
2023-06-29,48.651206970214844,2.805633544921875
2023-06-30,70.49037170410156,-7.715492248535156
2023-07-03,10.21691608428955,43.48731994628906
2023-07-04,-31.65167808532715,6.312675476074219
2023-07-05,-56.239418029785156,-18.13459014892578
2023-07-06,-32.458770751953125,54.403770446777344
2023-07-07,-92.74856567382812,-70.44590759277344
2023-07-10,-4.008915901184082,48.82389450073242
2023-07-11,2.6447954177856445,33.479244232177734
2023-07-12,-20.87993621826172,-17.437105178833008
2023-07-13,-14.637428283691406,122.7572250366211
2023-07-14,-34.42987823486328,32.86161804199219
2023-07-17,3.809695243835449,16.780399322509766
2023-07-18,-12.444295883178711,14.682849884033203
2023-07-19,25.791261672973633,59.43058395385742
2023-07-20,17.90462875366211,5.593466758728027
2023-07-21,22.08180809020996,-47.54446792602539
2023-07-24,17.795740127563477,-11.186933517456055
2023-07-25,46.14707946777344,-17.479583740234375
2023-07-26,3.507080078125,27.268150329589844
2023-07-27,61.70484161376953,20.276317596435547
2023-07-28,-2.181074857711792,-102.77995300292969
2023-07-31,31.936323165893555,0.6991833448410034
2023-08-01,32.18687057495117,50.34120178222656
2023-08-02,-52.53932571411133,-30.064884185791016
2023-08-03,-25.84349250793457,-99.2840347290039
2023-08-04,15.632338523864746,-11.186933517456055
2023-08-07,54.66098403930664,23.073049545288086
2023-08-08,14.675128936767578,-24.471416473388672
2023-08-09,5.927516460418701,-22.37386703491211
2023-08-10,-1.2960081100463867,-19.577133178710938
2023-08-11,-10.782147407531738,36.3575325012207
2023-08-14,10.137578964233398,-6.991833209991455
2023-08-15,-29.422101974487305,16.780399322509766
2023-08-16,-32.81871032714844,12.58530044555664
2023-08-17,-11.90172004699707,-6.29265022277832
2023-08-18,-8.424483299255371,-20.975500106811523
2023-08-21,-24.042564392089844,16.08121681213379
2023-08-22,-24.85651969909668,45.44691848754883
2023-08-23,-30.93276023864746,64.32486724853516
2023-08-24,-22.11463737487793,44.04854965209961
2023-08-25,0.7379856109619141,-13.284483909606934
2023-08-28,15.009401321411133,12.58530044555664
2023-08-29,23.180681228637695,10.487750053405762
2023-08-30,11.239733695983887,49.64201736450195
2023-08-31,8.888716697692871,-10.487750053405762
2023-09-01,-0.9031639099121094,13.98366641998291
2023-09-04,-52.38029098510742,-34.25998306274414
2023-09-05,-39.411651611328125,-37.75590133666992
2023-09-06,4.789645195007324,-12.58530044555664
2023-09-07,-12.18266487121582,-44.04854965209961
2023-09-08,-15.955031394958496,13.284483909606934
2023-09-11,22.390159606933594,27.96733283996582
2023-09-12,39.09971237182617,-11.886116981506348
2023-09-13,-28.049957275390625,9.089383125305176
2023-09-14,-6.007046699523926,69.9183349609375
2023-09-15,-18.256731033325195,6.991833209991455
2023-09-18,11.287038803100586,-58.50383758544922
2023-09-19,41.51503372192383,24.376598358154297
2023-09-20,24.259906768798828,29.948392868041992
2023-09-21,16.24995994567871,-20.19775390625
2023-09-22,59.96367645263672,52.23556900024414
2023-09-25,14.833295822143555,-16.01890754699707
2023-09-26,-45.52336883544922,-71.04037475585938
2023-09-27,37.24858474731445,1.3929485082626343
2023-09-28,24.580244064331055,-43.87787628173828
2023-10-09,6.58709716796875,-80.791015625
2023-10-10,25.98933982849121,-19.501277923583984
2023-10-11,24.76473045349121,9.750638961791992
2023-10-12,-10.671504974365234,36.21665954589844
2023-10-13,-19.730924606323242,11.143588066101074
2023-10-16,-27.739604949951172,67.55799865722656
2023-10-17,-64.3333740234375,-13.233010292053223
2023-10-18,13.155679702758789,43.87787628173828
2023-10-19,-23.402437210083008,-15.322433471679688
2023-10-20,-11.534215927124023,-0.6964742541313171
2023-10-23,-39.783145904541016,7.661216735839844
2023-10-24,-34.664588928222656,-2.7858970165252686
2023-10-25,14.817752838134766,-16.01890754699707
2023-10-26,21.574310302734375,27.162494659423828
2023-10-27,-19.415864944458008,9.05416488647461
2023-10-30,2.50024151802063,5.571794033050537
2023-10-31,-20.416790008544922,-8.357690811157227
2023-11-01,-22.45927619934082,-71.73684692382812
2023-11-02,22.95054817199707,45.27082443237305
2023-11-03,-1.2434048652648926,-16.01890754699707
