date,FCT_Cr_1
2012-12-28,
2012-12-31,-0.02418682235195997
2013-01-04,0.01282051282051282
2013-01-07,0.035864978902953586
2013-01-08,0.010183299389002037
2013-01-09,-0.0008064516129032258
2013-01-10,-0.00645682001614205
2013-01-11,0.019090170593013808
2013-01-14,0.012754085292945397
2013-01-15,0.008264462809917356
2013-01-16,0.00936768149882904
2013-01-17,-0.00580046403712297
2013-01-18,0.0007779074290159471
2013-01-21,0.0
2013-01-22,0.006995724834823164
2013-01-23,-0.005789270551910459
2013-01-24,-0.032220496894409936
2013-01-25,0.004412354592860008
2013-01-28,0.006789137380191693
2013-01-29,-0.002380007933359778
2013-01-30,0.006361829025844931
2013-01-31,0.002370604504148558
2013-02-01,-0.0063066614111154905
2013-02-04,0.01586671955573185
2013-02-05,0.009761811792268645
2013-02-06,-0.0027068832173240526
2013-02-07,-0.0046529662659945716
2013-02-08,0.007401636151149201
2013-02-18,-0.006573859242072699
2013-02-19,0.027496967246259614
2013-02-20,0.0011806375442738805
2013-02-21,0.014937106918238933
2013-02-22,-0.0038729666924864114
2013-02-25,-0.026827371695178907
2013-02-26,-0.0019976028765480375
2013-02-27,0.006405124099279333
2013-02-28,-0.011137629276054072
2013-03-01,0.007240547063555921
2013-03-04,-0.0031948881789137804
2013-03-05,0.009615384615384744
2013-03-06,-0.009126984126984204
2013-03-07,-0.0008009611533839839
2013-03-08,-0.000801603206412924
2013-03-11,-0.021660649819494608
2013-03-12,-0.012300123001229906
2013-03-13,0.009132420091324232
2013-03-14,0.004524886877828069
2013-03-15,0.0028665028665028594
2013-03-18,-0.00939158840343005
2013-03-19,-0.0020610057708162306
2013-03-20,0.0020652622883106883
2013-03-21,0.00948062654575441
2013-03-22,-0.012658227848101389
2013-03-25,-0.0037220843672455713
2013-03-26,0.004981320049813084
2013-03-27,0.0012391573729865215
2013-03-28,-0.014851485148514866
2013-03-29,-0.009631490787269763
2013-04-01,-0.01564482029598297
2013-04-02,0.005154639175257612
2013-04-03,-0.0025641025641025047
2013-04-08,0.008140531276778124
2013-04-09,-0.0012749681257970113
2013-04-10,0.008936170212765937
2013-04-11,-0.0004217629692111704
2013-04-12,0.016455696202531633
2013-04-15,0.003320880033208844
2013-04-16,0.00537856847331396
2013-04-17,-0.007818930041152321
2013-04-18,0.00165906262961429
2013-04-19,-0.004968944099378767
2013-04-22,0.0024968789013732253
2013-04-23,-0.006641760066417688
2013-04-24,-0.02047638946928537
2013-04-25,-0.0017064846416382478
2013-04-26,0.0008547008547009595
2013-05-02,0.002134927412467864
2013-05-03,-0.008095440988495827
2013-05-06,0.006013745704467339
2013-05-07,0.00042698548249346066
2013-05-08,0.005548442168160412
2013-05-09,-0.002546689303904865
2013-05-10,0.00212765957446816
2013-05-13,-0.006794055201698603
2013-05-14,0.005130397605814519
2013-05-15,0.009357720119098287
2013-05-16,-0.00042140750105357043
2013-05-17,0.006323777403035451
2013-05-20,0.0016757436112275043
2013-05-21,0.0012547051442910624
2013-05-22,0.002088554720133741
2013-05-23,-0.004168403501459087
2013-05-24,-0.004604437002929928
2013-05-27,0.007148864592094153
2013-05-28,-0.0004175365344468153
2013-05-29,0.009189640768588168
2013-05-30,0.0
2013-05-31,0.006314839873703268
2013-06-03,0.016584491259524905
2013-06-04,-0.003527336860670205
2013-06-05,0.022566371681415842
2013-06-06,-0.014279532669839834
2013-06-07,-0.007462686567164268
2013-06-13,-0.014595311808934036
2013-06-14,0.014362657091561985
2013-06-17,0.008849557522123833
2013-06-18,-0.003070175438596435
2013-06-19,-0.004839419269687674
2013-06-20,-0.0022104332449159885
2013-06-21,-0.022153300841825457
2013-06-24,-0.011780697779791564
2013-06-25,0.01834021091242555
2013-06-26,0.0009004952723997775
2013-06-27,0.006297795771480047
2013-06-28,-0.010281627179258079
2013-07-01,-0.011291779584462435
2013-07-02,0.01827318410232989
2013-07-03,0.004037685060565175
2013-07-04,-0.005808757819481676
2013-07-05,0.0026966292134831997
2013-07-08,-0.01434334379202156
2013-07-09,0.02455661664392918
2013-07-10,0.0013315579227694886
2013-07-11,0.006205673758865313
2013-07-12,0.0
2013-07-15,-0.003524229074889879
2013-07-16,0.01149425287356321
2013-07-17,-0.001748251748251666
2013-07-18,0.005253940455341434
2013-07-19,-0.006533101045296122
2013-07-22,-0.004822446295484474
2013-07-23,0.018942731277533122
2013-07-24,-0.002161694768698818
2013-07-25,-0.00909878682842271
2013-07-26,-0.032356799300393584
2013-07-29,0.0013556258472661815
2013-07-30,0.00045126353790602526
2013-07-31,-0.0004510599909786884
2013-08-01,0.0027075812274368768
2013-08-02,0.007200720072007042
2013-08-05,0.00491510277033069
2013-08-06,-0.0022232103156958494
2013-08-07,-0.018270944741532923
2013-08-08,0.01180208806173399
2013-08-09,0.0017945266935844824
2013-08-12,0.00895656068069873
2013-08-13,0.023524189968930187
2013-08-14,-0.000867302688638294
2013-08-15,0.023437499999999944
2013-08-16,0.0038167938931296767
2013-08-19,0.008871989860583194
2013-08-20,0.0004187604690116215
2013-08-21,0.005441607367099201
2013-08-22,0.009159034138218223
2013-08-23,-0.00041254125412547597
2013-08-26,0.03755674783326469
2013-08-27,0.012728719172633293
2013-08-28,-0.021209740769835138
2013-08-29,-0.013643659711075444
2013-08-30,-0.01017087062652556
2013-09-02,0.020139745170571436
2013-09-03,-0.0036261079774377834
2013-09-04,-0.013344116457743572
2013-09-05,-0.012295081967213194
2013-09-06,0.01410788381742739
2013-09-09,-0.014729950900163631
2013-09-10,-0.013704318936877015
2013-09-11,0.012210526315789491
2013-09-12,-0.0012479201331113386
2013-09-13,0.007080383173677383
2013-09-16,-0.023573200992555804
2013-09-17,0.006776789495976303
2013-09-18,0.0029448885149349065
2013-09-23,0.0
2013-09-24,0.015520134228187777
2013-09-25,0.002478314745972788
2013-09-26,0.0041203131437989
2013-09-27,0.020927369716865086
2013-09-30,-0.002009646302250951
2013-10-08,0.02134514699959731
2013-10-09,0.002760252365930549
2013-10-10,-0.01572945340149419
2013-10-11,-0.013184178985217839
2013-10-14,0.0
2013-10-15,-0.022672064777327847
2013-10-16,-0.0008285004142501682
2013-10-17,-0.00041459369817585144
2013-10-18,-0.0024885939444214515
2013-10-21,0.00873180873180874
2013-10-22,-0.007419620774938152
2013-10-23,0.00664451827242527
2013-10-24,-0.007425742574257408
2013-10-25,-0.019534497090606815
2013-10-28,0.0008478168715557041
2013-10-29,0.010588733587463036
2013-10-30,-0.006286672254819907
2013-10-31,0.001265288907633935
2013-11-01,0.002948609941027747
2013-11-04,0.022679546409071934
2013-11-05,0.0008213552361395917
2013-11-06,0.0061551087402543685
2013-11-07,-0.020391517128874413
2013-11-08,-0.009991673605328757
2013-11-11,0.004625735912531405
2013-11-12,0.009208874005860264
2013-11-13,0.0037328909166321773
2013-11-14,-0.011503697617091356
2013-11-15,-0.0020781379883624963
2013-11-18,-0.011245314452311474
2013-11-19,0.002948609941027797
2013-11-20,0.0016799664006720083
2013-11-21,0.0016771488469601895
2013-11-22,0.007115948095437387
2013-11-25,0.00041562759767253284
2013-11-26,-0.0033236393851267566
2013-11-27,0.008336807002917822
2013-11-28,0.0037205456800331617
2013-11-29,0.007001647446457956
2013-12-02,0.004498977505112491
2013-12-03,-0.007328990228013042
2013-12-04,0.015996718621821168
2013-12-05,0.003229713362939081
2013-12-06,0.005231388329979826
2013-12-09,0.007205764611689364
2013-12-10,-0.0003974562798092663
2013-12-11,-0.0015904572564612533
2013-12-12,-0.0067702110712863075
2013-12-13,-0.006014434643143583
2013-12-16,0.01371520774505859
2013-12-17,0.009152407481098206
2013-12-18,-0.007886435331230228
2013-12-19,0.0003974562798092663
2013-12-20,0.002383790226460022
2013-12-23,-0.0035671819262783266
2013-12-24,-0.007557677008750893
2013-12-25,0.027254509018036104
2013-12-26,-0.00039016777214206553
2013-12-27,0.02419984387197494
2013-12-30,-0.011432926829268211
2013-12-31,0.011565150346954427
2014-01-02,0.00647865853658549
2014-01-03,-0.005301022340022711
2014-01-06,-0.002664636467453365
2014-01-07,-0.01450381679389324
2014-01-08,0.001549186676994598
2014-01-09,-0.0030935808197989577
2014-01-10,0.0054305663304887435
2014-01-13,-0.005401234567901227
2014-01-14,0.01900698215671076
2014-01-15,0.009897221164826697
2014-01-16,0.010554089709762519
2014-01-17,-0.002237970906378171
2014-01-20,0.004859813084112099
2014-01-21,-0.009672619047618949
2014-01-22,-0.02554470323065367
2014-01-23,-0.0003855050115651943
2014-01-24,0.0007713073659854331
2014-01-27,0.008092485549132935
2014-01-28,-0.008409785932721745
2014-01-29,-0.0011565150346954272
2014-01-30,0.008104978772674631
2014-02-07,0.03464947622884778
2014-02-10,-0.00038940809968856995
2014-02-11,-0.004674717569146825
2014-02-12,-0.004305283757338566
2014-02-13,0.00786163522012577
2014-02-14,-0.0039001560062401673
2014-02-17,-0.008222396241190371
2014-02-18,-0.0027635215159888724
2014-02-19,0.0031670625494853765
2014-02-20,0.006314127861089084
2014-02-21,-0.010196078431372515
2014-02-24,0.009112519809825649
2014-02-25,-0.0051040439733018314
2014-02-26,0.0
2014-02-27,0.0007892659826360407
2014-02-28,-0.006703470031545736
2014-03-03,0.005160778086542338
2014-03-04,0.00039494470774086244
2014-03-05,0.013817607579944817
2014-03-06,-0.0011682242990654107
2014-03-07,0.014035087719298128
2014-03-10,-0.006535947712418296
2014-03-11,0.0019349845201237239
