date,FCT_Cr_Atr_Dfive
2012-12-28,
2012-12-31,
2013-01-04,
2013-01-07,
2013-01-08,
2013-01-09,
2013-01-10,
2013-01-11,
2013-01-14,
2013-01-15,
2013-01-16,0.12965806154453544
2013-01-17,0.15793833410032207
2013-01-18,-0.0323891507165528
2013-01-21,0.13182161753590327
2013-01-22,-0.2731770833333333
2013-01-23,-0.1527598229325814
2013-01-24,0.14073995994518818
2013-01-25,-0.08178432508482994
2013-01-28,0.11005291005291008
2013-01-29,0.21984375000000006
2013-01-30,0.06467661691542292
2013-01-31,-0.5448673184357543
2013-02-01,0.3590254706533777
2013-02-04,0.06359381359381354
2013-02-05,0.2407142857142857
2013-02-06,0.09523483499931534
2013-02-07,0.3699508733624455
2013-02-08,-0.3444782168186424
2013-02-18,-0.20274725274725275
2013-02-19,-0.21111051315719934
2013-02-20,-0.11687764614583787
2013-02-21,0.2237823156129927
2013-02-22,0.30753837801989115
2013-02-25,0.16843126971766434
2013-02-26,-0.0789723732396782
2013-02-27,0.1557046448352219
2013-02-28,-0.2958848283197003
2013-03-01,-0.31799388726899475
2013-03-04,-0.20810145685866785
2013-03-05,-0.10607387719351499
2013-03-06,-0.0788690476190486
2013-03-07,-0.11904681426398508
2013-03-08,-0.012791141657121266
2013-03-11,0.29083533405083006
2013-03-12,0.2534727809064091
2013-03-13,-0.004922161172159329
2013-03-14,0.317953918089121
2013-03-15,0.18650166754431974
2013-03-18,-0.08949527716820774
2013-03-19,-0.152822834150635
2013-03-20,-0.1233984356255118
2013-03-21,-0.26686685061948895
2013-03-22,-0.01776589266329151
2013-03-25,-0.34415834900429154
2013-03-26,-0.0013023593906130518
2013-03-27,0.13328854551562289
2013-03-28,0.257800780078013
2013-03-29,-0.0391061452513991
2013-04-01,0.39589119134088246
2013-04-02,0.09203056302556249
2013-04-03,0.04641313742437151
2013-04-08,-0.10690235690236113
2013-04-09,-0.07653061224490021
2013-04-10,-0.24847243057334462
2013-04-11,-0.08468567251461664
2013-04-12,-0.04872585738415056
2013-04-15,-0.12735961768220055
2013-04-16,0.36021855550731585
2013-04-17,0.2044198895027629
2013-04-18,0.07928299492385998
2013-04-19,-0.04248366013072205
2013-04-22,0.09537308569566945
2013-04-23,-0.42439146085035473
2013-04-24,0.00516946140674214
2013-04-25,-0.014142620592311379
2013-04-26,0.07653218355405249
2013-05-02,-0.030050505050504127
2013-05-03,0.17147274835716672
2013-05-06,-0.2676966046958196
2013-05-07,-0.0635590490303465
2013-05-08,-0.13517073331358007
2013-05-09,-0.07155172413793565
2013-05-10,-0.2139753376394572
2013-05-13,0.2675872971590639
2013-05-14,-0.0005663680362429507
2013-05-15,0.1951931716082705
2013-05-16,0.1530033370411637
2013-05-17,0.16030534351145143
2013-05-20,-0.20283294392523332
2013-05-21,0.07782276203328678
2013-05-22,-0.285108958837774
2013-05-23,-0.06676089125374617
2013-05-24,0.2520674300254457
2013-05-27,0.21106991525423824
2013-05-28,-0.11201079622131876
2013-05-29,0.361299435028244
2013-05-30,0.017351531871641256
2013-05-31,-0.25229374256776427
2013-06-03,0.08140544993905977
2013-06-04,0.1631091278776149
2013-06-05,0.04763826351478964
2013-06-06,0.00392513416674437
2013-06-07,0.11093195394987906
2013-06-13,-0.17861606026056226
2013-06-14,-0.010293193811685974
2013-06-17,-0.28076412796845174
2013-06-18,0.019600297901650195
2013-06-19,-0.17255064076064802
2013-06-20,-0.09707689752533001
2013-06-21,-0.1014030612244868
2013-06-24,-0.05491951076448321
2013-06-25,-0.042263592022267246
2013-06-26,0.08474576271186811
2013-06-27,0.021586675432831798
2013-06-28,-0.006336929676330802
2013-07-01,-0.033445852852025684
2013-07-02,0.20253560108923455
2013-07-03,0.01923076923076475
2013-07-04,0.10245245804026762
2013-07-05,-0.047421158924965255
2013-07-08,0.24411815963750422
2013-07-09,-0.28664807789001945
2013-07-10,-0.065588385124806
2013-07-11,0.03105345911949018
2013-07-12,0.15116371751952584
2013-07-15,-0.17913099660798115
2013-07-16,-0.029191616766468226
2013-07-17,0.06891400687148302
2013-07-18,-0.1139705882352891
2013-07-19,0.04438364493084569
2013-07-22,0.1495596205962083
2013-07-23,0.27983870967742397
2013-07-24,-0.011383206619905011
2013-07-25,0.01279655508612286
2013-07-26,-0.024325046778938736
2013-07-29,-0.14480994152046855
2013-07-30,-0.3017313650446567
2013-07-31,-0.004550667801246673
2013-08-01,0.02551613841232922
2013-08-02,-0.3119540229885056
2013-08-05,0.25645524066576864
2013-08-06,0.1109214323456515
2013-08-07,0.03815360284669341
2013-08-08,0.14887218045112494
2013-08-09,0.18226415094339493
2013-08-12,-0.3252890899949743
2013-08-13,0.22536516241552382
2013-08-14,-0.012928985645021852
2013-08-15,0.049470899470900054
2013-08-16,0.21481918238993558
2013-08-19,0.1903522470935273
2013-08-20,-0.07594856124268011
2013-08-21,-0.05071505828626734
2013-08-22,-0.3082621082621042
2013-08-23,-0.3349780701754358
2013-08-26,-0.13643067846607407
2013-08-27,-0.30662719633307883
2013-08-28,0.17379750199309263
2013-08-29,0.3852720450281376
2013-08-30,0.2690058479532171
2013-09-02,0.22681159420289376
2013-09-03,0.3756913238852384
2013-09-04,-0.23531542955482215
2013-09-05,-0.3915657513218467
2013-09-06,-0.1633199464524795
2013-09-09,-0.14347826086956236
2013-09-10,-0.41556035316104695
2013-09-11,0.0859107139684866
2013-09-12,0.046953046953047806
2013-09-13,0.1120890748623273
2013-09-16,-0.06214689265536771
2013-09-17,0.26919542577087735
2013-09-18,-0.02878067583194093
