date,FCT_Demark_Vol_Dfive
2012-12-28,
2012-12-31,
2013-01-04,
2013-01-07,
2013-01-08,
2013-01-09,0.6213723197430334
2013-01-10,0.6673235568903497
2013-01-11,0.8491152217081259
2013-01-14,0.7074404673480302
2013-01-15,0.6903414172027414
2013-01-16,0.5767829900995627
2013-01-17,0.5433787799795482
2013-01-18,0.30023743508467887
2013-01-21,0.29045205385197587
2013-01-22,0.0946285435695952
2013-01-23,0.14296360323825244
2013-01-24,0.47865036023868
2013-01-25,0.33584603526243395
2013-01-28,0.4905247892883234
2013-01-29,0.4052553705626282
2013-01-30,0.4336395357803825
2013-01-31,0.0
2013-02-01,0.5248370481173389
2013-02-04,0.4703901870859722
2013-02-05,0.7351312159799019
2013-02-06,0.5019291911691287
2013-02-07,0.4996369533375183
2013-02-08,0.330518846982715
2013-02-18,0.3485565634170013
2013-02-19,0.49623470192903435
2013-02-20,0.6173536724277672
2013-02-21,0.809081376482415
2013-02-22,0.8761805162245471
2013-02-25,0.7083389749224045
2013-02-26,0.6481684779593331
2013-02-27,0.6577237207260379
2013-02-28,0.4977357140523136
2013-03-01,0.317025014469109
2013-03-04,0.31622771877787814
2013-03-05,0.1918621425367616
2013-03-06,0.42193304694792116
2013-03-07,0.31418356754348814
2013-03-08,0.20686804670547307
2013-03-11,0.5538077075339546
2013-03-12,0.4832528534712909
2013-03-13,0.4663966715657944
2013-03-14,0.7183051248935486
2013-03-15,0.7413236138095776
2013-03-18,0.377160283294875
2013-03-19,0.47393956033837636
2013-03-20,0.179825996070879
2013-03-21,0.04368284574918247
2013-03-22,0.04157002216380599
2013-03-25,0.14900472970398065
2013-03-26,0.12670442475327023
2013-03-27,0.15701409958950563
2013-03-28,0.411854434517324
2013-03-29,0.39566118483029633
2013-04-01,0.3513621142184813
2013-04-02,0.5682998266552431
2013-04-03,0.7459452125159308
2013-04-08,0.518987457910141
2013-04-09,0.41129337172439867
2013-04-10,0.5702275225185391
2013-04-11,0.33808155626433295
2013-04-12,0.6977067257340284
2013-04-15,0.8287682815730472
2013-04-16,0.9210149395565236
2013-04-17,0.6875097140192726
2013-04-18,0.7054924242424242
2013-04-19,0.48236270209843507
2013-04-22,0.2268757418404307
2013-04-23,0.10651577143804325
2013-04-24,0.4221524357536451
2013-04-25,0.3202274455725645
2013-04-26,0.36659428292669705
2013-05-02,0.2725714458265761
2013-05-03,0.5930672334982806
2013-05-06,0.3783751302992582
2013-05-07,0.44001618242000734
2013-05-08,0.48320656809781065
2013-05-09,0.4720905602722364
2013-05-10,0.03273701075231501
2013-05-13,0.39912762836185817
2013-05-14,0.37770711012061214
2013-05-15,0.693527992189831
2013-05-16,0.5919533360012335
2013-05-17,0.5032529601099197
2013-05-20,0.3833651380666668
2013-05-21,0.4506079413097389
2013-05-22,0.0
2013-05-23,0.07287908838671726
2013-05-24,0.160604520478323
2013-05-27,0.2605232865631708
2013-05-28,0.20866401704396795
2013-05-29,0.70874326579908
2013-05-30,0.5200563428867105
2013-05-31,0.5947641030868782
2013-06-03,0.7366565154672223
2013-06-04,0.7549309062422346
2013-06-05,0.858773530868033
2013-06-06,0.5815903020341072
2013-06-07,0.5548847305857919
2013-06-13,0.45014090018226066
2013-06-14,0.5123177387035044
2013-06-17,0.4296057378732415
2013-06-18,0.7765572240604055
2013-06-19,0.6041784928805093
2013-06-20,0.682854337816425
2013-06-21,0.7182878696711296
2013-06-24,0.3604036450727262
2013-06-25,0.5114218542141357
2013-06-26,0.6769839213484763
2013-06-27,0.6204768611205478
2013-06-28,0.34312655237863393
2013-07-01,0.4025588047606085
2013-07-02,0.5089693417592454
2013-07-03,0.6253910337841997
2013-07-04,0.5141035402036578
2013-07-05,0.5270137397164342
2013-07-08,0.5369836026187759
2013-07-09,0.5813368960722975
2013-07-10,0.38280615337004037
2013-07-11,0.5824682696600548
2013-07-12,0.702973422222901
2013-07-15,0.5090347066185701
2013-07-16,0.40448850374265555
2013-07-17,0.5054309564517752
2013-07-18,0.3288125702701139
2013-07-19,0.7201766316458391
2013-07-22,0.6178324581613202
2013-07-23,0.6717745455950243
2013-07-24,0.5890441677608
2013-07-25,0.5463545613697746
2013-07-26,0.48316570269204145
2013-07-29,0.4558577288572689
2013-07-30,0.3294358995820614
2013-07-31,0.408664192542492
2013-08-01,0.4576590054410755
2013-08-02,0.10602518714698808
2013-08-05,0.8645340405933212
2013-08-06,0.5966077655175868
2013-08-07,0.5900169107506403
2013-08-08,0.5979174153788817
2013-08-09,0.5463417709548277
2013-08-12,0.027182378794057313
2013-08-13,0.4671872873110061
2013-08-14,0.6374598001800952
2013-08-15,0.8180357737593793
2013-08-16,0.7385585770432186
2013-08-19,0.620248426168824
2013-08-20,0.6284675662897138
2013-08-21,0.4638014568227588
2013-08-22,0.43227672703313297
2013-08-23,0.3882854910917865
2013-08-26,0.3611558062787976
2013-08-27,0.44569041178527224
2013-08-28,0.4740508014905674
2013-08-29,0.518021506181331
2013-08-30,0.5569273643720216
2013-09-02,0.5981136577481846
2013-09-03,0.6291287111765502
2013-09-04,0.5598394019719841
2013-09-05,0.4253517200047035
2013-09-06,0.4011162113558096
2013-09-09,0.5787965590219315
2013-09-10,0.34029267934586194
2013-09-11,0.4399920415300706
2013-09-12,0.4239105775842512
2013-09-13,0.771530856188657
2013-09-16,0.18415432511856614
2013-09-17,0.09712423646240191
2013-09-18,0.07177411486999374
2013-09-23,0.5084315252137009
2013-09-24,0.6336666939075716
2013-09-25,0.8616976360815122
2013-09-26,0.5078737159155146
2013-09-27,0.6345892945534483
2013-09-30,0.4852836395422978
2013-10-08,0.3930388257565413
2013-10-09,0.3299859278740237
2013-10-10,0.6914034508935856
2013-10-11,0.4629908458575427
2013-10-14,0.5624102333931777
2013-10-15,0.802965078870359
2013-10-16,0.7401523532628931
2013-10-17,0.4883048067142441
2013-10-18,0.451891234127742
2013-10-21,0.5177717091488614
2013-10-22,0.05565490441755107
2013-10-23,0.14057221527345645
2013-10-24,0.2339187960937792
2013-10-25,0.6819859539197278
2013-10-28,0.4259065779889909
2013-10-29,0.49865442954802813
2013-10-30,0.3540601460619821
2013-10-31,0.32746277074785995
2013-11-01,0.0
2013-11-04,0.5332176000198142
2013-11-05,0.49788653405250394
2013-11-06,0.5823687547552625
2013-11-07,0.7031841822120838
2013-11-08,0.5904966573104551
2013-11-11,0.2594554460586299
2013-11-12,0.25734985873480354
2013-11-13,0.20586622179442643
2013-11-14,0.36046951578279085
2013-11-15,0.5996259818227968
2013-11-18,0.679962001410726
2013-11-19,0.7198806608699423
2013-11-20,0.8197011629158666
2013-11-21,0.6954668710325101
2013-11-22,0.5514268498881189
2013-11-25,0.3639529852014457
2013-11-26,0.4023613628968531
2013-11-27,0.49376990227072504
2013-11-28,0.2682088473533373
2013-11-29,0.33095257469614814
2013-12-02,0.5713738115853094
2013-12-03,0.48127132121054206
2013-12-04,0.48664575730566345
2013-12-05,0.6973809729421429
2013-12-06,0.8023274576244505
2013-12-09,0.8209295775652156
2013-12-10,0.5212064190038004
2013-12-11,0.4751517066324146
2013-12-12,0.46273035030079745
2013-12-13,0.2666975261354709
2013-12-16,0.4294688894130418
2013-12-17,0.8863775227467567
2013-12-18,0.6375186846038864
2013-12-19,0.7421983038704411
2013-12-20,0.5173039714003433
2013-12-23,0.320193189552466
2013-12-24,0.39703447136907977
2013-12-25,0.6587872882464163
2013-12-26,0.5550552110224916
2013-12-27,0.8926743988635949
2013-12-30,0.9266738316837644
2013-12-31,0.8379833489191324
2014-01-02,0.5435255317633002
2014-01-03,0.6744967060045881
2014-01-06,0.4894277011514245
2014-01-07,0.4682295225441517
2014-01-08,0.37186642676212495
2014-01-09,0.505223479687806
2014-01-10,0.3126672525464643
2014-01-13,0.3957784585053554
2014-01-14,0.36241486410063006
2014-01-15,0.456783955903758
2014-01-16,0.4059995934242637
2014-01-17,0.7068266746974665
