underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
EG,2018-12-10,EG1906,5600.0,5674.0,5781.0,5550.0,0,674676.0,6000.0,5687.0,6000.0,69526.0,6480.0,5520.0,5600.0
EG,2018-12-11,EG1906,5618.0,5541.0,5680.0,5497.0,0,481954.0,5674.0,5569.0,5687.0,83122.0,5971.0,5403.0,5618.0
EG,2018-12-12,EG1906,5580.0,5544.0,5598.0,5513.0,0,301986.0,5541.0,5551.0,5569.0,88512.0,5847.0,5291.0,5580.0
EG,2018-12-13,EG1906,5519.0,5591.0,5646.0,5475.0,0,356924.0,5544.0,5560.0,5551.0,89988.0,5828.0,5274.0,5519.0
EG,2018-12-14,EG1906,5647.0,5606.0,5666.0,5583.0,0,187864.0,5591.0,5620.0,5560.0,93730.0,5838.0,5282.0,5647.0
EG,2018-12-17,EG1906,5592.0,5618.0,5637.0,5566.0,0,123774.0,5606.0,5615.0,5620.0,99192.0,5901.0,5339.0,5592.0
EG,2018-12-18,EG1906,5588.0,5627.0,5628.0,5570.0,0,122752.0,5618.0,5602.0,5615.0,95662.0,5895.0,5335.0,5588.0
EG,2018-12-19,EG1906,5579.0,5620.0,5635.0,5551.0,0,147788.0,5627.0,5590.0,5602.0,88840.0,5882.0,5322.0,5579.0
EG,2018-12-20,EG1906,5628.0,5576.0,5635.0,5564.0,0,99196.0,5620.0,5599.0,5590.0,90096.0,5869.0,5311.0,5628.0
EG,2018-12-21,EG1906,5561.0,5418.0,5576.0,5320.0,0,551084.0,5576.0,5410.0,5599.0,111700.0,5878.0,5320.0,5561.0
EG,2018-12-24,EG1906,5380.0,5332.0,5385.0,5306.0,0,252940.0,5418.0,5344.0,5410.0,122960.0,5680.0,5140.0,5380.0
EG,2018-12-25,EG1906,5200.0,5174.0,5231.0,5128.0,0,316626.0,5332.0,5174.0,5344.0,120146.0,5611.0,5077.0,5200.0
EG,2018-12-26,EG1906,5200.0,5152.0,5229.0,5128.0,0,272420.0,5174.0,5169.0,5174.0,121010.0,5432.0,4916.0,5200.0
EG,2018-12-27,EG1906,5301.0,5135.0,5377.0,5135.0,0,315554.0,5152.0,5215.0,5169.0,142086.0,5427.0,4911.0,5301.0
EG,2018-12-28,EG1906,5141.0,5134.0,5166.0,5088.0,0,331090.0,5135.0,5122.0,5215.0,125940.0,5475.0,4955.0,5141.0
EG,2019-01-02,EG1906,5105.0,5051.0,5134.0,5046.0,0,245416.0,5134.0,5084.0,5122.0,144434.0,5378.0,4866.0,5105.0
EG,2019-01-03,EG1906,5093.0,5127.0,5152.0,5068.0,0,266202.0,5051.0,5111.0,5084.0,146582.0,5338.0,4830.0,5093.0
EG,2019-01-04,EG1906,5150.0,5152.0,5181.0,5094.0,0,283824.0,5127.0,5137.0,5111.0,145528.0,5366.0,4856.0,5150.0
EG,2019-01-07,EG1906,5167.0,5133.0,5200.0,5125.0,0,219654.0,5152.0,5155.0,5137.0,167040.0,5393.0,4881.0,5167.0
EG,2019-01-08,EG1906,5140.0,5080.0,5168.0,5066.0,0,328800.0,5133.0,5100.0,5155.0,188176.0,5412.0,4898.0,5140.0
EG,2019-01-09,EG1906,5136.0,5122.0,5187.0,5111.0,0,353632.0,5080.0,5153.0,5100.0,192814.0,5355.0,4845.0,5136.0
EG,2019-01-10,EG1906,5162.0,5092.0,5168.0,5087.0,0,292108.0,5122.0,5137.0,5153.0,213914.0,5410.0,4896.0,5162.0
EG,2019-01-11,EG1906,5080.0,5117.0,5135.0,5067.0,0,307904.0,5092.0,5100.0,5137.0,225296.0,5393.0,4881.0,5080.0
EG,2019-01-14,EG1906,5125.0,5143.0,5177.0,5096.0,0,329396.0,5117.0,5135.0,5100.0,226756.0,5355.0,4845.0,5125.0
EG,2019-01-15,EG1906,5141.0,5221.0,5236.0,5129.0,0,490402.0,5143.0,5188.0,5135.0,238526.0,5391.0,4879.0,5141.0
EG,2019-01-16,EG1906,5225.0,5226.0,5243.0,5193.0,0,276126.0,5221.0,5216.0,5188.0,240460.0,5447.0,4929.0,5225.0
EG,2019-01-17,EG1906,5210.0,5159.0,5225.0,5155.0,0,251498.0,5226.0,5182.0,5216.0,253024.0,5476.0,4956.0,5210.0
EG,2019-01-18,EG1906,5139.0,5156.0,5176.0,5117.0,0,423536.0,5159.0,5151.0,5182.0,292188.0,5441.0,4923.0,5139.0
EG,2019-01-21,EG1906,5219.0,5273.0,5323.0,5188.0,0,712792.0,5156.0,5262.0,5151.0,309752.0,5408.0,4894.0,5219.0
EG,2019-01-22,EG1906,5273.0,5277.0,5457.0,5260.0,0,748844.0,5273.0,5340.0,5262.0,302068.0,5525.0,4999.0,5273.0
EG,2019-01-23,EG1906,5240.0,5254.0,5280.0,5222.0,0,354886.0,5277.0,5248.0,5340.0,306168.0,5607.0,5073.0,5240.0
EG,2019-01-24,EG1906,5239.0,5245.0,5273.0,5206.0,0,328568.0,5254.0,5241.0,5248.0,307090.0,5510.0,4986.0,5239.0
EG,2019-01-25,EG1906,5275.0,5234.0,5323.0,5232.0,0,419960.0,5245.0,5287.0,5241.0,301096.0,5503.0,4979.0,5275.0
EG,2019-01-28,EG1906,5254.0,5180.0,5264.0,5175.0,0,335164.0,5234.0,5220.0,5287.0,298810.0,5551.0,5023.0,5254.0
EG,2019-01-29,EG1906,5150.0,5157.0,5198.0,5136.0,0,250738.0,5180.0,5168.0,5220.0,289038.0,5481.0,4959.0,5150.0
EG,2019-01-30,EG1906,5181.0,5207.0,5239.0,5171.0,0,262654.0,5157.0,5201.0,5168.0,262456.0,5426.0,4910.0,5181.0
EG,2019-01-31,EG1906,5230.0,5279.0,5289.0,5229.0,0,219892.0,5207.0,5266.0,5201.0,247472.0,5461.0,4941.0,5230.0
EG,2019-02-01,EG1906,5290.0,5322.0,5330.0,5265.0,0,176824.0,5279.0,5295.0,5266.0,237182.0,5581.0,4951.0,5290.0
EG,2019-02-11,EG1906,5295.0,5223.0,5299.0,5216.0,0,169888.0,5322.0,5248.0,5295.0,259174.0,5612.0,4978.0,5295.0
EG,2019-02-12,EG1906,5245.0,5234.0,5274.0,5228.0,0,200108.0,5223.0,5246.0,5248.0,280820.0,5510.0,4986.0,5245.0
EG,2019-02-13,EG1906,5200.0,5162.0,5225.0,5151.0,0,262640.0,5234.0,5184.0,5246.0,307852.0,5508.0,4984.0,5200.0
EG,2019-02-14,EG1906,5173.0,5170.0,5195.0,5135.0,0,195240.0,5162.0,5164.0,5184.0,324364.0,5443.0,4925.0,5173.0
EG,2019-02-15,EG1906,5159.0,5131.0,5180.0,5092.0,0,256836.0,5170.0,5130.0,5164.0,321754.0,5422.0,4906.0,5159.0
EG,2019-02-18,EG1906,5170.0,5039.0,5184.0,5032.0,0,404514.0,5131.0,5096.0,5130.0,368074.0,5386.0,4874.0,5170.0
EG,2019-02-19,EG1906,5046.0,5064.0,5074.0,5007.0,0,277240.0,5039.0,5041.0,5096.0,362742.0,5350.0,4842.0,5046.0
EG,2019-02-20,EG1906,5069.0,5054.0,5082.0,5044.0,0,182498.0,5064.0,5064.0,5041.0,363642.0,5293.0,4789.0,5069.0
EG,2019-02-21,EG1906,5104.0,5123.0,5148.0,5084.0,0,303410.0,5054.0,5115.0,5064.0,346554.0,5317.0,4811.0,5104.0
EG,2019-02-22,EG1906,5123.0,5142.0,5169.0,5116.0,0,193264.0,5123.0,5145.0,5115.0,341144.0,5370.0,4860.0,5123.0
EG,2019-02-25,EG1906,5157.0,5135.0,5187.0,5120.0,0,173616.0,5142.0,5152.0,5145.0,340768.0,5402.0,4888.0,5157.0
EG,2019-02-26,EG1906,5098.0,5158.0,5168.0,5084.0,0,177922.0,5135.0,5144.0,5152.0,335696.0,5409.0,4895.0,5098.0
EG,2019-02-27,EG1906,5170.0,5153.0,5183.0,5145.0,0,118288.0,5158.0,5164.0,5144.0,334340.0,5401.0,4887.0,5170.0
EG,2019-02-28,EG1906,5170.0,5175.0,5216.0,5154.0,0,221110.0,5153.0,5184.0,5164.0,336878.0,5422.0,4906.0,5170.0
EG,2019-03-01,EG1906,5195.0,5290.0,5298.0,5186.0,0,247282.0,5175.0,5238.0,5184.0,325964.0,5443.0,4925.0,5195.0
EG,2019-03-04,EG1906,5285.0,5351.0,5421.0,5265.0,0,379152.0,5290.0,5350.0,5238.0,324282.0,5499.0,4977.0,5285.0
EG,2019-03-05,EG1906,5320.0,5333.0,5350.0,5304.0,0,170224.0,5351.0,5327.0,5350.0,319332.0,5617.0,5083.0,5320.0
EG,2019-03-06,EG1906,5325.0,5432.0,5438.0,5312.0,0,301944.0,5333.0,5387.0,5327.0,333086.0,5593.0,5061.0,5325.0
EG,2019-03-07,EG1906,5412.0,5336.0,5428.0,5303.0,0,291570.0,5432.0,5363.0,5387.0,318266.0,5656.0,5118.0,5412.0
EG,2019-03-08,EG1906,5281.0,5298.0,5320.0,5254.0,0,240646.0,5336.0,5284.0,5363.0,314612.0,5631.0,5095.0,5281.0
EG,2019-03-11,EG1906,5330.0,5267.0,5330.0,5242.0,0,181288.0,5298.0,5274.0,5284.0,316724.0,5548.0,5020.0,5330.0
EG,2019-03-12,EG1906,5276.0,5270.0,5301.0,5253.0,0,169944.0,5267.0,5276.0,5274.0,315174.0,5537.0,5011.0,5276.0
EG,2019-03-13,EG1906,5266.0,5241.0,5287.0,5226.0,0,164708.0,5270.0,5259.0,5276.0,317132.0,5539.0,5013.0,5266.0
EG,2019-03-14,EG1906,5257.0,5221.0,5270.0,5216.0,0,158942.0,5241.0,5240.0,5259.0,326008.0,5521.0,4997.0,5257.0
EG,2019-03-15,EG1906,5189.0,5137.0,5202.0,5112.0,0,278206.0,5221.0,5144.0,5240.0,318856.0,5502.0,4978.0,5189.0
EG,2019-03-18,EG1906,5120.0,5127.0,5156.0,5115.0,0,208162.0,5137.0,5135.0,5144.0,330386.0,5401.0,4887.0,5120.0
EG,2019-03-19,EG1906,5143.0,5107.0,5145.0,5093.0,0,172980.0,5127.0,5119.0,5135.0,336514.0,5391.0,4879.0,5143.0
EG,2019-03-20,EG1906,5110.0,5147.0,5148.0,5089.0,0,149186.0,5107.0,5117.0,5119.0,335304.0,5374.0,4864.0,5110.0
EG,2019-03-21,EG1906,5164.0,5157.0,5176.0,5147.0,0,137232.0,5147.0,5160.0,5117.0,335702.0,5372.0,4862.0,5164.0
EG,2019-03-22,EG1906,5153.0,5126.0,5163.0,5111.0,0,180538.0,5157.0,5134.0,5160.0,340480.0,5418.0,4902.0,5153.0
EG,2019-03-25,EG1906,5100.0,5113.0,5125.0,5057.0,0,190682.0,5126.0,5091.0,5134.0,332478.0,5390.0,4878.0,5100.0
EG,2019-03-26,EG1906,5125.0,5063.0,5130.0,5061.0,0,146616.0,5113.0,5099.0,5091.0,347856.0,5345.0,4837.0,5125.0
EG,2019-03-27,EG1906,5050.0,4983.0,5076.0,4976.0,0,317238.0,5063.0,5024.0,5099.0,395630.0,5353.0,4845.0,5050.0
EG,2019-03-28,EG1906,4954.0,4814.0,4980.0,4810.0,0,536826.0,4983.0,4893.0,5024.0,409380.0,5275.0,4773.0,4954.0
EG,2019-03-29,EG1906,4812.0,4842.0,4909.0,4812.0,0,411508.0,4814.0,4863.0,4893.0,386344.0,5137.0,4649.0,4812.0
EG,2019-04-01,EG1906,4863.0,4875.0,4889.0,4813.0,0,428518.0,4842.0,4853.0,4863.0,387590.0,5106.0,4620.0,4833.0
EG,2019-04-02,EG1906,4875.0,4843.0,4900.0,4828.0,0,405222.0,4875.0,4865.0,4853.0,400520.0,5095.0,4611.0,4882.0
EG,2019-04-03,EG1906,4830.0,4853.0,4876.0,4829.0,0,382248.0,4843.0,4856.0,4865.0,391806.0,5108.0,4622.0,4850.0
EG,2019-04-04,EG1906,4841.0,4898.0,4916.0,4761.0,0,1015890.0,4853.0,4840.0,4856.0,384416.0,5098.0,4614.0,4846.0
EG,2019-04-08,EG1906,4950.0,4857.0,4968.0,4841.0,0,616812.0,4898.0,4913.0,4840.0,417646.0,5082.0,4598.0,4950.0
EG,2019-04-09,EG1906,4856.0,4873.0,4910.0,4852.0,0,393512.0,4857.0,4881.0,4913.0,417572.0,5158.0,4668.0,4892.0
EG,2019-04-10,EG1906,4870.0,4871.0,4905.0,4855.0,0,326482.0,4873.0,4883.0,4881.0,398182.0,5125.0,4637.0,4888.0
EG,2019-04-11,EG1906,4871.0,4827.0,4879.0,4805.0,0,430026.0,4871.0,4837.0,4883.0,431998.0,5127.0,4639.0,4860.0
EG,2019-04-12,EG1906,4816.0,4828.0,4836.0,4763.0,0,466068.0,4827.0,4803.0,4837.0,427312.0,5078.0,4596.0,4792.0
EG,2019-04-15,EG1906,4850.0,4772.0,4855.0,4742.0,0,413410.0,4828.0,4801.0,4803.0,444138.0,5043.0,4563.0,4800.0
EG,2019-04-16,EG1906,4765.0,4707.0,4774.0,4677.0,0,504706.0,4772.0,4720.0,4801.0,456254.0,5041.0,4561.0,4729.0
EG,2019-04-17,EG1906,4707.0,4704.0,4738.0,4695.0,0,249868.0,4707.0,4714.0,4720.0,452446.0,4956.0,4484.0,4709.0
EG,2019-04-18,EG1906,4700.0,4707.0,4737.0,4658.0,0,481726.0,4704.0,4711.0,4714.0,430532.0,4949.0,4479.0,4712.0
EG,2019-04-19,EG1906,4715.0,4730.0,4745.0,4710.0,0,318462.0,4707.0,4727.0,4711.0,415148.0,4946.0,4476.0,4720.0
EG,2019-04-22,EG1906,4733.0,4736.0,4797.0,4718.0,0,481576.0,4730.0,4760.0,4727.0,365346.0,4963.0,4491.0,4775.0
EG,2019-04-23,EG1906,4736.0,4733.0,4752.0,4714.0,0,222984.0,4736.0,4733.0,4760.0,368936.0,4998.0,4522.0,4728.0
EG,2019-04-24,EG1906,4723.0,4679.0,4728.0,4665.0,0,313332.0,4733.0,4691.0,4733.0,386830.0,4969.0,4497.0,4686.0
EG,2019-04-25,EG1906,4682.0,4627.0,4693.0,4622.0,0,347434.0,4679.0,4661.0,4691.0,390694.0,4925.0,4457.0,4667.0
EG,2019-04-26,EG1906,4664.0,4549.0,4664.0,4520.0,0,465474.0,4627.0,4578.0,4661.0,380648.0,4894.0,4428.0,4578.0
EG,2019-04-29,EG1906,4542.0,4644.0,4653.0,4539.0,0,392838.0,4549.0,4607.0,4578.0,309718.0,4806.0,4350.0,4608.0
EG,2019-04-30,EG1906,4646.0,4617.0,4654.0,4612.0,0,195114.0,4644.0,4632.0,4607.0,283058.0,4837.0,4377.0,4639.0
EG,2019-05-06,EG1909,4587.660876932853,4592.550730777378,4621.889853844525,4563.211607710231,0,148274.0,4617.0,4590.594789239568,4627.757678457953,326348.0,4858.558779919508,4396.956576996399,4691.0
EG,2019-05-07,EG1909,4588.638847701758,4608.198263079856,4620.91188307562,4588.638847701758,0,228382.0,4592.550730777378,4604.286380004236,4590.594789239568,348634.0,4819.439949163313,4361.749629315823,4711.0
EG,2019-05-08,EG1909,4593.528701546283,4629.713619995763,4632.647532302478,4593.528701546283,0,320730.0,4608.198263079856,4617.0,4604.286380004236,370198.0,4834.109510696886,4374.463249311586,4712.0
