date,Tr
2021-02-01,
2021-02-02,402.0
2021-02-03,290.0
2021-02-04,184.0
2021-02-05,134.0
2021-02-08,182.0
2021-02-09,98.0
2021-02-10,134.0
2021-02-18,144.0
2021-02-19,206.0
2021-02-22,364.0
2021-02-23,446.0
2021-02-24,234.0
2021-02-25,210.0
2021-02-26,208.0
2021-03-01,472.0
2021-03-02,380.0
2021-03-03,230.0
2021-03-04,182.0
2021-03-05,338.0
2021-03-08,514.0
2021-03-09,268.0
2021-03-10,208.0
2021-03-11,178.0
2021-03-12,152.0
2021-03-15,90.0
2021-03-16,174.0
2021-03-17,144.0
2021-03-18,142.0
2021-03-19,186.0
2021-03-22,146.0
2021-03-23,158.0
2021-03-24,112.0
2021-03-25,148.0
2021-03-26,180.0
2021-03-29,180.0
2021-03-30,80.0
2021-03-31,116.0
2021-04-01,174.0
2021-04-02,66.0
2021-04-06,180.0
2021-04-07,242.0
2021-04-08,82.0
2021-04-09,204.0
2021-04-12,86.0
2021-04-13,122.0
2021-04-14,94.0
2021-04-15,88.0
2021-04-16,82.0
2021-04-19,378.0
2021-04-20,66.0
2021-04-21,104.0
2021-04-22,170.0
2021-04-23,112.0
2021-04-26,128.0
2021-04-27,82.0
2021-04-28,132.0
2021-04-29,90.0
2021-04-30,112.0
2021-05-06,150.0
2021-05-07,108.0
2021-05-10,110.0
2021-05-11,278.0
2021-05-12,292.0
2021-05-13,292.0
2021-05-14,136.0
2021-05-17,130.0
2021-05-18,74.0
2021-05-19,88.0
2021-05-20,364.0
2021-05-21,296.0
2021-05-24,160.0
2021-05-25,70.0
2021-05-26,230.0
2021-05-27,110.0
2021-05-28,118.0
2021-05-31,118.0
2021-06-01,70.0
2021-06-02,112.0
2021-06-03,90.0
2021-06-04,86.0
2021-06-07,670.0
2021-06-08,276.0
2021-06-09,100.0
2021-06-10,120.0
2021-06-11,342.0
2021-06-15,148.0
2021-06-16,128.0
2021-06-17,116.0
2021-06-18,266.0
2021-06-21,174.0
2021-06-22,136.0
2021-06-23,132.0
2021-06-24,130.0
2021-06-25,74.0
2021-06-28,218.0
2021-06-29,94.0
2021-06-30,80.0
2021-07-01,116.0
2021-07-02,124.0
2021-07-05,176.0
2021-07-06,60.0
2021-07-07,100.0
2021-07-08,76.0
2021-07-09,94.0
2021-07-12,108.0
2021-07-13,106.0
2021-07-14,148.0
2021-07-15,90.0
2021-07-16,124.0
2021-07-19,584.0
2021-07-20,280.0
2021-07-21,558.0
2021-07-22,370.0
2021-07-23,150.0
2021-07-26,258.0
2021-07-27,254.0
2021-07-28,154.0
2021-07-29,84.0
2021-07-30,216.0
2021-08-02,104.0
2021-08-03,94.0
2021-08-04,136.0
2021-08-05,104.0
2021-08-06,94.0
2021-08-09,98.0
2021-08-10,164.0
2021-08-11,56.0
2021-08-12,84.0
2021-08-13,96.0
2021-08-16,138.0
2021-08-17,140.0
2021-08-18,116.0
2021-08-19,232.0
2021-08-20,164.0
2021-08-23,146.0
2021-08-24,232.0
2021-08-25,168.0
2021-08-26,132.0
2021-08-27,162.0
2021-08-30,208.0
2021-08-31,66.0
2021-09-01,228.0
2021-09-02,116.0
2021-09-03,164.0
2021-09-06,91.28256880733898
2021-09-07,196.45596330275293
2021-09-08,166.6899082568798
2021-09-09,107.15779816513714
2021-09-10,182.56513761467795
2021-09-13,156.76788990825662
2021-09-14,109.14220183486395
2021-09-15,89.29816513761398
2021-09-16,194.47155963302794
2021-09-17,83.34495412843899
2021-09-22,254.0036697247706
2021-09-23,125.0174311926603
2021-09-24,164.7055045871548
2021-09-27,158.75229357798162
2021-09-28,138.90825688073528
2021-09-29,107.15779816513714
2021-09-30,130.9706422018353
2021-10-08,242.09724770642242
2021-10-11,353.22385321100955
2021-10-12,307.58256880734007
2021-10-13,412.7559633027522
2021-10-14,156.76788990825844
2021-10-15,134.93944954128528
2021-10-18,113.11100917431213
2021-10-19,289.7229357798169
2021-10-20,269.87889908256875
2021-10-21,468.31926605504486
2021-10-22,224.23761467889926
2021-10-25,343.30183486238457
2021-10-26,287.73853211009373
2021-10-27,238.12844036697243
2021-10-28,252.0192660550456
2021-10-29,142.87706422018346
2021-11-01,178.59633027522796
2021-11-02,246.0660550458706
2021-11-03,128.9862385321103
2021-11-04,214.31559633027427
2021-11-05,212.33119266054928
2021-11-08,146.84587155963345
2021-11-09,117.07981651376213
2021-11-10,132.95504587155847
2021-11-11,160.73669724770662
2021-11-12,176.61192660550296
2021-11-15,127.0018348623853
2021-11-16,130.9706422018353
2021-11-17,71.43853211009264
2021-11-18,97.23577981651397
2021-11-19,130.9706422018353
2021-11-22,127.0018348623853
2021-11-23,95.25137614678897
2021-11-24,55.563302752294476
2021-11-25,77.39174311926581
2021-11-26,160.73669724770662
2021-11-29,95.25137614678897
2021-11-30,220.26880733944927
2021-12-01,83.3449541284408
2021-12-02,79.37614678899081
2021-12-03,87.31376146788989
2021-12-06,146.84587155963345
2021-12-07,93.26697247706488
2021-12-08,184.54954128440295
2021-12-09,152.79908256880753
2021-12-10,67.46972477064173
2021-12-13,125.0174311926603
2021-12-14,182.56513761467886
2021-12-15,87.68005390656344
2021-12-16,74.04093440998622
2021-12-17,120.80362982682072
2021-12-20,163.6694339589185
2021-12-21,89.62849954893136
2021-12-22,79.88627133709088
2021-12-23,81.83471697945879
2021-12-24,58.4533692710429
2021-12-27,111.06140161498115
2021-12-28,95.47383647603601
2021-12-29,97.42228211840393
2021-12-30,74.04093440998622
2021-12-31,97.42228211840393
2022-01-04,99.37072776077184
2022-01-05,56.50492362867408
2022-01-06,181.20544474023063
2022-01-07,60.40181491340991
2022-01-10,245.50415093837728
2022-01-11,120.80362982682072
2022-01-12,79.88627133709088
2022-01-13,74.04093440998713
2022-01-14,138.33964060813378
2022-01-17,134.44274932339795
2022-01-18,118.8551841844519
2022-01-19,91.57694519130018
2022-01-20,75.98938005235505
2022-01-21,128.5974123962933
2022-01-24,70.14404312525039
2022-01-25,118.85518418445281
2022-01-26,62.35026055577873
2022-01-27,101.31917340313976
2022-01-28,74.04093440998713
2022-02-07,198.74145552154368
2022-02-08,155.87565138944592
2022-02-09,64.29870619814665
2022-02-10,122.75207546918864
2022-02-11,140.2880862505017
2022-02-14,85.73160826419462
2022-02-15,81.83471697945879
2022-02-16,81.83471697945879
2022-02-17,105.21606468787559
2022-02-18,52.60803234393825
2022-02-21,150.03031446234127
2022-02-22,183.15389038259946
2022-02-23,74.04093440998713
2022-02-24,463.73006288360193
2022-02-25,241.60725965364145
2022-02-28,266.93705300442707
2022-03-01,194.84456423680695
2022-03-02,183.15389038259946
2022-03-03,214.32902066048882
2022-03-04,389.6891284736139
2022-03-07,274.73083557389873
2022-03-08,241.60725965364145
2022-03-09,165.6178796012855
2022-03-10,264.98860736205825
2022-03-11,198.74145552154368
2022-03-14,181.20544474023063
2022-03-15,290.31840071284387
2022-03-16,179.25699909786454
2022-03-17,148.08186881997426
2022-03-18,130.5458580386603
2022-03-21,146.13342317760544
2022-03-22,167.5663252436534
2022-03-23,119.27236573708433
2022-03-24,306.7003690382171
2022-03-25,168.68520297101986
2022-03-28,149.94240264090695
2022-03-29,117.56847479798398
2022-03-30,97.12178352876799
2022-03-31,93.71400165056639
2022-04-01,265.80698649978785
2022-04-06,132.90349324989438
2022-04-07,110.75291104157805
2022-04-08,80.08287413775724
2022-04-11,80.08287413775724
2022-04-12,88.60232883326262
2022-04-13,134.60738418899564
2022-04-14,85.1945469550601
2022-04-15,81.78676507685759
2022-04-18,224.9136039613595
2022-04-19,148.2385117018057
2022-04-20,207.87469457034695
2022-04-21,95.41789258966764
2022-04-22,202.76302175304318
2022-04-25,119.27236573708433
2022-04-26,103.93734728517302
2022-04-27,120.97625667618559
2022-04-28,71.56341944225096
2022-04-29,236.8408405350683
2022-05-05,270.91865931709253
2022-05-06,117.56847479798307
2022-05-09,160.16574827551358
2022-05-10,204.46691269214443
2022-05-11,170.3890939101202
2022-05-12,177.20465766652524
2022-05-13,110.75291104157805
2022-05-16,523.0945183040712
2022-05-17,173.79687578832272
2022-05-18,114.16069291978056
2022-05-19,245.36029523057368
2022-05-20,310.1081509164196
2022-05-23,219.80193114405483
2022-05-24,270.91865931709435
2022-05-25,160.16574827551267
2022-05-26,149.94240264090513
2022-05-27,373.1521156631625
2022-05-30,166.9813120319177
2022-05-31,209.5785855094491
2022-06-01,98.82567446786925
2022-06-02,185.7241123620297
2022-06-06,102.23345634607176
2022-06-07,257.2875318042825
2022-06-08,190.8357851793353
2022-06-09,109.04902010247679
2022-06-10,451.5310988618203
2022-06-13,214.69025832675106
2022-06-14,368.0404428458605
2022-06-15,129.49571137169187
2022-06-16,173.79687578832272
2022-06-17,182.316330483829
2022-06-20,199.35523987484157
2022-06-21,180.61243954472775
2022-06-22,408.93382538428887
2022-06-23,194.2435670575369
2022-06-24,224.9136039613595
2022-06-27,240.2486224132699
2022-06-28,291.3653505863067
2022-06-29,149.94240264090695
2022-06-30,131.19960231079313
2022-07-01,172.09298484922238
2022-07-04,224.9136039613595
2022-07-05,218.09804020495358
2022-07-06,299.8848052818121
2022-07-07,199.35523987484157
2022-07-08,184.02022142293026
2022-07-11,187.42800330113278
2022-07-12,117.56847479798398
2022-07-13,216.39414926585323
2022-07-14,88.60232883326262
2022-07-15,172.09298484922147
2022-07-18,214.69025832675106
2022-07-19,155.0540754582098
2022-07-20,195.94745799663906
2022-07-21,114.16069291978056
2022-07-22,102.23345634607267
2022-07-25,109.04902010247679
2022-07-26,92.01011071146513
2022-07-27,245.36029523057368
2022-07-28,120.97625667618468
2022-07-29,105.64123822427428
2022-08-01,248.7680771087762
2022-08-02,160.16574827551358
2022-08-03,92.01011071146513
2022-08-04,143.12683888450192
2022-08-05,182.3163304838281
2022-08-08,124.3840385543881
2022-08-09,76.67509225955473
2022-08-10,153.35018451910764
2022-08-11,88.60232883326353
2022-08-12,134.60738418899564
2022-08-15,143.1268388845001
2022-08-16,81.78676507685759
2022-08-17,139.7190570062994
2022-08-18,218.0980402049545
2022-08-19,241.95251335237117
2022-08-22,88.60232883326262
2022-08-23,97.1217835287689
2022-08-24,141.42294794539976
2022-08-25,98.82567446787016
2022-08-26,160.16574827551267
2022-08-29,97.1217835287689
2022-08-30,175.50076672742398
2022-08-31,92.01011071146604
2022-09-01,170.3890939101202
2022-09-02,142.915737352223
2022-09-05,222.49381837789315
2022-09-06,105.56276054425689
2022-09-07,263.09488012568363
2022-09-08,129.923397592931
2022-09-09,84.45020843540442
2022-09-13,147.7878647619582
2022-09-14,81.20212349558096
2022-09-15,76.3299960858476
2022-09-16,116.93105783363717
2022-09-19,290.7036021141812
2022-09-20,90.94637831505133
2022-09-21,152.65999217169337
2022-09-22,112.05893042390198
2022-09-23,168.90041687080884
2022-09-26,305.31998434338675
2022-09-27,157.53211958142856
2022-09-28,162.40424699116375
2022-09-29,97.44254819469825
2022-09-30,181.89275663010267
2022-10-10,240.35828554692307
2022-10-11,107.1868030141668
2022-10-12,181.89275663010267
2022-10-13,97.44254819470007
2022-10-14,128.29935512301927
2022-10-17,220.86977590798233
2022-10-18,152.65999217169337
2022-10-19,92.57042078496306
2022-10-20,204.62935120886505
2022-10-21,138.04360994248782
2022-10-24,84.45020843540624
2022-10-25,108.81084548407853
2022-10-26,198.13318132921995
2022-10-27,214.3736060283336
2022-10-28,134.79552500266436
2022-10-31,177.02062922036748
2022-11-01,112.05893042390198
2022-11-02,215.99764849824714
2022-11-03,175.39658675045575
2022-11-04,100.69063313451989
2022-11-07,183.5167991000144
2022-11-08,102.31467560443343
2022-11-09,112.0589304239038
2022-11-10,77.9540385557575
2022-11-11,102.31467560443343
2022-11-14,126.67531265310754
2022-11-15,105.56276054425689
2022-11-16,225.74190331771752
2022-11-17,125.05127018319399
2022-11-18,90.94637831505133
2022-11-21,105.56276054425507
2022-11-22,82.82616596549269
2022-11-23,73.08191114602414
2022-11-24,95.81850572478652
2022-11-25,214.3736060283336
2022-11-28,144.53977982213473
2022-11-29,125.05127018319581
2022-11-30,134.79552500266436
2022-12-01,99.06659066460998
2022-12-02,86.07425090531615
2022-12-05,549.8191159374037
2022-12-06,111.9100855447814
2022-12-07,97.31311786502738
2022-12-08,111.9100855447814
2022-12-09,84.33803548302421
2022-12-12,126.50705322453541
2022-12-13,74.60672369652093
2022-12-14,251.39222115132088
2022-12-15,116.77574143803213
2022-12-16,68.11918250551935
2022-12-19,108.6663149492797
2022-12-20,244.9046799603193
2022-12-21,82.71615018527245
2022-12-22,85.95992078077415
2022-12-23,111.9100855447814
2022-12-26,274.09861531982733
2022-12-27,204.35754751655804
2022-12-28,74.60672369652093
2022-12-29,137.86025030878773
2022-12-30,145.96967679754107
2023-01-03,197.87000632555464
2023-01-04,137.86025030878864
2023-01-05,102.17877375827902
2023-01-06,81.09426488752251
2023-01-09,183.27303864580153
2023-01-10,170.29795626379837
2023-01-11,102.17877375827993
2023-01-12,175.16361215705
2023-01-13,115.15385614028128
2023-01-16,87.58180607852591
2023-01-17,72.9848383987719
2023-01-18,134.61647971328784
2023-01-19,142.72590620204028
2023-01-20,136.2383650110387
2023-01-30,259.5016476400724
2023-01-31,145.96967679754198
2023-02-01,103.80065905602896
2023-02-02,238.4171387693168
2023-02-03,131.37270911778796
2023-02-06,124.88516792678638
2023-02-07,196.2481210278056
2023-02-08,66.4972972077685
2023-02-09,108.66631494928151
2023-02-10,196.2481210278056
2023-02-13,123.26328262903371
2023-02-14,189.7605798368022
2023-02-15,107.04442965153066
2023-02-16,118.39762673578298
2023-02-17,131.37270911778796
2023-02-20,107.04442965152884
2023-02-21,87.5818060785241
2023-02-22,123.26328262903371
2023-02-23,111.9100855447814
2023-02-24,76.22860899426996
2023-02-27,97.31311786502738
2023-02-28,390.87435675786037
2023-03-01,162.18852977504685
2023-03-02,121.64139733128468
2023-03-03,118.39762673578298
2023-03-06,176.78549745480086
2023-03-07,107.04442965153066
2023-03-08,321.13328895459017
2023-03-09,108.66631494928151
2023-03-10,137.86025030878955
2023-03-13,131.54430996940573
2023-03-14,68.2081607248765
2023-03-15,60.08814159096255
2023-03-16,345.91281510473164
2023-03-17,206.24848600141377
2023-03-20,237.10455871028535
2023-03-21,94.1922219534008
2023-03-22,194.88045921393314
2023-03-23,141.28833293010302
2023-03-24,233.8565510567214
2023-03-27,100.68823726053233
2023-03-28,134.7923176229706
2023-03-29,154.28036354436335
