date,FCT_Donchian_Vol_Dfive
2021-02-01,
2021-02-02,
2021-02-03,
2021-02-04,
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-22,0.7213894144471935
2021-02-23,1.0
2021-02-24,0.24043080737641406
2021-02-25,0.15848442584844258
2021-02-26,0.0
2021-03-01,0.6965938454310547
2021-03-02,0.45273262741395204
2021-03-03,0.07083923472943504
2021-03-04,0.05323621321463096
2021-03-05,0.0
2021-03-08,0.5734260361848423
2021-03-09,0.0
2021-03-10,0.07983636025537717
2021-03-11,0.0
2021-03-12,0.0
2021-03-15,0.005278755325060196
2021-03-16,0.4577699573995184
2021-03-17,0.0
2021-03-18,0.7081651660974853
2021-03-19,0.5225085377212046
2021-03-22,0.0
2021-03-23,0.21197289156626506
2021-03-24,0.0
2021-03-25,0.5578742348358375
2021-03-26,0.8568365888518342
2021-03-29,1.0
2021-03-30,0.26473835283727093
2021-03-31,0.0
2021-04-01,1.0
2021-04-02,0.0
2021-04-06,0.0
2021-04-07,1.0
2021-04-08,0.08906098741529525
2021-04-09,0.287350758309132
2021-04-12,0.26242336237495967
2021-04-13,0.2865745660644704
2021-04-14,0.0
2021-04-15,0.5250637213254036
2021-04-16,0.8657604078164826
2021-04-19,0.5196828094024356
2021-04-20,0.0
2021-04-21,0.5360735843633228
2021-04-22,1.0
2021-04-23,0.516770324300311
2021-04-26,0.3516215015548645
2021-04-27,0.33912312648830367
2021-04-28,0.38454950325453924
2021-04-29,0.0
2021-04-30,0.0
2021-05-06,1.0
2021-05-07,0.8905897518530455
2021-05-10,0.6057041572671608
2021-05-11,1.0
2021-05-12,1.0
2021-05-13,0.3434932292862061
2021-05-14,0.18691760385586412
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.2050189393939394
2021-05-20,1.0
2021-05-21,1.0
2021-05-24,0.31314153534769407
2021-05-25,0.028346699568167797
2021-05-26,0.23710358401320594
2021-05-27,0.20151741214564617
2021-05-28,0.33526981667957656
2021-05-31,0.9294416923282902
2021-06-01,0.0
2021-06-02,0.7074278941129988
2021-06-03,0.0
2021-06-04,0.2375835027592216
2021-06-07,1.0
2021-06-08,0.7790831102125567
2021-06-09,0.32129391836511667
2021-06-10,0.20464084311731534
2021-06-11,0.7111839505311853
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.4608112311833047
