date,FCT_Dbcd
2012-12-03,
2012-12-04,
2012-12-05,
2012-12-06,
2012-12-07,
2012-12-10,
2012-12-11,
2012-12-12,
2012-12-13,
2012-12-14,
2012-12-17,
2012-12-18,
2012-12-19,
2012-12-20,
2012-12-21,
2012-12-24,
2012-12-25,
2012-12-26,
2012-12-27,
2012-12-28,
2012-12-31,
2013-01-04,
2013-01-07,
2013-01-08,
2013-01-09,
2013-01-10,
2013-01-11,
2013-01-14,
2013-01-15,
2013-01-16,
2013-01-17,
2013-01-18,
2013-01-21,
2013-01-22,
2013-01-23,
2013-01-24,
2013-01-25,
2013-01-28,
2013-01-29,
2013-01-30,
2013-01-31,9.71305664002494e-05
2013-02-01,-0.0036609989351795735
2013-02-04,-0.006680927616793458
2013-02-05,-0.00857532660538674
2013-02-06,-0.009552200335168858
2013-02-07,-0.009706316380609913
2013-02-08,-0.00941861403476276
2013-02-18,-0.009719504762528803
2013-02-19,-0.010326510951119108
2013-02-20,-0.010679910790761828
2013-02-21,-0.011110312703123414
2013-02-22,-0.011389745304420332
2013-02-25,-0.011298045239419654
2013-02-26,-0.011319408513757508
2013-02-27,-0.011028759619582428
2013-02-28,-0.010060339803581517
2013-03-01,-0.008774040482996173
2013-03-04,-0.0076365156748976325
2013-03-05,-0.006830069952073655
2013-03-06,-0.007168199555816967
2013-03-07,-0.00820988927519822
2013-03-08,-0.00966024778256149
2013-03-11,-0.011089474812656852
2013-03-12,-0.011972949440270445
2013-03-13,-0.012249933630677163
2013-03-14,-0.01257060794906526
2013-03-15,-0.012620510635198071
2013-03-18,-0.012299771829793794
2013-03-19,-0.011777852088365398
2013-03-20,-0.01061497524605706
2013-03-21,-0.008806599992287542
2013-03-22,-0.0072644290673505325
2013-03-25,-0.0062012086495680865
2013-03-26,-0.005324687052872358
2013-03-27,-0.004541229522368368
2013-03-28,-0.003797429719055609
2013-03-29,-0.002691827370795343
2013-04-01,-0.0014375587142134868
2013-04-02,-9.356439420027977e-05
2013-04-03,0.0012047009830249344
2013-04-08,0.0025424935929561736
2013-04-09,0.004298698026370895
2013-04-10,0.006337490137830635
2013-04-11,0.0079306833855864
2013-04-12,0.008929239504360812
2013-04-15,0.008826289099562354
2013-04-16,0.007272212440044989
2013-04-17,0.004674787018726316
2013-04-18,0.002060863705762912
2013-04-19,-0.00014138400018396253
2013-04-22,-0.0017086933934026866
2013-04-23,-0.0025246315123554327
2013-04-24,-0.0025235492303008152
2013-04-25,-0.001957653595433993
2013-04-26,-0.001358033328843575
2013-05-02,-0.0009830928249380015
2013-05-03,-0.0008542330632741627
2013-05-06,-0.0013210711142649253
2013-05-07,-0.0022235092695466695
2013-05-08,-0.0029212716812411143
2013-05-09,-0.0031225190100235326
2013-05-10,-0.0025091264512483655
2013-05-13,-0.0006117101799532404
2013-05-14,0.0022738317667898066
2013-05-15,0.005515300067451755
2013-05-16,0.00890316726569886
2013-05-17,0.01172617713942602
2013-05-20,0.01385880275486458
2013-05-21,0.015294842180829857
2013-05-22,0.016024674944118595
2013-05-23,0.015966513232946594
2013-05-24,0.015861277857753313
2013-05-27,0.01565470591621284
2013-05-28,0.015251896612799621
2013-05-29,0.0145646846671283
2013-05-30,0.013424293586511449
2013-05-31,0.011406415407696427
2013-06-03,0.008793843117718898
2013-06-04,0.00574036650035302
2013-06-05,0.002796537162827834
2013-06-06,0.00030864852306321087
2013-06-07,-0.0015344834293298324
2013-06-13,-0.0029926308175690424
2013-06-14,-0.00430222533525304
2013-06-17,-0.005793279227289569
2013-06-18,-0.007347717289931312
2013-06-19,-0.008664681573576558
2013-06-20,-0.009733780832754302
2013-06-21,-0.010561669681984626
2013-06-24,-0.011148839269321661
2013-06-25,-0.011205967050010668
2013-06-26,-0.01088801021415239
2013-06-27,-0.009807970169492362
2013-06-28,-0.00804969369961023
2013-07-01,-0.00601772485375564
2013-07-02,-0.004186202480759154
2013-07-03,-0.002881772193445176
2013-07-04,-0.0024990073640494483
2013-07-05,-0.0027214790698922575
2013-07-08,-0.0030619559459482597
2013-07-09,-0.0033379684995664518
2013-07-10,-0.0031818879197191736
2013-07-11,-0.0024511917337619927
2013-07-12,-0.0014862249561885424
2013-07-15,-0.00039266291395258863
2013-07-16,0.0009989962951033947
2013-07-17,0.0023864120207195824
2013-07-18,0.0034508632810031823
2013-07-19,0.0042176255549344266
2013-07-22,0.004334817624532926
2013-07-23,0.003905221004825329
2013-07-24,0.003174757043300396
2013-07-25,0.0023000336812335582
2013-07-26,0.0013071963285896245
2013-07-29,0.0006533211314452322
2013-07-30,0.0004174326414339307
2013-07-31,0.0004449000473999825
2013-08-01,0.0007184502712994482
2013-08-02,0.0009575883602320645
2013-08-05,0.0010380559326271953
2013-08-06,0.0007636114359795036
2013-08-07,0.00030077810333266455
2013-08-08,-0.00042126362268546337
2013-08-09,-0.0008113248263024876
2013-08-12,-0.0007916063401760279
2013-08-13,-0.00023234004069781316
2013-08-14,0.0006077904832337302
2013-08-15,0.0016798346976910176
2013-08-16,0.0027994422053598807
2013-08-19,0.004156736867640085
2013-08-20,0.005437453719916348
2013-08-21,0.006460615700131881
2013-08-22,0.007182074026457164
2013-08-23,0.00748668130913145
2013-08-26,0.007406490657405912
2013-08-27,0.007223751421816173
2013-08-28,0.006858010447018045
2013-08-29,0.00617152524536702
2013-08-30,0.005184558908247461
2013-09-02,0.003849181687749991
2013-09-03,0.0019187863726114398
2013-09-04,-0.0004136725135639112
2013-09-05,-0.002768650768830831
2013-09-06,-0.004777770269168462
2013-09-09,-0.0063688509583758116
2013-09-10,-0.0075657684619697425
2013-09-11,-0.008375823363339495
2013-09-12,-0.008772221525902828
2013-09-13,-0.00893756456247953
2013-09-16,-0.009128800161784259
2013-09-17,-0.009437159452416872
2013-09-18,-0.009930632919027635
2013-09-23,-0.010350812629845121
2013-09-24,-0.010422909712454295
2013-09-25,-0.00993792697419636
2013-09-26,-0.008796519460602338
2013-09-27,-0.007220514726059735
2013-09-30,-0.005440947562041174
2013-10-08,-0.0037628892751209258
2013-10-09,-0.002444588764236148
2013-10-10,-0.001546859694935915
2013-10-11,-0.000871307629388355
2013-10-14,-0.00038208444342310215
2013-10-15,-0.00019185982437997824
2013-10-16,-0.0002505613296380748
2013-10-17,-0.0003796827703045183
2013-10-18,-0.000290752534125917
2013-10-21,0.00028951829397687144
2013-10-22,0.0012668673667188444
2013-10-23,0.0022100082374601837
2013-10-24,0.0029427148575066403
2013-10-25,0.0031823912809667947
2013-10-28,0.0029491285651520992
2013-10-29,0.002681331818002771
2013-10-30,0.002696684293487469
2013-10-31,0.0030591237181862444
2013-11-01,0.0037945337696676192
2013-11-04,0.00446863933410038
2013-11-05,0.0048448462623828445
2013-11-06,0.004948906806459228
2013-11-07,0.004862221534060648
2013-11-08,0.004760554726764791
2013-11-11,0.004634789600471057
2013-11-12,0.004283134988904746
2013-11-13,0.0036542671365894417
2013-11-14,0.0030309615067572746
2013-11-15,0.0024340066901184583
2013-11-18,0.0019960023504035666
2013-11-19,0.0020212882667873383
2013-11-20,0.0022444393786139006
2013-11-21,0.002242036548714047
2013-11-22,0.001941308377657962
2013-11-25,0.0013358119538774678
2013-11-26,0.00043249762154207356
2013-11-27,-0.0003459117599235577
2013-11-28,-0.0008291698721461677
2013-11-29,-0.0008947365102764868
2013-12-02,-0.0006594680517326742
2013-12-03,-0.00023371291117466031
2013-12-04,0.00025036266821781654
2013-12-05,0.0008763379919797161
2013-12-06,0.0014320140444500599
2013-12-09,0.0018418169969617025
2013-12-10,0.002120340777351873
2013-12-11,0.002163645753334184
2013-12-12,0.0021568052827012204
2013-12-13,0.002147480946591998
2013-12-16,0.0021749661300505298
2013-12-17,0.0022226773018703882
2013-12-18,0.0023468928305323718
2013-12-19,0.0022916753160056704
2013-12-20,0.0021297147911230425
2013-12-23,0.0018174155602950469
2013-12-24,0.0013257371762266797
2013-12-25,0.0007948712112222742
2013-12-26,0.00018582714897460526
2013-12-27,-0.0004039312062014405
