date,Tr
2015-03-20,
2015-03-23,0.25499999999999545
2015-03-24,0.34499999999999886
2015-03-25,0.269999999999996
2015-03-26,0.519999999999996
2015-03-27,0.5300000000000011
2015-03-30,0.4899999999999949
2015-03-31,0.5949999999999989
2015-04-01,0.4449999999999932
2015-04-02,0.3299999999999983
2015-04-03,0.37000000000000455
2015-04-07,0.5100000000000051
2015-04-08,0.9699999999999989
2015-04-09,0.2400000000000091
2015-04-10,0.24500000000000455
2015-04-13,0.5
2015-04-14,0.46999999999999886
2015-04-15,0.7150000000000034
2015-04-16,0.875
2015-04-17,0.45000000000000284
2015-04-20,0.9750000000000085
2015-04-21,0.7000000000000028
2015-04-22,0.3049999999999926
2015-04-23,0.5100000000000051
2015-04-24,0.5200000000000102
2015-04-27,0.8199999999999932
2015-04-28,0.2600000000000051
2015-04-29,0.25500000000000966
2015-04-30,0.4099999999999966
2015-05-04,0.41499999999999204
2015-05-05,0.18999999999999773
2015-05-06,0.4399999999999977
2015-05-07,0.2750000000000057
2015-05-08,0.41499999999999204
2015-05-11,1.0
2015-05-12,0.5799999999999983
2015-05-13,0.3849999999999909
2015-05-14,0.5250000000000057
2015-05-15,0.24500000000000455
2015-05-18,0.6150000000000091
2015-05-19,0.3650000000000091
2015-05-20,0.3650000000000091
2015-05-21,0.4300000000000068
2015-05-22,0.14000000000000057
2015-05-25,0.35999999999999943
2015-05-26,1.3100000000000023
2015-05-27,0.3850000000000051
2015-05-28,0.9899999999999949
2015-05-29,0.3100000000000023
2015-06-01,1.059999999999988
2015-06-02,0.8849999999999909
2015-06-03,0.7450000000000045
2015-06-04,0.7099999999999937
2015-06-05,0.46000000000000796
2015-06-08,0.4300000000000068
2015-06-09,0.30000000000001137
2015-06-10,0.5549999999999926
2015-06-11,0.28000000000000114
2015-06-12,0.5349999999999966
2015-06-15,0.4200000000000017
2015-06-16,0.9300000000000068
2015-06-17,0.5
2015-06-18,0.49499999999999034
2015-06-19,0.5500000000000114
2015-06-23,0.45000000000000284
2015-06-24,0.2750000000000057
2015-06-25,0.605000000000004
2015-06-26,0.3149999999999977
2015-06-29,0.664999999999992
2015-06-30,0.4200000000000017
2015-07-01,0.269999999999996
2015-07-02,0.3299999999999983
2015-07-03,0.6599999999999966
2015-07-06,0.8299999999999983
2015-07-07,0.45999999999999375
2015-07-08,1.6400000000000006
2015-07-09,0.8599999999999994
2015-07-10,0.5500000000000114
2015-07-13,0.4549999999999983
2015-07-14,0.4350000000000023
2015-07-15,0.29999999999999716
2015-07-16,0.33500000000000796
2015-07-17,0.2950000000000017
2015-07-20,0.2600000000000051
2015-07-21,0.22499999999999432
