underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open
T,2015-03-20,T1509,96.9,97.09,97.96,96.525,0,3332.0,96.15,97.05,96.15,817.0,99.995,92.305,96.9
T,2015-03-23,T1509,97.095,97.02,97.095,96.84,0,1386.0,97.09,96.96,97.05,1682.0,98.99,95.11,97.095
T,2015-03-24,T1509,97.135,96.92,97.22,96.875,0,1380.0,97.02,96.91,96.96,2102.0,98.895,95.025,97.135
T,2015-03-25,T1509,97.02,96.85,97.03,96.76,0,1234.0,96.92,96.84,96.91,2484.0,98.845,94.975,97.02
T,2015-03-26,T1509,96.835,96.37,96.89,96.37,0,1073.0,96.85,96.42,96.84,3014.0,98.775,94.905,96.835
T,2015-03-27,T1509,96.3,96.49,96.51,95.98,0,1792.0,96.37,96.375,96.42,3577.0,98.345,94.495,96.3
T,2015-03-30,T1509,96.065,96.16,96.4,96.0,0,1153.0,96.49,96.09,96.375,3869.0,98.3,94.45,96.065
T,2015-03-31,T1509,95.8,95.65,95.9,95.565,0,2327.0,96.16,95.71,96.09,4666.0,98.01,94.17,95.8
T,2015-04-01,T1509,95.66,96.095,96.095,95.655,0,673.0,95.65,95.99,95.71,4551.0,97.62,93.8,95.66
T,2015-04-02,T1509,96.3,96.32,96.425,96.2,0,1011.0,96.095,96.29,95.99,4613.0,97.905,94.075,96.3
T,2015-04-03,T1509,96.315,96.01,96.375,96.005,0,1099.0,96.32,96.09,96.29,5095.0,98.215,94.365,96.315
T,2015-04-07,T1509,96.005,95.93,96.31,95.8,0,831.0,96.01,95.98,96.09,5425.0,98.01,94.17,96.0
T,2015-04-08,T1509,96.0,95.16,96.1,95.13,0,2904.0,95.93,95.23,95.98,6620.0,97.895,94.065,96.0
T,2015-04-09,T1509,95.3,95.265,95.4,95.195,0,1389.0,95.16,95.24,95.23,7335.0,97.13,93.33,95.3
T,2015-04-10,T1509,95.35,95.19,95.415,95.17,0,1073.0,95.265,95.21,95.24,7739.0,97.14,93.34,95.35
T,2015-04-13,T1509,95.18,95.63,95.68,95.18,0,1895.0,95.19,95.62,95.21,8872.0,97.11,93.31,95.18
T,2015-04-14,T1509,95.7,95.57,96.0,95.53,0,1718.0,95.63,95.73,95.62,9475.0,97.53,93.71,95.7
T,2015-04-15,T1509,95.9,96.15,96.285,95.775,0,2148.0,95.57,96.04,95.73,9687.0,97.64,93.82,95.9
T,2015-04-16,T1509,96.735,96.18,96.735,95.86,0,1436.0,96.15,96.175,96.04,10198.0,97.96,94.12,96.735
T,2015-04-17,T1509,96.19,96.3,96.5,96.05,0,1613.0,96.18,96.285,96.175,10810.0,98.095,94.255,96.19
T,2015-04-20,T1509,97.1,97.25,97.275,96.67,0,3213.0,96.3,97.205,96.285,11137.0,98.21,94.36,97.1
T,2015-04-21,T1509,97.295,97.39,97.95,97.26,0,4962.0,97.25,97.48,97.205,12128.0,99.145,95.265,97.295
T,2015-04-22,T1509,97.4,97.42,97.615,97.31,0,2962.0,97.39,97.46,97.48,12669.0,99.425,95.535,97.4
T,2015-04-23,T1509,97.365,97.34,97.455,96.945,0,2288.0,97.42,97.275,97.46,13218.0,99.405,95.515,97.365
T,2015-04-24,T1509,97.22,97.03,97.255,96.82,0,2110.0,97.34,97.005,97.275,13506.0,99.22,95.33,97.215
T,2015-04-27,T1509,97.08,97.76,97.85,97.08,0,3257.0,97.03,97.765,97.005,14681.0,98.945,95.065,97.08
T,2015-04-28,T1509,97.6,97.74,97.84,97.58,0,1621.0,97.76,97.71,97.765,15058.0,99.72,95.81,97.6
T,2015-04-29,T1509,97.67,97.69,97.775,97.52,0,2235.0,97.74,97.7,97.71,16039.0,99.66,95.76,97.67
T,2015-04-30,T1509,97.695,97.955,98.1,97.695,0,3925.0,97.69,98.025,97.7,17454.0,99.65,95.75,97.695
T,2015-05-04,T1509,97.91,97.6,97.91,97.54,0,2688.0,97.955,97.62,98.025,17952.0,99.985,96.065,97.91
T,2015-05-05,T1509,97.51,97.505,97.675,97.485,0,3812.0,97.6,97.525,97.62,19543.0,99.57,95.67,97.51
T,2015-05-06,T1509,97.42,97.155,97.47,97.065,0,5874.0,97.505,97.195,97.525,21544.0,99.475,95.575,97.42
T,2015-05-07,T1509,97.145,97.2,97.37,97.095,0,3897.0,97.155,97.195,97.195,22735.0,99.135,95.255,97.145
T,2015-05-08,T1509,97.3,97.45,97.615,97.29,0,3756.0,97.2,97.515,97.195,23303.0,99.135,95.255,97.3
T,2015-05-11,T1509,97.41,97.32,97.5,96.5,0,4854.0,97.45,97.365,97.515,23226.0,99.465,95.565,97.41
T,2015-05-12,T1509,97.31,96.99,97.46,96.88,0,3199.0,97.32,96.985,97.365,23315.0,99.31,95.42,97.31
T,2015-05-13,T1509,97.02,97.225,97.35,96.965,0,4272.0,96.99,97.275,96.985,24375.0,98.92,95.05,97.02
T,2015-05-14,T1509,97.42,97.1,97.53,97.005,0,3794.0,97.225,97.12,97.275,25138.0,99.22,95.33,97.49
T,2015-05-15,T1509,97.15,97.185,97.345,97.125,0,2400.0,97.1,97.16,97.12,25022.0,99.06,95.18,97.15
T,2015-05-18,T1509,97.2,96.705,97.29,96.675,0,5051.0,97.185,96.845,97.16,25123.0,99.1,95.22,97.22
T,2015-05-19,T1509,96.695,96.56,96.84,96.475,0,3680.0,96.705,96.555,96.845,25012.0,98.78,94.91,96.695
T,2015-05-20,T1509,96.565,96.88,96.915,96.55,0,2667.0,96.56,96.85,96.555,25631.0,98.485,94.625,96.565
T,2015-05-21,T1509,96.9,96.675,96.9,96.47,0,2358.0,96.88,96.69,96.85,25389.0,98.785,94.915,96.9
T,2015-05-22,T1509,96.67,96.74,96.81,96.67,0,1866.0,96.675,96.71,96.69,25892.0,98.62,94.76,96.67
T,2015-05-25,T1509,96.7,96.52,96.825,96.465,0,1849.0,96.74,96.505,96.71,26330.0,98.64,94.78,96.7
T,2015-05-26,T1509,96.505,95.66,96.505,95.21,0,5483.0,96.52,95.57,96.505,25666.0,98.435,94.575,96.505
T,2015-05-27,T1509,95.67,95.8,95.965,95.58,0,3064.0,95.66,95.77,95.57,25739.0,97.48,93.66,95.67
T,2015-05-28,T1509,95.65,95.0,95.74,94.81,0,4455.0,95.8,95.085,95.77,25520.0,97.685,93.855,95.65
T,2015-05-29,T1509,95.08,94.92,95.145,94.835,0,3040.0,95.0,94.945,95.085,24946.0,96.985,93.185,95.08
T,2015-06-01,T1509,94.935,94.215,94.96,93.9,0,6745.0,94.92,94.14,94.945,22577.0,96.84,93.05,94.935
T,2015-06-02,T1509,94.58,94.99,95.1,94.415,0,5862.0,94.215,94.76,94.14,22162.0,96.02,92.26,94.58
T,2015-06-03,T1509,94.88,95.06,95.4,94.655,0,4222.0,94.99,94.96,94.76,22179.0,96.655,92.865,94.88
T,2015-06-04,T1509,95.07,94.91,95.265,94.555,0,3583.0,95.06,94.92,94.96,22014.0,96.855,93.065,95.07
T,2015-06-05,T1509,94.98,95.3,95.37,94.97,0,3191.0,94.91,95.31,94.92,22584.0,96.815,93.025,94.98
T,2015-06-08,T1509,95.205,95.56,95.62,95.19,0,2907.0,95.3,95.565,95.31,23195.0,97.215,93.405,95.205
T,2015-06-09,T1509,95.54,95.475,95.68,95.38,0,2655.0,95.56,95.49,95.565,22881.0,97.475,93.655,95.54
T,2015-06-10,T1509,95.435,94.98,95.435,94.92,0,3430.0,95.475,95.065,95.49,22457.0,97.395,93.585,95.435
T,2015-06-11,T1509,94.98,94.83,95.055,94.775,0,2901.0,94.98,94.91,95.065,22492.0,96.965,93.165,94.98
T,2015-06-12,T1509,94.845,94.62,95.05,94.515,0,3902.0,94.83,94.635,94.91,21143.0,96.805,93.015,94.845
T,2015-06-15,T1509,94.55,94.205,94.62,94.2,0,2210.0,94.62,94.25,94.635,20498.0,96.525,92.745,94.545
T,2015-06-16,T1509,94.295,95.13,95.135,94.26,0,5417.0,94.205,95.015,94.25,21356.0,96.135,92.365,94.295
T,2015-06-17,T1509,95.1,94.96,95.2,94.7,0,2832.0,95.13,94.92,95.015,21289.0,96.915,93.115,95.1
T,2015-06-18,T1509,95.0,95.25,95.41,94.915,0,2793.0,94.96,95.25,94.92,21246.0,96.815,93.025,95.0
T,2015-06-19,T1509,95.25,95.02,95.37,94.82,0,2432.0,95.25,94.995,95.25,21107.0,97.155,93.345,95.25
T,2015-06-23,T1509,94.895,94.91,95.03,94.58,0,2443.0,95.02,94.96,94.995,21142.0,96.89,93.1,94.895
T,2015-06-24,T1509,94.9,94.885,94.98,94.705,0,1428.0,94.91,94.885,94.96,21010.0,96.855,93.065,94.9
T,2015-06-25,T1509,94.78,94.8,95.305,94.7,0,3771.0,94.885,94.775,94.885,20402.0,96.78,92.99,94.78
T,2015-06-26,T1509,94.8,94.715,94.945,94.63,0,3073.0,94.8,94.72,94.775,19805.0,96.67,92.88,94.8
T,2015-06-29,T1509,95.01,94.535,95.05,94.385,0,4982.0,94.715,94.47,94.72,18480.0,96.61,92.83,95.01
