date,Turnover
2013-11-08,5.1308980213089805
2013-11-11,3.373062630290945
2013-11-12,2.406369164176028
2013-11-13,1.6980327868852458
2013-11-14,1.1577934971456938
2013-11-15,3.0978699707643047
2013-11-18,2.1561304209183674
2013-11-19,1.4480465116279069
2013-11-20,1.3696351438286922
2013-11-21,1.1340607950116914
2013-11-22,1.1530940943769425
2013-11-25,3.8871897789586747
2013-11-26,2.3498843099243323
2013-11-27,2.0212751541432348
2013-11-28,2.766951015741799
2013-11-29,1.3536625687577024
2013-12-02,0.8863443596268024
2013-12-03,2.363776414847542
2013-12-04,0.9665341672999357
2013-12-05,1.3042743298720116
2013-12-06,1.531624325391602
2013-12-09,0.7058302437744021
2013-12-10,2.2036472272359493
2013-12-11,1.0789374410562715
2013-12-12,0.9025175455540532
2013-12-13,1.3236577181208053
2013-12-16,0.8896121059935241
2013-12-17,0.9658183547959635
2013-12-18,0.6785582441185354
2013-12-19,3.3249947445869243
2013-12-20,1.4491573231789014
2013-12-23,1.2106824925816024
2013-12-24,1.0226560273582217
2013-12-25,1.1029673379349605
2013-12-26,1.2123295027386962
2013-12-27,0.6800601239139201
2013-12-30,0.9072992700729927
2013-12-31,1.097082787720064
2014-01-02,0.59027439823307
2014-01-03,1.8496736739624273
2014-01-06,1.3491667252654524
2014-01-07,1.9736963366868905
2014-01-08,0.9030478500723815
2014-01-09,1.2056643434008187
2014-01-10,0.7177847580584847
2014-01-13,0.7853316230287483
2014-01-14,0.8138505701299736
2014-01-15,0.9606764241957375
2014-01-16,1.3768814711791069
2014-01-17,0.9091316885613585
2014-01-20,0.8257129468469675
2014-01-21,0.8625941588476279
2014-01-22,1.7847018341383338
2014-01-23,0.6262010406358732
2014-01-24,0.6874347478965792
2014-01-27,1.0939060623301093
2014-01-28,1.554857142857143
2014-01-29,0.6588821095448488
2014-01-30,0.425611032889274
2014-02-07,0.7025814049718305
2014-02-10,0.9687453578537687
2014-02-11,1.0451797645561565
2014-02-12,0.48553968211423515
2014-02-13,0.4357886824868463
2014-02-14,2.108568425578673
2014-02-17,1.2580394593754856
2014-02-18,1.077882103411707
2014-02-19,0.7624611202592854
2014-02-20,1.0015872588846144
2014-02-21,0.6703779743103812
2014-02-24,1.0142306473756468
2014-02-25,1.0990388967279892
2014-02-26,1.0821303433777154
2014-02-27,0.7636822194199243
2014-02-28,0.6825128324778348
2014-03-03,1.4604471467477358
2014-03-04,1.3230457310205002
2014-03-05,1.1100723464702191
2014-03-06,0.9410682654312577
2014-03-07,2.269288110324264
2014-03-10,3.9750070380681284
2014-03-11,3.1974477491961415
2014-03-12,1.5206356736242885
2014-03-13,3.0267793836923915
2014-03-14,3.2869283336253723
2014-03-17,3.9529188719488113
2014-03-18,1.4862382927656466
2014-03-19,1.0672965773734735
2014-03-20,1.0026855407474338
2014-03-21,1.7153678910630508
2014-03-24,1.0220603757652522
2014-03-25,0.9279689993161614
2014-03-26,1.3195932513502577
2014-03-27,0.9162488941315247
2014-03-28,1.2564963634731077
2014-03-31,0.9571237159446181
2014-04-01,1.274255803882435
2014-04-02,0.9138295192512643
2014-04-03,1.0074582753824757
2014-04-04,0.6870420328953094
2014-04-08,0.8322878577732946
2014-04-09,0.8035229236974236
2014-04-10,1.1071652421652423
2014-04-11,0.789797954962903
2014-04-14,0.8889635477910297
2014-04-15,0.4919775844270757
2014-04-16,0.6833826529146436
2014-04-17,1.4763736733472563
2014-04-18,1.0360665478312536
2014-04-21,1.5484121304965683
2014-04-22,1.5047524872358888
2014-04-23,1.269612604911408
2014-04-24,1.7616735684706555
2014-04-25,0.9364014728738773
2014-04-28,1.235469848139566
2014-04-29,0.8436947169993716
2014-04-30,1.1388078658082599
2014-05-05,1.0390730731229398
2014-05-06,0.8813595792158113
2014-05-07,1.2272417690160242
2014-05-08,2.3274497869750457
2014-05-09,1.3839326372300735
2014-05-12,1.706631472025097
2014-05-13,1.3121173038153793
2014-05-14,1.336136162856471
2014-05-15,1.2812612612612613
2014-05-16,1.701581353335734
2014-05-19,2.3003071647974855
2014-05-20,2.080626543707878
2014-05-21,3.2201727512552125
2014-05-22,2.1668179355664843
2014-05-23,2.2504681817195826
2014-05-26,1.5574832400708638
2014-05-27,1.867853066306942
2014-05-28,1.9314603495594396
2014-05-29,1.343599551052958
2014-05-30,2.190052929648319
2014-06-03,1.1233355980913557
2014-06-04,1.057503239082387
2014-06-05,1.3647008328187828
2014-06-06,1.7096885675169142
2014-06-09,1.4917967558390917
2014-06-10,1.3526338702655638
2014-06-11,1.6094067216010157
2014-06-12,1.598375079046493
2014-06-13,1.3059896791984311
2014-06-16,1.1458008573655496
2014-06-17,1.7789687339255675
2014-06-18,0.906639444238214
2014-06-19,1.0168700915411935
2014-06-20,1.3564192155604136
2014-06-23,1.1449501892619725
2014-06-24,0.8859609627880941
2014-06-25,1.0561989823722087
2014-06-26,0.8109634201942973
2014-06-27,1.653024747192989
2014-06-30,0.8294451381130753
2014-07-01,1.0788774867224773
2014-07-02,3.1002145287230123
2014-07-03,0.9904121811373742
2014-07-04,1.3434016660245254
2014-07-07,1.3003334272257414
2014-07-08,1.5926995023814154
2014-07-09,1.466248697891393
2014-07-10,1.3066381670893121
2014-07-11,1.7823543616057953
2014-07-14,0.9997337174257738
2014-07-15,0.7925616559461025
2014-07-16,1.1030670470756063
2014-07-17,1.0145039336333304
2014-07-18,2.049502360957955
2014-07-21,1.2711199500857902
2014-07-22,2.3634131121801967
2014-07-23,1.2569126533601904
2014-07-24,1.434004938955434
2014-07-25,1.0437299111643519
2014-07-28,1.19732048558782
2014-07-29,0.6709231082814767
2014-07-30,1.7626321216808456
2014-07-31,1.2122303953369995
2014-08-01,1.5346924568644025
2014-08-04,1.0908887722776126
2014-08-05,0.9853338218845219
2014-08-06,1.8557666378404516
2014-08-07,1.9753712260553586
2014-08-08,1.5860646738144566
2014-08-11,1.1688118049944207
2014-08-12,1.3665816908911042
2014-08-13,2.4688100781559448
2014-08-14,1.3391064479582286
2014-08-15,2.054732852745666
2014-08-18,1.51849265295722
2014-08-19,1.5501741788710366
2014-08-20,1.2688550648294472
2014-08-21,0.988183602879312
2014-08-22,2.064613436615522
2014-08-25,1.705667668527265
2014-08-26,1.4863747830160086
2014-08-27,1.6663051036017245
2014-08-28,1.0417232463401478
2014-08-29,1.693085674483399
2014-09-01,0.73671929906761
2014-09-02,1.204680740932451
2014-09-03,1.2196886747691522
2014-09-04,0.9403626231157723
2014-09-05,1.2525229426210764
2014-09-09,0.7401591740159174
2014-09-10,1.546190140919074
2014-09-11,1.0928050578706041
2014-09-12,1.4148023531624538
2014-09-15,1.0448196407087946
2014-09-16,1.2484343233109592
2014-09-17,0.9405262840000805
2014-09-18,1.2798601110882535
2014-09-19,1.0940882167481574
2014-09-22,1.8206271184593419
2014-09-23,1.449680805191254
2014-09-24,1.2060062538000522
2014-09-25,1.0125330472008054
2014-09-26,1.9109107113539883
2014-09-29,1.079584862356398
2014-09-30,1.4802954399486192
2014-10-08,1.0033408109607544
2014-10-09,1.16216498433693
2014-10-10,1.2086290685301184
2014-10-13,1.6041797910104494
2014-10-14,1.118986542483918
2014-10-15,0.9936994155245591
2014-10-16,1.2860908157134827
2014-10-17,1.5997471473029046
2014-10-20,1.3369731534288496
2014-10-21,1.2455281455376703
2014-10-22,1.0229870496867175
2014-10-23,1.0949711290006623
2014-10-24,0.9001058913179015
2014-10-27,1.3589713151021994
2014-10-28,1.0165491846396633
2014-10-29,1.2330316273482322
2014-10-30,1.245505768714784
2014-10-31,1.1519943829616504
2014-11-03,3.221315472434169
2014-11-04,1.347736900780379
2014-11-05,1.1144613225963884
2014-11-06,1.8690090923100633
2014-11-07,1.1386389967968378
2014-11-10,2.134732844017862
2014-11-11,1.1190404546974255
2014-11-12,1.5165308240739166
2014-11-13,0.9775273383941411
2014-11-14,1.2172862546448269
2014-11-17,2.1070925052164595
2014-11-18,1.450206403256796
2014-11-19,1.3133899123159842
2014-11-20,1.5535938465217305
2014-11-21,1.0870510299140876
2014-11-24,1.3322503844055353
2014-11-25,0.9361369117873454
2014-11-26,0.968557336621455
2014-11-27,0.9899523160762943
2014-11-28,0.7160808890037472
2014-12-01,1.6571023137236038
2014-12-02,1.811009401286492
2014-12-03,1.5163957429354749
2014-12-04,2.189858960878866
2014-12-05,1.0618094224022063
2014-12-08,1.2750539677057249
2014-12-09,1.6559194052448707
2014-12-10,1.7875917018899092
2014-12-11,1.0024985871084804
2014-12-12,1.7395768817029045
2014-12-15,1.3428419045156286
2014-12-16,1.1481906151734682
2014-12-17,1.5162004391524002
2014-12-18,0.9833757299989252
2014-12-19,1.5154139373080198
2014-12-22,1.1516524891925812
2014-12-23,1.4580719970484373
2014-12-24,1.1654290356961892
2014-12-25,1.0694004192872117
2014-12-26,0.9991282051282051
2014-12-29,1.3636890645586297
2014-12-30,1.3295976961643217
2014-12-31,2.4622732057712553
2015-01-05,1.0528255709378271
2015-01-06,0.984326968870416
2015-01-07,1.399030295991987
2015-01-08,0.5944030234849488
2015-01-09,0.8986337463179241
2015-01-12,0.7759840213849134
2015-01-13,0.9865290175543316
2015-01-14,1.0364445775587443
2015-01-15,0.5576407506702413
2015-01-16,0.6994253117013315
2015-01-19,1.034216368654746
2015-01-20,0.6600528508084382
2015-01-21,0.8390207612933446
2015-01-22,1.076400840165323
2015-01-23,0.6980213346843424
2015-01-26,1.0536673682970987
2015-01-27,1.5909090909090908
2015-01-28,0.700565327622317
2015-01-29,0.8714514375453007
2015-01-30,0.8258034248182031
2015-02-02,0.683167143259301
2015-02-03,0.9971525096525097
2015-02-04,0.8502227923305428
2015-02-05,1.1858765705357723
2015-02-06,0.7321446082437159
2015-02-09,0.8196279145340808
2015-02-10,0.6805881585811163
2015-02-11,0.6876537918115286
2015-02-12,0.647652809109464
2015-02-13,0.8549671460346028
2015-02-16,0.572242005429609
2015-02-17,0.652909786729432
2015-02-25,1.3814364447554894
2015-02-26,0.769854737985338
2015-02-27,1.5459707683191783
2015-03-02,0.7751628664495114
2015-03-03,0.749680993955675
2015-03-04,1.648506888593608
2015-03-05,0.6690447955319231
2015-03-06,1.358619268890059
2015-03-09,0.8967229162782026
2015-03-10,0.6074136875323819
2015-03-11,0.693408757786735
2015-03-12,1.0447453226068208
