date,FCT_Close_1_1_1
2015-04-16,
2015-04-17,
2015-04-20,
2015-04-21,0.006538830794779267
2015-04-22,-0.017529839395736126
2015-04-23,0.06798562094933219
2015-04-24,0.0060684978625129655
2015-04-27,0.009255415272656253
2015-04-28,0.0074525745257453015
2015-04-29,0.0024017677010279566
2015-04-30,-0.02398409047345226
2015-05-04,0.019049957039401096
2015-05-05,0.0044084700440845245
2015-05-06,0.0010073391854944903
2015-05-07,-0.02422369177688335
2015-05-08,-0.012793124616329013
2015-05-11,-0.01609292607700733
2015-05-12,0.03283868847485909
2015-05-13,0.03899060113569604
2015-05-14,0.018610567975688476
2015-05-15,0.005550544647193506
2015-05-18,0.003663260068131778
2015-05-19,-0.0026967336975472897
2015-05-20,0.025478449381104412
2015-05-21,0.03664302600472798
2015-05-22,0.018200157880887982
2015-05-25,0.04821897747340303
2015-05-26,0.0006779939596899482
2015-05-27,0.02313883299798821
2015-05-28,0.0567495434752069
2015-05-29,0.0018799491084485935
2015-06-01,-0.05447308567096279
2015-06-02,0.014412861323818466
2015-06-03,0.08937851990909942
2015-06-04,0.0203889130750255
2015-06-05,-0.013083979236293702
2015-06-08,-0.021075005403847522
2015-06-09,0.007341846686048644
2015-06-10,-0.031637592474198506
2015-06-11,0.009224152566351576
2015-06-12,0.026858809016485335
2015-06-15,0.024663717941717164
2015-06-16,0.015010480690659614
2015-06-17,-0.017431176604420402
2015-06-18,-0.0346971127299933
2015-06-19,0.01793523387766372
2015-06-23,-0.03674650553290594
2015-06-24,-0.05621162021728852
2015-06-25,-0.012752752752752767
2015-06-26,0.019812219901445587
2015-06-29,-0.06724995028832746
2015-06-30,-0.08022085784940736
2015-07-01,-0.09973345694750271
2015-07-02,0.07435250502033898
2015-07-03,-0.10023963575365456
2015-07-06,0.02109356273470592
2015-07-07,-0.03429927749810892
2015-07-08,0.004753673292999007
2015-07-09,-0.12416666666666663
2015-07-10,-0.08587827261287244
2015-07-13,0.09998992713964334
2015-07-14,0.09999694759012234
2015-07-15,0.050253905708022364
2015-07-16,0.009960896216444682
2015-07-17,-0.06657946370176585
2015-07-20,0.0570768240594466
2015-07-21,0.08731630365593791
2015-07-22,-0.03418346568926916
2015-07-23,0.016602977994465713
2015-07-24,0.007517822423849702
2015-07-27,0.07886272996269132
2015-07-28,-0.04841402337228711
2015-07-29,-0.08002506265664164
2015-07-30,-0.01640014166235325
2015-07-31,0.06672206065641881
2015-08-03,-0.06112063145869039
2015-08-04,0.023091814159292026
2015-08-05,-0.04511420462224629
2015-08-06,0.08384759100945499
2015-08-07,-0.022356874216464855
2015-08-10,0.00788095746954478
2015-08-11,0.04052800381689502
2015-08-12,0.06098430813124127
2015-08-13,-0.015534213685474179
2015-08-14,-0.014437967953564489
2015-08-17,0.03261488208656058
2015-08-18,0.006134822305830616
2015-08-19,0.03120161962605671
2015-08-20,-0.09897216768679969
2015-08-21,0.044757754421942894
2015-08-24,-0.01992062874484487
2015-08-25,-0.04626174407833804
2015-08-26,-0.09487471210145118
2015-08-27,-0.09997547366484773
2015-08-28,-0.08025343189017947
2015-08-31,0.09777415651272174
2015-09-01,0.08002429067845232
2015-09-02,-0.0689095055133854
2015-09-07,-0.0987016472640653
