date,FCT_Cr_Vol_Dfive
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-03,
2015-04-07,-0.7625643200678611
2015-04-08,-0.8322528363047001
2015-04-09,-0.0050069680305091235
2015-04-10,2.342293364533742
2015-04-13,0.16150167314118097
2015-04-14,2.8223604899863894
2015-04-15,-0.26055833929849676
2015-04-16,-0.026639755977278128
2015-04-17,-0.03462691336234425
2015-04-20,0.25570410579898245
2015-04-21,-3.1059445069713183
2015-04-22,0.9699351593334413
2015-04-23,-0.37174023823698693
2015-04-24,-2.297792670785514
2015-04-27,7.209901077548137
2015-04-28,1.5553527241799356
2015-04-29,-1.3770441120924806
2015-04-30,1.1092434307755734
2015-05-04,-0.13458356510419411
2015-05-05,-6.666767402034855
2015-05-06,0.6330169331149162
2015-05-07,1.2473171022693639
2015-05-08,-1.2454475627004258
2015-05-11,0.13013849401070826
2015-05-12,-0.22487032944662702
2015-05-13,-1.910635334756894
2015-05-14,1.4234217966224971
2015-05-15,-0.07608506220119748
2015-05-18,0.43799299748733367
2015-05-19,-0.6005138837483709
2015-05-20,3.0407856759311973
2015-05-21,-1.619883201037224
2015-05-22,0.27644359565341503
2015-05-25,0.008959686959686963
2015-05-26,0.0838914665290415
2015-05-27,-2.694896233684551
2015-05-28,-0.52996404395205
2015-05-29,-0.03913946364948928
2015-06-01,-0.5869151236798296
2015-06-02,0.15805655527687842
2015-06-03,-0.09804983457561545
2015-06-04,0.13044169986093762
2015-06-05,-0.19406514626752358
2015-06-08,1.13508712745931
2015-06-09,0.16991220693658052
2015-06-10,-0.29217074859206316
2015-06-11,-0.16194807143046236
2015-06-12,2.7136473139879325
2015-06-15,-1.216672992077423
2015-06-16,-0.14480439895326114
2015-06-17,0.3114639529562654
2015-06-18,-0.06581247846450314
2015-06-19,-1.327231262327416
2015-06-23,0.06593789889274793
2015-06-24,0.6203683872349539
2015-06-25,0.4970659925972736
2015-06-26,0.5014909378931184
2015-06-29,-1.044779411764706
2015-06-30,0.6346710759860248
2015-07-01,-1.3332944386601084
2015-07-02,-0.7209390382430897
2015-07-03,-0.07961867192636421
2015-07-06,-0.2836403995560488
2015-07-07,3.35290202342918
2015-07-08,0.4346469666684674
2015-07-09,-0.25042319085907744
2015-07-10,0.5259259259259259
2015-07-13,-0.17022149302707135
2015-07-14,-3.919871794871795
2015-07-15,2.9359145527369828
2015-07-16,18.882941176470588
2015-07-17,-0.5169817120024589
2015-07-20,2.4700136819702037
2015-07-21,-0.019884212326257367
2015-07-22,-2.897821712886012
2015-07-23,-18.575454545454548
2015-07-24,-0.2434961852496319
2015-07-27,-0.32033783589871145
2015-07-28,0.017418174427148603
2015-07-29,0.9759209483829387
2015-07-30,0.19494563960212818
2015-07-31,-0.491316329789661
2015-08-03,-1.1114707702056694
2015-08-04,0.3988386226603191
2015-08-05,-0.9663845876606061
2015-08-06,0.4752769949062206
2015-08-07,0.09464922779148938
2015-08-10,-0.3134063641105895
2015-08-11,0.5357541120713688
2015-08-12,0.23685678073510774
2015-08-13,0.029217418192573508
2015-08-14,-0.1530103173566671
2015-08-17,0.5499696417729204
2015-08-18,-0.8790092879256965
2015-08-19,0.43231316725978647
2015-08-20,-0.6460907704042715
2015-08-21,0.842562724014337
2015-08-24,0.3499263216061891
2015-08-25,-0.015732113789628688
2015-08-26,-0.6285280010193772
2015-08-27,0.0866282313557746
2015-08-28,1.2534286378428636
2015-08-31,-1.3274714380134076
2015-09-01,-0.4657019060425605
2015-09-02,1.3288464127069592
2015-09-07,-0.17785630153121318
2015-09-08,-1.758770518184744
2015-09-09,0.3149049093321539
2015-09-10,3.6545609548167093
2015-09-11,-1.6776315789473684
2015-09-14,5.3125
2015-09-15,0.02184400964888769
2015-09-16,-0.209551656920078
2015-09-17,-3.102543720190779
2015-09-18,1.2984693877551021
2015-09-21,-4.058434959349594
2015-09-22,-0.031978319783197845
2015-09-23,0.5130527002773699
2015-09-24,-0.10333863275039745
2015-09-25,-0.5089957035445757
2015-09-28,-0.6043475265261127
2015-09-29,0.772927311124736
2015-09-30,-0.4827206440832447
2015-10-08,0.1480037798251831
2015-10-09,2.091208133971292
2015-10-12,-0.700328334368622
2015-10-13,0.509270629430145
2015-10-14,0.0412012876164464
2015-10-15,1.8501820365574448
2015-10-16,-2.4852139819245083
2015-10-19,0.3213255577522345
2015-10-20,-1.604047436088587
2015-10-21,1.8270378161819083
2015-10-22,-2.0118227053228797
2015-10-23,0.9538564880670144
2015-10-26,0.3154921590438178
2015-10-27,0.7121403463750156
2015-10-28,-1.7999725613938813
2015-10-29,1.582207995543813
2015-10-30,-0.46182995241977687
2015-11-02,-0.7275525931755948
2015-11-03,-0.6974838162827475
2015-11-04,0.4493853459370701
2015-11-05,-0.7359166067210514
2015-11-06,0.39013720704282095
2015-11-09,0.18863386493114725
2015-11-10,0.6279205752201426
2015-11-11,-0.19968003314764513
2015-11-12,-0.5399331913138674
2015-11-13,-0.424312994876572
2015-11-16,-0.09796059866270407
2015-11-17,0.6171170017501174
2015-11-18,0.17102430258052892
2015-11-19,0.7116870121366891
2015-11-20,0.16531437473070165
2015-11-23,0.28430138314589604
2015-11-24,-0.3393750545518024
2015-11-25,-0.3615625052863468
2015-11-26,-0.43839963535199533
2015-11-27,-0.13086446238145039
2015-11-30,-0.38016709932861503
2015-12-01,-0.7217207566817077
2015-12-02,-0.13309687926885067
2015-12-03,0.28990643133601335
2015-12-04,-0.8345431784309503
2015-12-07,0.7146663879337147
2015-12-08,0.2995234955646128
