date,Tr
2010-01-04,
2010-01-05,111.82962384663006
2010-01-06,93.19135320552414
2010-01-07,393.2675105273147
2010-01-08,143.51468393650794
2010-01-11,154.6976463211713
2010-01-12,145.37851100061835
2010-01-13,251.61665365491717
2010-01-14,165.88060870583467
2010-01-15,123.01258623129343
2010-01-18,190.1103605392709
2010-01-19,82.00839082086168
2010-01-20,162.15295457761476
2010-01-21,104.37431559018842
2010-01-22,241.8415081002886
2010-01-25,105.46471781817127
2010-01-26,160.01543393101838
2010-01-27,143.65021909716415
2010-01-28,216.38450724762697
2010-01-29,98.19128900312535
2010-02-01,194.5642208024874
2010-02-02,130.9217186708329
2010-02-03,187.2907919874424
2010-02-04,96.37293179936296
2010-02-05,185.47243478368
2010-02-08,63.6425021316536
2010-02-09,167.2888627460634
2010-02-10,83.6444313730326
2010-02-11,80.00771696550783
2010-02-12,178.19900596863317
2010-02-22,207.29272122881866
2010-02-23,96.37293179936296
2010-02-24,76.37100255798578
2010-02-25,172.74393435734873
2010-02-26,72.73428815046282
2010-03-01,143.65021909716415
2010-03-02,107.28307502193275
2010-03-03,81.82607416927021
2010-03-04,121.82993265202458
2010-03-05,65.46085933541599
2010-03-08,136.37679028211733
2010-03-09,67.27921653917838
2010-03-10,85.46278857679317
2010-03-11,143.65021909716324
2010-03-12,63.64250213165451
2010-03-15,203.6560068212957
2010-03-16,130.9217186708329
2010-03-17,123.64828985578606
2010-03-18,118.19321824450253
2010-03-19,70.91593094670043
2010-03-22,116.37486104074014
2010-03-23,81.82607416927021
2010-03-24,81.82607416927021
2010-03-25,38.18550127899289
2010-03-26,85.4627885767959
2010-03-29,87.77543998540659
2010-03-30,94.79747518424028
2010-03-31,70.220351988326
2010-04-01,82.5089135862836
2010-04-02,64.9538255892021
2010-04-06,91.28645758482435
2010-04-07,54.42077279095247
2010-04-08,71.97586078803306
2010-04-09,47.3987375921206
2010-04-12,68.46484318861803
2010-04-13,71.97586078803306
2010-04-14,43.88771999270466
2010-04-15,63.19831678949231
2010-04-16,57.931790390369315
2010-04-19,142.19621277636088
2010-04-20,75.48687838745082
2010-04-21,35.110175994163
2010-04-22,49.154246391828565
2010-04-23,56.17628159066044
2010-04-26,56.17628159066044
2010-04-27,70.220351988326
2010-04-28,129.90765117840328
2010-04-29,66.70933438890916
2010-04-30,71.97586078803397
2010-05-04,75.48687838745082
2010-05-05,131.66315997811125
2010-05-06,82.50891358628269
2010-05-07,154.48477437431757
2010-05-10,98.30849278365713
2010-05-11,82.5089135862836
2010-05-12,115.86358078073772
2010-05-13,86.01993118569953
2010-05-14,212.41656476468688
2010-05-17,219.43859996351966
2010-05-18,242.26021435972507
2010-05-19,152.7292655746096
2010-05-20,73.73136958774194
2010-05-21,179.06189757023185
2010-05-24,112.35256318132178
2010-05-25,214.17207356439485
2010-05-26,91.28645758482435
2010-05-27,121.13010717986253
2010-05-28,105.330527982489
2010-05-31,128.15214237869532
2010-06-01,122.8856159795705
2010-06-02,143.95172157606794
2010-06-03,75.48687838745082
2010-06-04,94.79747518424028
2010-06-07,259.81530235680657
2010-06-08,59.68729919007728
2010-06-09,103.57501918278103
2010-06-10,75.4868783874499
2010-06-11,68.46484318861803
2010-06-17,122.8856159795705
2010-06-18,61.44280798978616
2010-06-21,222.9496175629356
2010-06-22,45.64322879241172
2010-06-23,84.26442238599157
2010-06-24,84.26442238599157
2010-06-25,54.42077279095247
2010-06-28,78.99789598686675
2010-06-29,114.10807198103066
2010-06-30,63.19831678949322
2010-07-01,119.37459838015457
2010-07-02,103.57501918278103
2010-07-05,71.97586078803397
2010-07-06,107.08603678219697
2010-07-07,47.3987375921206
2010-07-08,93.04196638453232
2010-07-09,59.68729919007728
2010-07-12,119.37459838015457
2010-07-13,84.26442238599157
2010-07-14,84.26442238599157
2010-07-15,161.50680957315035
2010-07-16,63.19831678949322
2010-07-19,128.15214237869532
2010-07-20,64.9538255892021
2010-07-21,66.70933438891007
2010-07-22,84.26442238599066
2010-07-23,86.01993118569953
2010-07-26,75.48687838745082
2010-07-27,75.4868783874499
2010-07-28,70.220351988326
2010-07-29,87.01983413816106
2010-07-30,85.34637578934962
2010-08-02,108.77479267270155
2010-08-03,95.3871258822146
2010-08-04,80.32600074291713
2010-08-05,137.22358460248415
2010-08-06,65.26487560362057
2010-08-09,103.75441762626906
2010-08-10,88.69329248697159
2010-08-11,83.6729174405391
2010-08-12,90.36675083578211
2010-08-13,102.08095927745762
2010-08-16,240.9780022287532
2010-08-17,76.97908404529608
2010-08-18,117.1420844167551
2010-08-19,93.71366753340408
2010-08-20,140.57050130010612
2010-08-23,97.06058423102604
2010-08-24,76.97908404529608
2010-08-25,102.08095927745762
2010-08-26,75.30562569648555
2010-08-27,55.224125510755584
2010-08-30,90.36675083578211
2010-08-31,137.22358460248415
2010-09-01,95.3871258822146
2010-09-02,112.1217093703226
2010-09-03,68.61179230124253
2010-09-06,105.42787597507868
2010-09-07,85.34637578935053
2010-09-08,66.938333952432
2010-09-09,281.1410026002113
2010-09-10,58.57104220837755
2010-09-13,85.34637578934962
2010-09-14,75.30562569648555
2010-09-15,92.04020918459264
2010-09-16,92.04020918459355
2010-09-17,50.203750464324
2010-09-20,137.22358460248415
2010-09-21,93.71366753340408
2010-09-27,267.7533358097253
2010-09-28,53.55066716194506
2010-09-29,153.95816809059215
2010-09-30,140.57050130010612
2010-10-08,172.36620992751068
2010-10-11,264.4064191121033
2010-10-12,172.36620992751068
2010-10-13,118.81554276556562
2010-10-14,93.71366753340317
2010-10-15,87.01983413816015
2010-10-18,133.8766679048622
2010-10-19,153.95816809059215
2010-10-20,162.3254598346457
2010-10-21,125.50937616080864
2010-10-22,93.71366753340408
2010-10-25,145.5908763465386
2010-10-26,93.71366753340408
2010-10-27,113.79516771913313
2010-10-28,53.55066716194506
2010-10-29,108.77479267270155
2010-11-01,170.69275157870015
2010-11-02,73.81993368500025
2010-11-03,109.12511936043484
2010-11-04,317.746671078914
2010-11-05,304.9084217423915
2010-11-08,462.1769761147825
2010-11-09,0.0
2010-11-10,425.26700927228376
2010-11-11,778.3188660266314
2010-11-12,242.32195622684776
2010-11-15,619.4455304871744
2010-11-16,470.20088195010885
2010-11-17,471.80566311717484
2010-11-18,746.223242685327
2010-11-19,401.19529176630476
2010-11-22,314.5371087447829
2010-11-23,348.2375132531515
2010-11-24,152.45421087119576
2010-11-25,195.78330238195667
2010-11-26,308.1179840765226
2010-11-29,147.6398673699996
2010-11-30,232.69326922445634
2010-12-01,134.80161803347892
2010-12-02,176.52592837717475
2010-12-03,120.35858752989134
2010-12-06,128.38249336521767
2010-12-07,147.6398673700005
2010-12-08,125.17293103108659
2010-12-09,152.45421087119576
2010-12-10,91.472526522718
2010-12-13,394.7761670980435
2010-12-14,105.91555702630467
2010-12-15,190.9689588807605
2010-12-16,105.91555702630558
2010-12-17,93.07730768978308
2010-12-20,232.69326922445634
2010-12-21,129.98727453228366
2010-12-22,174.92114721010876
2010-12-23,91.47252652271709
2010-12-24,235.90283155858742
2010-12-27,213.4358952196735
2010-12-28,165.29246020771643
2010-12-29,184.54983421250017
2010-12-30,150.84942970413067
2010-12-31,126.77771219815259
